,preds,preds_raw,label,genes
0,1,0.624876948141745,1,ENSG00000072506 and ENSG00000084754 and ENSG00000138796
1,0,0.2836869664102031,0,ENSG00000169710
2,1,1.0,1,ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848
3,0,0.02097824085365294,0,ENSG00000110090
4,1,0.9821971141145366,1,ENSG00000113161
5,1,0.806263497878707,1,ENSG00000178700
6,0,0.3806141112268913,1,ENSG00000100714
7,0,0.04604876921894977,0,ENSG00000084754 and ENSG00000138029 and ENSG00000167315
8,0,0.05343016901295472,0,ENSG00000059573
9,0,0.023947731006081503,0,ENSG00000162066
10,0,0.025718928347812954,0,ENSG00000176974
11,0,0.019044096290975497,0,ENSG00000104522
12,1,0.5010991243052242,0,ENSG00000153574
13,0,0.04022377502267228,0,ENSG00000117308
14,0,0.015340569596704772,0,ENSG00000156110
15,0,0.2897253209761039,0,ENSG00000117143
16,0,0.23449044364964575,0,ENSG00000132155 and ENSG00000157764
17,0,0.01638263780067279,0,ENSG00000001630
18,0,0.15660283492237015,0,ENSG00000125454
19,0,0.0827726102850301,0,ENSG00000068366
20,0,0.02046807628760762,0,ENSG00000083807
21,0,0.025730716825950923,0,ENSG00000103064
22,1,0.685042938723665,1,ENSG00000131473
23,0,0.020237304441240632,0,ENSG00000131979
24,0,0.15097905460233757,0,ENSG00000155380
25,1,0.9995378828713454,1,ENSG00000110619
26,0,0.023624419825487103,0,ENSG00000068903
27,1,0.611381673914107,0,ENSG00000074800
28,0,0.35169221122635075,0,ENSG00000103257
29,0,0.44562936254822955,0,ENSG00000149084
30,0,0.1373447401372709,0,ENSG00000099797
31,1,0.9999601532998192,1,ENSG00000114902 and ENSG00000118363 and ENSG00000129128 and ENSG00000140612 and ENSG00000166562
32,0,0.38315345821113267,0,ENSG00000125166
33,0,0.18630970947284406,0,ENSG00000055609 and ENSG00000272333
34,0,0.016171529391116282,0,ENSG00000196517
35,0,0.10499355198973775,0,ENSG00000135069
36,0,0.015993277657703073,0,ENSG00000150540
37,0,0.016511689576214253,0,ENSG00000065989
38,0,0.36548137027599525,0,ENSG00000171903
39,0,0.18180459224869247,0,ENSG00000110958
40,0,0.04693954947553516,0,ENSG00000157326
41,0,0.015283564006453748,0,ENSG00000012779
42,0,0.1004147577194274,0,ENSG00000128039
43,0,0.09533629290115612,0,ENSG00000100075
44,0,0.20998533933129124,0,ENSG00000167130
45,0,0.02069256951625928,0,ENSG00000134824
46,0,0.4606709777112113,0,ENSG00000121897
47,1,0.5855447989814399,1,ENSG00000000419 and ENSG00000136908 and ENSG00000179085
48,0,0.03163072937943588,0,ENSG00000040933
49,1,0.5038784409373255,1,ENSG00000136877
50,0,0.4961424251259022,1,ENSG00000173085
51,0,0.012691827520318333,0,ENSG00000064601 and ENSG00000141012 and ENSG00000170266 and ENSG00000204386
52,0,0.06161730608031712,0,ENSG00000103174
53,0,0.013129442808930004,0,ENSG00000111716
54,0,0.07205302450234975,0,ENSG00000093010
55,0,0.04688503174701677,0,ENSG00000178802
56,1,0.9649402306883614,1,ENSG00000162368
57,1,0.6268340434593507,1,ENSG00000176890
58,0,0.03088993968676496,1,ENSG00000125877
59,0,0.01800355986937849,0,ENSG00000167900
60,1,0.9721885365999919,1,ENSG00000168393
61,1,0.6328089826571637,1,ENSG00000035687
62,0,0.10443654308352118,0,ENSG00000106348
63,0,0.03120766066404348,0,ENSG00000178922
64,0,0.022090884568014592,0,ENSG00000065911
65,0,0.03233314967684021,0,ENSG00000116096
66,1,0.8754497093518404,1,ENSG00000142657
67,0,0.0240147872925227,0,ENSG00000139531
68,0,0.018824920365908267,0,ENSG00000082212
69,0,0.4986078269125064,1,ENSG00000084774
70,1,0.9809834076963182,1,ENSG00000143774
71,0,0.04635799693254313,0,ENSG00000160282
72,0,0.018593083202247982,0,ENSG00000100092
73,0,0.052493375855435065,0,ENSG00000116649
74,0,0.08752893106348453,0,ENSG00000146701
75,1,0.7429606330347567,0,ENSG00000173599
76,0,0.019452752417091296,0,ENSG00000088002
77,0,0.01754077096501529,0,ENSG00000068383
78,0,0.012622848863562281,0,ENSG00000083123 and ENSG00000142046 and ENSG00000248098
79,0,0.07460136484018104,0,ENSG00000177542
80,0,0.011183296893763933,0,ENSG00000184470
81,0,0.07990152700288583,1,ENSG00000101986
82,0,0.018937978216263515,0,ENSG00000164638
83,0,0.4135614427595549,0,ENSG00000108784
84,1,0.988342305337762,1,ENSG00000120158
85,0,0.1473667148874686,0,ENSG00000100605
86,1,0.8483239131594534,1,ENSG00000005022
87,0,0.016167297032677597,0,ENSG00000197375
88,1,0.6156569811602868,1,ENSG00000072506
89,1,0.9999982401224007,1,ENSG00000128951
90,0,0.013073986402670795,0,ENSG00000095596
91,0,0.04354685499486346,0,ENSG00000083123
92,0,0.040677503996439435,0,ENSG00000147454
93,0,0.029777831463871782,0,ENSG00000052802
94,0,0.022269521533233905,0,ENSG00000116704
95,0,0.22015281268537568,0,ENSG00000087111 and ENSG00000101464 and ENSG00000124155 and ENSG00000142892 and ENSG00000197858
96,0,0.15831396225734154,0,ENSG00000119723
97,0,0.3540335454421532,0,ENSG00000134294
98,0,0.02187637115142347,0,ENSG00000117592
99,0,0.05029389266121585,0,ENSG00000163541 and ENSG00000172340
100,1,0.9988250289272587,1,ENSG00000166986
101,0,0.3681239310935087,1,ENSG00000183048
102,0,0.011981004876041174,0,ENSG00000131238
103,0,0.016244865979261336,0,ENSG00000101187
104,0,0.031212080217136583,0,ENSG00000095380
105,0,0.035527626853622075,0,ENSG00000132570
106,1,0.927301940738997,1,ENSG00000095059
107,0,0.09621234361147037,0,ENSG00000008513
108,0,0.08110498475561063,0,ENSG00000132423
109,0,0.4513446855041166,0,ENSG00000105835
110,0,0.010852407737422787,0,ENSG00000023697
111,0,0.012748863906341366,0,ENSG00000159921
112,1,0.7248745404833857,1,ENSG00000105953
113,0,0.2669643753411877,0,ENSG00000105655
114,0,0.18100207831970638,0,ENSG00000173614
115,0,0.02179289383369173,0,ENSG00000172890
116,1,0.9421207734025265,1,ENSG00000101901
117,0,0.1752813151678605,0,ENSG00000160211
118,1,0.9845214247716979,1,ENSG00000117682
119,0,0.036468814817582705,0,ENSG00000135437
120,1,1.0,1,ENSG00000048392 and ENSG00000136810 and ENSG00000167325 and ENSG00000171848
121,1,0.8907876106769477,1,ENSG00000228716
122,0,0.025208163075287872,0,ENSG00000164039
123,0,0.18946969238292627,0,ENSG00000177646
124,0,0.010752457655091148,0,ENSG00000197355
125,0,0.12003855841933792,0,ENSG00000101109 and ENSG00000104375
126,0,0.15521701557061368,0,ENSG00000149809
127,0,0.01694774387120158,0,ENSG00000140284
128,0,0.017940916695539065,0,ENSG00000157184
129,0,0.4915375599114541,0,ENSG00000278540
130,0,0.0176468658572446,0,ENSG00000167969
131,0,0.48581340837529247,1,ENSG00000055609 and ENSG00000167548
132,0,0.14107497973750155,0,ENSG00000130313
133,0,0.012119030748314176,0,ENSG00000171862
134,0,0.0163099152085453,0,ENSG00000117411
135,0,0.07111285777386078,1,ENSG00000148334
136,0,0.01340068350583175,0,ENSG00000008300
137,0,0.04996292257682934,0,ENSG00000182858
138,0,0.04185355943206991,0,ENSG00000141526
139,0,0.35271193701725684,1,ENSG00000146066
140,0,0.07649825054317942,0,ENSG00000141504
141,0,0.022612761307090556,0,ENSG00000103024
142,1,0.6303090308298614,1,ENSG00000178035
143,0,0.11012563148807157,0,ENSG00000117450
144,0,0.06026648785727872,0,ENSG00000162813
145,0,0.024941530908431635,0,ENSG00000147224
146,0,0.019089918794869043,0,ENSG00000099377
147,0,0.06203059379258902,0,ENSG00000111684
148,0,0.13775699533604774,0,ENSG00000066322
149,0,0.07349108196305376,0,ENSG00000132376
150,1,0.9102392465179029,1,ENSG00000143398
151,0,0.11867891762048494,0,ENSG00000105281
152,0,0.023539241404662244,0,ENSG00000111371
153,0,0.024860387788543173,0,ENSG00000239672
154,0,0.2519021435890146,0,ENSG00000134333
