,preds,preds_raw,label,genes
0,0,0.36162388122585615,0,ENSG00000072506 and ENSG00000084754 and ENSG00000138796
1,0,0.13143984078704163,0,ENSG00000169710
2,1,1.0,1,ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848
3,0,0.007036145786762246,0,ENSG00000110090
4,1,0.9591517463503089,1,ENSG00000113161
5,1,0.5999193513193933,1,ENSG00000178700
6,0,0.18331211928466498,0,ENSG00000100714
7,0,0.018671036296049517,0,ENSG00000084754 and ENSG00000138029 and ENSG00000167315
8,0,0.0169291016198765,0,ENSG00000059573
9,0,0.024101087890076176,0,ENSG00000084754 and ENSG00000113790 and ENSG00000127884
10,0,0.008026651279148192,0,ENSG00000162066
11,0,0.00885571074923408,0,ENSG00000176974
12,0,0.007714235281195749,0,ENSG00000104522
13,0,0.27607102627957647,0,ENSG00000153574
14,0,0.012520149247433884,0,ENSG00000117308
15,0,0.0045801095142558,0,ENSG00000156110
16,0,0.03929787792974103,1,ENSG00000060971 and ENSG00000113790 and ENSG00000133835
17,0,0.021770112809238292,0,ENSG00000084754 and ENSG00000113790 and ENSG00000167969 and ENSG00000198721
18,0,0.12967847421405226,0,ENSG00000117143
19,0,0.1108363143257271,0,ENSG00000132155 and ENSG00000157764
20,0,0.005889850602884124,0,ENSG00000001630
21,0,0.061463408743436844,0,ENSG00000125454
22,0,0.029776280493609426,0,ENSG00000068366
23,0,0.0067983439089596325,0,ENSG00000083807
24,0,0.009006668893927936,0,ENSG00000103064
25,0,0.4378584573851315,0,ENSG00000131473
26,0,0.007560244809243423,0,ENSG00000131979
27,0,0.0661556464183733,0,ENSG00000155380
28,1,0.9991021199444854,1,ENSG00000110619
29,0,0.008811590860763928,0,ENSG00000068903
30,0,0.36477065678479503,0,ENSG00000074800
31,0,0.16602683999647733,0,ENSG00000103257
32,0,0.23060356305651664,0,ENSG00000149084
33,0,0.059979727348327225,0,ENSG00000099797
34,1,0.999882297954776,1,ENSG00000114902 and ENSG00000118363 and ENSG00000129128 and ENSG00000140612 and ENSG00000166562
35,0,0.19277364542090283,0,ENSG00000125166
