ModelConditionID,ModelID,ParentModelConditionID,CellFormat,PassageNumber,GrowthMedia,FormulationID,PlateCoating
MC-001737-6D5K,ACH-001737,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-001738-GVx0,ACH-001738,,suspension,,,,None
MC-001740-3u0E,ACH-001740,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-001743-I4IW,ACH-001743,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-001745-QZV4,ACH-001745,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-001750-fAbS,ACH-001750,,adherent,,MF-001-017,RPMI + 15% FBS,None
MC-001751-oEWE,ACH-001751,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-001765-czdh,ACH-001765,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-001767-TReB,ACH-001767,,adherent,,,,None
MC-001786-LoTy,ACH-001786,,adherent,,MF-001-005,RPMI + 10% FBS + 2mM Glutamine + 25mM HEPES + 25mM Sodium bicarbonate,None
MC-001791-uBwq,ACH-001791,,adherent,,MF-007-002,DMEM:F12 + 10% FBS + 2mM Glutamine,None
MC-001793-v89H,ACH-001793,,adherent,,MF-007-002,DMEM:F12 + 10% FBS + 2mM Glutamine,None
MC-001794-IAqD,ACH-001794,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-001795-P5GZ,ACH-001795,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-001796-JoKm,ACH-001796,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-001799-AkA5,ACH-001799,,adherent,,MF-001-018,RPMI + 15% FBS + 2mM Glutamine,None
MC-001802-IUUl,ACH-001802,,adherent,,MF-004-003,F12 + 15% FBS + 2mM Glutamine,None
MC-001804-JH97,ACH-001804,,adherent,,MF-004-003,F12 + 15% FBS + 2mM Glutamine,None
MC-001807-geak,ACH-001807,,adherent,,MF-004-003,F12 + 15% FBS + 2mM Glutamine,None
MC-001814-L7qi,ACH-001814,,adherent,,MF-015-008,EMEM + 20% FBS + 1mM Sodium pyruvate + 100uM NEAA,None
MC-001818-ueZl,ACH-001818,,adherent,,MF-015-008,EMEM + 20% FBS + 1mM Sodium pyruvate + 100uM NEAA,None
MC-001819-imt5,ACH-001819,,adherent,,MF-006-004,MEM + 15% FBS + 2mM Glutamine + 1x Insulin-Transferrin-Selenium,None
MC-001819-XxSH,ACH-001819,,adherent,,,,None
MC-001820-0nlr,ACH-001820,,mixed,,,,None
MC-001820-U3Q6,ACH-001820,,mixed,,MF-001-017,RPMI + 15% FBS,None
MC-001834-cfYH,ACH-001834,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-001835-poui,ACH-001835,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-001836-jYoz,ACH-001836,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-001838-4mqk,ACH-001838,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-001839-5IUH,ACH-001839,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-001841-Na7T,ACH-001841,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-001842-XQ3q,ACH-001842,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-001843-hmPS,ACH-001843,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-001844-DHWT,ACH-001844,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-001845-xwfS,ACH-001845,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-001846-eTrK,ACH-001846,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-001847-IniK,ACH-001847,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-001848-gqGK,ACH-001848,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-001849-Eqdi,ACH-001849,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-001850-Owdr,ACH-001850,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-001852-Fqz5,ACH-001852,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-001853-bIA7,ACH-001853,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-001854-sTtz,ACH-001854,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-001855-5n8l,ACH-001855,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-001856-JW3a,ACH-001856,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-001857-JYg4,ACH-001857,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-001858-c43i,ACH-001858,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-001861-0lWH,ACH-001861,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-001861-AxLA,ACH-001861,,adherent,,,,None
MC-001862-LLaC,ACH-001862,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-001863-Q69R,ACH-001863,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-001864-217M,ACH-001864,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-001958-4W4E,ACH-001958,,adherent,,,,None
MC-001959-u4do,ACH-001959,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-001960-V7Sv,ACH-001960,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-001961-o0kg,ACH-001961,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-001970-yu1Z,ACH-001970,,adherent,,MF-001-004,RPMI + 10% FBS + 2mM Glutamine + 25mM HEPES,None
MC-001971-9Qqf,ACH-001971,,adherent,,MF-001-004,RPMI + 10% FBS + 2mM Glutamine + 25mM HEPES,None
MC-001973-ILv6,ACH-001973,,adherent,,MF-001-004,RPMI + 10% FBS + 2mM Glutamine + 25mM HEPES,None
MC-001975-qLcp,ACH-001975,,adherent,,MF-001-004,RPMI + 10% FBS + 2mM Glutamine + 25mM HEPES,None
MC-001977-722i,ACH-001977,,adherent,,MF-001-014,RPMI + 5% FBS,None
MC-001982-nWKb,ACH-001982,,adherent,,MF-003-003,AlphaMEM + 5% FBS + 1X Insulin-Transferrin-Selenium,None
MC-001986-OUuR,ACH-001986,,adherent,,MF-003-003,AlphaMEM + 5% FBS + 1X Insulin-Transferrin-Selenium,None
MC-001990-wnys,ACH-001990,,adherent,,MF-003-003,AlphaMEM + 5% FBS + 1X Insulin-Transferrin-Selenium,None
MC-001991-zRh9,ACH-001991,,mixed,,MF-003-003,AlphaMEM + 5% FBS + 1X Insulin-Transferrin-Selenium,None
MC-001992-G2Zg,ACH-001992,,adherent,,MF-001-014,RPMI + 5% FBS,None
MC-001993-EcIk,ACH-001993,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-001997-n8wz,ACH-001997,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-001999-g7LW,ACH-001999,,adherent,,MF-007-001,DMEM:F12 + 10% FBS,None
MC-002001-n8MQ,ACH-002001,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-002002-GZA1,ACH-002002,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-002003-d6w9,ACH-002003,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-002004-Cnnn,ACH-002004,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-002005-AENg,ACH-002005,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-002010-5Gjh,ACH-002010,,adherent,,MF-001-030,RPMI + 25% FBS,None
MC-002011-gwcQ,ACH-002011,,adherent,,MF-001-030,RPMI + 25% FBS,None
MC-002014-DPeG,ACH-002014,,adherent,,MF-001-022,RPMI + 20% FBS + 3mM Glutamine,None
MC-002015-RTao,ACH-002015,,adherent,,MF-001-022,RPMI + 20% FBS + 3mM Glutamine,None
MC-002016-n9sK,ACH-002016,,adherent,,MF-001-022,RPMI + 20% FBS + 3mM Glutamine,None
MC-002017-jRLK,ACH-002017,,adherent,,MF-001-022,RPMI + 20% FBS + 3mM Glutamine,None
MC-002018-Bkao,ACH-002018,,adherent,,MF-001-022,RPMI + 20% FBS + 3mM Glutamine,None
MC-002019-cQYB,ACH-002019,,adherent,,MF-004-002,F12 + 15% FBS,None
MC-002020-kwLe,ACH-002020,,adherent,,,,None
MC-002020-ZmHZ,ACH-002020,,adherent,,MF-004-001,F12 + 10% FBS,None
MC-002021-cfQQ,ACH-002021,,adherent,,MF-004-001,F12 + 10% FBS,None
MC-002023-a5ob,ACH-002023,,adherent,,MF-002-008,DMEM + 5% FBS,None
MC-002024-AOt6,ACH-002024,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-002025-AwXC,ACH-002025,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-002026-8SXM,ACH-002026,,adherent,,MF-004-002,F12 + 15% FBS,None
MC-002027-w4Gn,ACH-002027,,adherent,,MF-004-002,F12 + 15% FBS,None
MC-002029-eTYU,ACH-002029,,adherent,,,,None
MC-002029-jZk3,ACH-002029,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-002030-mJL7,ACH-002030,,adherent,,MF-014-001,BME + 20% FBS + 2mM Glutamine,None
MC-002035-O8Pm,ACH-002035,,adherent,,MF-001-006,RPMI + 10% FBS + 50uM 2-Mercaptoethanol,None
MC-002038-lXCp,ACH-002038,,adherent,,MF-004-002,F12 + 15% FBS,None
MC-002039-BOZb,ACH-002039,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-002040-SWJJ,ACH-002040,,adherent,,,,None
MC-002040-Vllp,ACH-002040,,adherent,,MF-004-001,F12 + 10% FBS,None
MC-002041-CAG2,ACH-002041,,adherent,,MF-004-002,F12 + 15% FBS,None
MC-002042-doLH,ACH-002042,,adherent,,MF-004-001,F12 + 10% FBS,None
MC-002043-M15K,ACH-002043,,adherent,,MF-006-001,MEM + 10% FBS,None
MC-002043-Zbg8,ACH-002043,,adherent,,,,None
MC-002044-OqIP,ACH-002044,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-002045-jM8T,ACH-002045,,,,,,None
MC-002045-TfMB,ACH-002045,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-002046-oaX8,ACH-002046,,adherent,,MF-004-002,F12 + 15% FBS,None
MC-002048-52d6,ACH-002048,,adherent,,MF-001-009,RPMI + 10% FBS + 100uM NEAA + 20mM HEPES,None
MC-002051-2Ddi,ACH-002051,,suspension,,MF-001-001,RPMI + 10% FBS,None
MC-002051-zH2Y,ACH-002051,,suspension,,,,None
MC-002052-GfvX,ACH-002052,,suspension,,MF-001-001,RPMI + 10% FBS,None
MC-002052-r8yJ,ACH-002052,,suspension,,,,None
MC-002055-I1ST,ACH-002055,,suspension,,MF-001-001,RPMI + 10% FBS,None
MC-002058-fvr5,ACH-002058,,suspension,,,,None
MC-002059-DNM1,ACH-002059,,suspension,,MF-001-001,RPMI + 10% FBS,None
MC-002059-EyUo,ACH-002059,,suspension,,,,None
MC-002061-Ox3b,ACH-002061,,suspension,,MF-002-008,DMEM + 5% FBS,None
MC-002062-KLCC,ACH-002062,,suspension,,,,None
MC-002062-owy3,ACH-002062,,suspension,,MF-001-001,RPMI + 10% FBS,None
MC-002065-IPMz,ACH-002065,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-002066-nmqF,ACH-002066,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-002067-5mbZ,ACH-002067,,adherent,,,,None
MC-002067-S9Nv,ACH-002067,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-002069-bcEP,ACH-002069,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-002070-tGf5,ACH-002070,,adherent,,MF-004-002,F12 + 15% FBS,None
MC-002077-P1VK,ACH-002077,,suspension,,MF-001-001,RPMI + 10% FBS,None
MC-002077-uVx4,ACH-002077,,suspension,,,,None
MC-002080-oLkJ,ACH-002080,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-002083-ov3V,ACH-002083,,adherent,,,,None
MC-002084-7dbu,ACH-002084,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-002089-94OR,ACH-002089,,,,,,None
MC-002090-hcKH,ACH-002090,,,,,,None
MC-002091-xm8k,ACH-002091,,,,,,None
MC-002092-WVuR,ACH-002092,,,,,,None
MC-002093-u5qq,ACH-002093,,,,,,None
MC-002094-uIOU,ACH-002094,,,,,,None
MC-002095-uEkC,ACH-002095,,,,,,None
MC-002096-T0Px,ACH-002096,,,,,,None
MC-002097-jwJs,ACH-002097,,,,,,None
MC-002098-APd8,ACH-002098,,,,,,None
MC-002099-swA7,ACH-002099,,,,,,None
MC-002100-EK8g,ACH-002100,,,,,,None
MC-002101-C2FG,ACH-002101,,,,,,None
MC-002102-DCz8,ACH-002102,,,,,,None
MC-002103-ObTM,ACH-002103,,,,,,None
MC-002104-mUIH,ACH-002104,,,,,,None
MC-002105-7Q49,ACH-002105,,,,,,None
MC-002106-PuWB,ACH-002106,,,,,,None
MC-002107-ifu9,ACH-002107,,,,,,None
MC-002108-sfPB,ACH-002108,,,,,,None
MC-002109-5XNA,ACH-002109,,,,,,None
MC-002110-cfJ6,ACH-002110,,,,,,None
MC-002111-e5U9,ACH-002111,,,,,,None
MC-002112-3o0n,ACH-002112,,,,,,None
MC-002113-6C61,ACH-002113,,,,,,None
MC-002114-70zb,ACH-002114,,,,,,None
MC-002115-i7Zw,ACH-002115,,,,,,None
MC-002116-7TpA,ACH-002116,,,,,,None
MC-002117-Q42D,ACH-002117,,,,,,None
MC-002118-m5TP,ACH-002118,,,,,,None
MC-002119-oGle,ACH-002119,,,,,,None
MC-002120-IDnH,ACH-002120,,,,,,None
MC-002121-VHOd,ACH-002121,,,,,,None
MC-002122-SlY7,ACH-002122,,,,,,None
MC-002123-93ht,ACH-002123,,,,,,None
MC-002124-jcBA,ACH-002124,,,,,,None
MC-002125-ceSg,ACH-002125,,,,,,None
MC-002126-jomy,ACH-002126,,,,,,None
MC-002127-kfxR,ACH-002127,,,,,,None
MC-002128-UcHm,ACH-002128,,,,,,None
MC-002129-j4Jj,ACH-002129,,,,,,None
MC-002130-vakC,ACH-002130,,,,,,None
MC-002131-Wfju,ACH-002131,,,,,,None
MC-002132-Ojjp,ACH-002132,,,,,,None
MC-002133-WJDt,ACH-002133,,,,,,None
MC-002134-LhcA,ACH-002134,,,,,,None
MC-002135-kWNb,ACH-002135,,,,,,None
MC-002136-YeHl,ACH-002136,,,,,,None
MC-002139-gNNk,ACH-002139,,,,,,None
MC-002140-dsn1,ACH-002140,,,,,,None
MC-002141-tkp3,ACH-002141,,,,,,None
MC-002142-CiZf,ACH-002142,,,,,,None
MC-002143-KBy3,ACH-002143,,,,,,None
MC-002144-n1TH,ACH-002144,,,,,,None
MC-002145-gsZ1,ACH-002145,,,,,,None
MC-002146-Mddl,ACH-002146,,,,,,None
MC-002147-KgHM,ACH-002147,,,,,,None
MC-002148-xZIO,ACH-002148,,,,,,None
MC-002149-bppW,ACH-002149,,,,,,None
MC-002150-0aMk,ACH-002150,,,,,,None
MC-002151-ZdkB,ACH-002151,,,,,,None
MC-002152-zH3n,ACH-002152,,,,,,None
MC-002153-iivB,ACH-002153,,,,,,None
MC-002154-ZXYP,ACH-002154,,,,,,None
MC-002155-NOuO,ACH-002155,,,,,,None
MC-002156-AxZK,ACH-002156,,,,,,None
MC-002157-G0Nd,ACH-002157,,,,,,None
MC-002159-nQYI,ACH-002159,,,,,,None
MC-002160-veZF,ACH-002160,,,,,,None
MC-002161-JZMG,ACH-002161,,,,,,None
MC-002162-kvao,ACH-002162,,,,,,None
MC-002163-f8Kb,ACH-002163,,,,,,None
MC-002164-pB0r,ACH-002164,,,,,,None
MC-002165-Ltf9,ACH-002165,,,,,,None
MC-002166-BGjV,ACH-002166,,,,,,None
MC-002167-1j6Y,ACH-002167,,,,,,None
MC-002168-BdXO,ACH-002168,,,,,,None
MC-002169-lmFy,ACH-002169,,,,,,None
MC-002170-Lidu,ACH-002170,,adherent,,,,None
MC-002170-S8bp,ACH-002170,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-002171-Awo5,ACH-002171,,,,,,None
MC-002173-xXAh,ACH-002173,,,,,,None
MC-002174-8iP1,ACH-002174,,,,,,None
MC-002175-qkip,ACH-002175,,suspension,,,,None
MC-002177-9AAv,ACH-002177,,,,,,None
MC-002178-wDvv,ACH-002178,,,,,,None
MC-002179-UIJs,ACH-002179,,,,,,None
MC-002180-7B1D,ACH-002180,,,,,,None
MC-002181-oaSe,ACH-002181,,,,,,None
MC-002182-mF3y,ACH-002182,,,,,,None
MC-002183-GBc7,ACH-002183,,,,,,None
MC-002185-MnEX,ACH-002185,,,,,,None
MC-002186-oGvE,ACH-002186,,,,,,None
MC-002187-kPXJ,ACH-002187,,,,,,None
MC-002188-9EEv,ACH-002188,,,,,,None
MC-002189-EopU,ACH-002189,,,,,,None
MC-002190-Ww21,ACH-002190,,,,,,None
MC-002191-1Svn,ACH-002191,,,,,,None
MC-002192-eO1J,ACH-002192,,,,,,None
MC-002193-O3TV,ACH-002193,,,,,,None
MC-002195-xt3l,ACH-002195,,,,,,None
MC-002196-0yqZ,ACH-002196,,,,,,None
MC-002197-G2CF,ACH-002197,,,,,,None
MC-002198-EQz7,ACH-002198,,,,,,None
MC-002199-85iU,ACH-002199,,,,,,None
MC-002200-77c1,ACH-002200,,,,,,None
MC-002201-mdUU,ACH-002201,,,,,,None
MC-002202-N6sM,ACH-002202,,,,,,None
MC-002204-DkDy,ACH-002204,,adherent,,,,None
MC-002204-ey3q,ACH-002204,,adherent,,MF-012-001,IMDM:RPMI (4:1) + 20% FBS + 2mM Glutamine,None
MC-002205-i4u1,ACH-002205,,,,,,None
MC-002206-0UHF,ACH-002206,,,,,,None
MC-002207-Hh9y,ACH-002207,,,,,,None
MC-002208-ZcGv,ACH-002208,,,,,,None
MC-002209-KUxr,ACH-002209,,,,,,None
MC-002210-rlzN,ACH-002210,,,,,,None
MC-002211-nzJh,ACH-002211,,,,,,None
MC-002212-nqux,ACH-002212,,,,,,None
MC-002213-lzth,ACH-002213,,,,,,None
MC-002214-sINb,ACH-002214,,suspension,,,,None
MC-002214-vqKT,ACH-002214,,suspension,,MF-001-020,RPMI + 20% FBS,None
MC-002215-dhwE,ACH-002215,,suspension,,MF-001-020,RPMI + 20% FBS,None
MC-002215-EIOT,ACH-002215,,suspension,,,,None
MC-002216-iLEq,ACH-002216,,,,,,None
MC-002217-zwUu,ACH-002217,,,,,,None
MC-002218-Kljb,ACH-002218,,,,,,None
MC-002220-BeEg,ACH-002220,,,,,,None
MC-002221-JOhC,ACH-002221,,,,,,None
MC-002222-Uwcs,ACH-002222,,,,,,None
MC-002223-jsgE,ACH-002223,,,,,,None
MC-002224-fpkg,ACH-002224,,,,,,None
MC-002225-0ukX,ACH-002225,,,,,,None
MC-002226-5wph,ACH-002226,,,,,,None
MC-002227-Czpx,ACH-002227,,,,,,None
MC-002228-0cwy,ACH-002228,,,,,,None
MC-002229-wqMR,ACH-002229,,,,,,None
MC-002230-gr3t,ACH-002230,,,,,,None
MC-002231-fvp3,ACH-002231,,,,,,None
MC-002232-9hRd,ACH-002232,,,,,,None
MC-002233-JFo7,ACH-002233,,,,,,None
MC-002234-ydTK,ACH-002234,,,,,,None
MC-002235-2BxB,ACH-002235,,,,,,None
MC-002236-Cwa4,ACH-002236,,suspension,,,,None
MC-002237-ZOVP,ACH-002237,,,,,,None
MC-002238-iGCL,ACH-002238,,,,,,None
MC-002239-83YG,ACH-002239,,,,,,None
MC-002240-Wayd,ACH-002240,,,,,,None
MC-002241-3xg5,ACH-002241,,,,,,None
MC-002242-i0Gr,ACH-002242,,,,,,None
MC-002243-oUjC,ACH-002243,,,,,,None
MC-002244-axCQ,ACH-002244,,,,,,None
MC-002245-Y87b,ACH-002245,,suspension,,,,None
MC-002246-UzM4,ACH-002246,,,,,,None
MC-002247-hsx5,ACH-002247,,,,,,None
MC-002248-F0Ay,ACH-002248,,,,,,None
MC-002249-YxB5,ACH-002249,,,,,,None
MC-002250-Qx6r,ACH-002250,,,,,,None
MC-002251-iNFE,ACH-002251,,,,,,None
MC-002252-KHzG,ACH-002252,,,,,,None
MC-002253-PoLX,ACH-002253,,,,,,None
MC-002254-bQOD,ACH-002254,,,,,,None
MC-002255-MQ40,ACH-002255,,,,,,None
MC-002256-upbM,ACH-002256,,,,,,None
MC-002257-oqx9,ACH-002257,,,,,,None
MC-002258-ZLKs,ACH-002258,,,,,,None
MC-002259-6MsH,ACH-002259,,,,,,None
MC-002261-vRZW,ACH-002261,,,,,,None
MC-002262-zqgJ,ACH-002262,,,,,,None
MC-002263-bDr8,ACH-002263,,,,,,None
MC-002264-dhZk,ACH-002264,,,,,,None
MC-002265-Hq0I,ACH-002265,,,,,,None
MC-002266-BUa2,ACH-002266,,,,,,None
MC-002267-k388,ACH-002267,,,,,,None
MC-002268-ZcjU,ACH-002268,,,,,,None
MC-002269-tG4R,ACH-002269,,,,,,None
MC-002270-yDJt,ACH-002270,,,,,,None
MC-002271-eKqu,ACH-002271,,,,,,None
MC-002272-4kjq,ACH-002272,,,,,,None
MC-002273-bcCA,ACH-002273,,,,,,None
MC-002274-07O9,ACH-002274,,,,,,None
MC-002275-TAqY,ACH-002275,,,,,,None
MC-002276-EEL2,ACH-002276,,,,,,None
MC-002277-VFaX,ACH-002277,,,,,,None
MC-002278-4i7x,ACH-002278,,,,,,None
MC-002279-VFQf,ACH-002279,,,,,,None
MC-002280-gqUw,ACH-002280,,,,,,None
MC-002281-d0Dk,ACH-002281,,,,,,None
MC-002282-9lPy,ACH-002282,,,,,,None
MC-002283-sh7o,ACH-002283,,,,,,None
MC-002283-sVKc,ACH-002283,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-002284-RjwQ,ACH-002284,,,,,,None
MC-002285-eXjs,ACH-002285,,,,,,None
MC-002286-KFl8,ACH-002286,,,,,,None
MC-002287-tUNB,ACH-002287,,,,,,None
MC-002288-uf1g,ACH-002288,,,,,,None
MC-002289-JPj9,ACH-002289,,,,,,None
MC-002290-nhI3,ACH-002290,,suspension,,,,None
MC-002291-IV3B,ACH-002291,,adherent,,,,None
MC-002291-NqNs,ACH-002291,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-002292-jDz8,ACH-002292,,,,,,None
MC-002293-Vi6T,ACH-002293,,,,,,None
MC-002294-TZyb,ACH-002294,,,,,,None
MC-002295-cZjJ,ACH-002295,,,,,,None
MC-002296-YN5v,ACH-002296,,,,,,None
MC-002297-ZvsH,ACH-002297,,,,,,None
MC-002298-cl1G,ACH-002298,,,,,,None
MC-002299-8NKq,ACH-002299,,,,,,None
MC-002300-fhXY,ACH-002300,,,,,,None
MC-002301-pUfb,ACH-002301,,,,,,None
MC-002302-aO7h,ACH-002302,,,,,,None
MC-002304-T9J0,ACH-002304,,,,,,None
MC-002305-fFb6,ACH-002305,,,,,,None
MC-002306-bwiR,ACH-002306,,,,,,None
MC-002307-dsBL,ACH-002307,,,,,,None
MC-002308-EgSo,ACH-002308,,,,,,None
MC-002309-R1fW,ACH-002309,,,,,,None
MC-002310-7HOf,ACH-002310,,,,,,None
MC-002311-dUjX,ACH-002311,,,,,,None
MC-002312-oZWt,ACH-002312,,,,,,None
MC-002313-oYGA,ACH-002313,,,,,,None
MC-002314-4BVq,ACH-002314,,,,,,None
MC-002316-FZTh,ACH-002316,,,,,,None
MC-002317-biOA,ACH-002317,,,,,,None
MC-002336-stWo,ACH-002336,,,,,,None
MC-002337-ieSb,ACH-002337,,,,,,None
MC-002338-LPOF,ACH-002338,,,,,,None
MC-002339-1uvq,ACH-002339,,,,,,None
MC-002340-Trdd,ACH-002340,,,,,,None
MC-002342-hKWV,ACH-002342,,,,,,None
MC-002343-6sXQ,ACH-002343,,,,,,None
MC-002344-3uAu,ACH-002344,,,,,,None
MC-002345-ElnP,ACH-002345,,adherent,,,,None
MC-002345-jr89,ACH-002345,,adherent,,MF-015-001,EMEM + 10% FBS,None
MC-002346-Negh,ACH-002346,,,,,,None
MC-002347-yP60,ACH-002347,,,,,,None
MC-002348-19se,ACH-002348,,adherent,,MF-032-002,Tumor Stem Media + 10ng/mL PDGFAA and 10ng/mL PDGFBB,None
MC-002349-GG31,ACH-002349,,,,,,None
MC-002350-0tII,ACH-002350,,,,,,None
MC-002351-ZOdO,ACH-002351,,,,,,None
MC-002352-1NJy,ACH-002352,,,,,,None
MC-002353-3zgy,ACH-002353,,,,,,None
MC-002354-hYwW,ACH-002354,,,,,,None
MC-002355-l4GO,ACH-002355,,,,,,None
MC-002356-6Mia,ACH-002356,,,,,,None
MC-002357-FxXn,ACH-002357,,,,,,None
MC-002358-jwRm,ACH-002358,,,,,,None
MC-002360-z23N,ACH-002360,,,,,,None
MC-002361-cRhp,ACH-002361,,,,,,None
MC-002362-glTc,ACH-002362,,,,,,None
MC-002363-PF84,ACH-002363,,,,,,None
MC-002364-MRqD,ACH-002364,,,,,,None
MC-002365-OetP,ACH-002365,,,,,,None
MC-002366-76z8,ACH-002366,,,,,,None
MC-002367-Tc94,ACH-002367,,,,,,None
MC-002368-1MMJ,ACH-002368,,,,,,None
MC-002369-ihXy,ACH-002369,,,,,,None
MC-002370-cRqL,ACH-002370,,,,,,None
MC-002371-bZXL,ACH-002371,,,,,,None
MC-002372-cfh6,ACH-002372,,,,,,None
MC-002373-0tXm,ACH-002373,,,,,,None
MC-002374-ODco,ACH-002374,,,,,,None
MC-002375-pAFR,ACH-002375,,,,,,None
MC-002376-rLQ4,ACH-002376,,,,,,None
MC-002377-swQW,ACH-002377,,,,,,None
MC-002379-gwTy,ACH-002379,,,,,,None
MC-002380-ahQm,ACH-002380,,,,,,None
MC-002381-Z0iX,ACH-002381,,,,,,None
MC-002382-GNoh,ACH-002382,,,,,,None
MC-002383-xnuW,ACH-002383,,,,,,None
MC-002384-wbCc,ACH-002384,,,,,,None
MC-002386-gTUk,ACH-002386,,,,,,None
MC-002387-TKKh,ACH-002387,,,,,,None
MC-002388-AQwa,ACH-002388,,,,,,None
MC-002389-vfTk,ACH-002389,,,,,,None
MC-002392-bUiY,ACH-002392,,,,,,None
MC-002397-bgFR,ACH-002397,,,,,,None
MC-002399-dpf9,ACH-002399,,adherent,,MF-007-008,DMEM:F12 + 5% FBS,None
MC-002446-isJ2,ACH-002446,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-002458-LNX9,ACH-002458,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-002459-cRI0,ACH-002459,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-002460-Rx9X,ACH-002460,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-002461-8Uwl,ACH-002461,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-002462-9MWA,ACH-002462,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-002463-lGXh,ACH-002463,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-002464-Ywbh,ACH-002464,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-002465-1j4t,ACH-002465,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-002466-lZtp,ACH-002466,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-002467-V3Px,ACH-002467,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-002471-uRkn,ACH-002471,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-002475-EBcN,ACH-002475,,adherent,,MF-005-001,IMDM + 10% FBS,None
MC-002478-H0Y9,ACH-002478,,suspension,,MF-001-020,RPMI + 20% FBS,None
MC-002485-tGTc,ACH-002485,,suspension,,MF-001-001,RPMI + 10% FBS,None
MC-002486-s7Hs,ACH-002486,,adherent,,MF-023-001,McCoy's 5A + 10% FBS,None
MC-002490-4KoT,ACH-002490,,adherent,,MF-007-010,DMEM:F12 + 5% FBS + 2mM Glutamine + 5ug/ml Insulin + 10ug/ml Transferrin + 30nM Selenium + 10nM Hydrocortisone + 10nM Beta estradiol,None
