ModelConditionID,ModelID,ParentModelConditionID,CellFormat,PassageNumber,GrowthMedia,FormulationID,PlateCoating
MC-000893-z64z,ACH-000893,,adherent,,MF-007-020,DMEM:F12 + 10%FBS + 20ug/ml insulin + 10ug/ml transferrin + 25nM sodium selenite + 50nM Hydrocortisone + 1ng/ml EGF + 10uM ethanolamine + 10uM phosphorylethanolamine + 100pM triiodothyronine + 0.5% (w/v) BSA (final conc.) + 10mM HEPES + 500uM sodium pyruvate + 2mM Glutamine,None
MC-000893-ZlAo,ACH-000893,,adherent,,,,None
MC-000894-7WG1,ACH-000894,,adherent,,MF-007-020,DMEM:F12 + 10%FBS + 20ug/ml insulin + 10ug/ml transferrin + 25nM sodium selenite + 50nM Hydrocortisone + 1ng/ml EGF + 10uM ethanolamine + 10uM phosphorylethanolamine + 100pM triiodothyronine + 0.5% (w/v) BSA (final conc.) + 10mM HEPES + 500uM sodium pyruvate + 2mM Glutamine,None
MC-000894-RCoa,ACH-000894,,adherent,,,,None
MC-000895-amL5,ACH-000895,,monolayer,,,,None
MC-000895-CSYv,ACH-000895,,monolayer,,MF-007-019,DMEM:F12 + 20% FBS,None
MC-000896-fwiv,ACH-000896,,adherent,,,,None
MC-000896-XqkQ,ACH-000896,,adherent,,MF-002-015,DMEM + 15% FBS + 2mM Glutamine,None
MC-000897-E215,ACH-000897,,adherent,,MF-007-024,DMEM:F12 + 5% FBS + 2mM Glutamine,None
MC-000898-mg3e,ACH-000898,,mixed,,MF-001-003,RPMI + 10% FBS + 2mM Glutamine,None
MC-000899-p6MP,ACH-000899,,,,MF-001-001,RPMI + 10% FBS,None
MC-000900-lYab,ACH-000900,,adherent,,,,None
MC-000900-wejh,ACH-000900,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-000901-p7dg,ACH-000901,,monolayer,,MF-001-001,RPMI + 10% FBS,None
MC-000902-JVOX,ACH-000902,,mixed,,MF-002-003,DMEM + 10% FBS + 2mM Glutamine,None
MC-000902-kHls,ACH-000902,,mixed,,,,None
MC-000903-EHaY,ACH-000903,,adherent,,MF-007-002,DMEM:F12 + 10% FBS + 2mM Glutamine,None
MC-000903-mGhX,ACH-000903,,adherent,,,,None
MC-000904-0w6Z,ACH-000904,,suspension,,MF-007-010,DMEM:F12 + 5% FBS + 2mM Glutamine + 5ug/ml Insulin + 10ug/ml Transferrin + 30nM Selenium + 10nM Hydrocortisone + 10nM Beta estradiol,None
MC-000905-htA7,ACH-000905,,mixed,,MF-001-001,RPMI + 10% FBS,None
MC-000905-IjEO,ACH-000905,,mixed,,,,None
MC-000906-1Vg7,ACH-000906,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-000906-Gjr3,ACH-000906,,adherent,,,,None
MC-000907-PqcI,ACH-000907,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-000908-MMId,ACH-000908,,suspension,,MF-001-005,RPMI + 10% FBS + 2mM Glutamine + 25mM HEPES + 25mM Sodium bicarbonate,None
MC-000909-LKj6,ACH-000909,,mixed,,MF-007-001,DMEM:F12 + 10% FBS,None
MC-000910-2EDP,ACH-000910,,adherent,,,,None
MC-000910-xyM4,ACH-000910,,adherent,,MF-021-001,L-15 + 10% FBS,None
MC-000911-0g7y,ACH-000911,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-000911-cZaQ,ACH-000911,,adherent,,,,None
MC-000912-cLYP,ACH-000912,,adherent,,MF-001-014,RPMI + 5% FBS,None
MC-000913-mRWp,ACH-000913,,adherent,,,,None
MC-000913-p0yT,ACH-000913,,adherent,,MF-001-020,RPMI + 20% FBS,None
MC-000914-GsyT,ACH-000914,,suspension,,MF-001-001,RPMI + 10% FBS,None
MC-000914-K7kD,ACH-000914,,,,,,None
MC-000915-240W,ACH-000915,,adherent,,,,None
MC-000915-mAea,ACH-000915,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-000916-ibYd,ACH-000916,,adherent,,MF-001-014,RPMI + 5% FBS,None
MC-000916-t1cC,ACH-000916,,adherent,,,,None
MC-000917-kPEf,ACH-000917,,adherent,,,,None
MC-000917-xI63,ACH-000917,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-000918-j9go,ACH-000918,,suspension,,MF-001-020,RPMI + 20% FBS,None
MC-000918-jpm2,ACH-000918,,suspension,,,,None
MC-000919-5mwC,ACH-000919,,adherent,,,,None
MC-000919-7VUL,ACH-000919,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-000920-JD3R,ACH-000920,,suspension,,,,None
MC-000920-qMIt,ACH-000920,,suspension,,MF-001-001,RPMI + 10% FBS,None
MC-000921-P628,ACH-000921,,adherent,,MF-001-020,RPMI + 20% FBS,None
MC-000922-l1Wf,ACH-000922,,mixed,,MF-001-020,RPMI + 20% FBS,None
MC-000922-maXA,ACH-000922,,mixed,,,,None
MC-000923-54Av,ACH-000923,,adherent,,MF-001-020,RPMI + 20% FBS,None
MC-000924-PCGo,ACH-000924,,adherent,,,,None
MC-000924-TCUt,ACH-000924,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-000925-XGp3,ACH-000925,,monolayer,,MF-001-054,RPMI + 10% FBS + 2mM Glutamine + 1X NEAA,None
MC-000926-5j81,ACH-000926,,adherent,,MF-015-002,EMEM + 10% FBS + 2mM Glutamine + 100uM NEAA,None
MC-000926-vHfn,ACH-000926,,adherent,,,,None
MC-000927-IUpq,ACH-000927,,adherent,,,,None
MC-000927-wG2c,ACH-000927,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-000928-voLu,ACH-000928,,adherent,,MF-007-021,DMEM:F12 + 15% FBS,None
MC-000929-dOQ9,ACH-000929,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-000929-nLUe,ACH-000929,,adherent,,,,None
MC-000930-7W2U,ACH-000930,,mixed,,,,None
MC-000930-v0gO,ACH-000930,,mixed,,MF-001-001,RPMI + 10% FBS,None
MC-000931-3a7D,ACH-000931,,adherent,,,,None
MC-000932-AXF8,ACH-000932,,suspension,,,,None
MC-000932-i4UI,ACH-000932,,suspension,,MF-001-001,RPMI + 10% FBS,None
MC-000933-ZKQP,ACH-000933,,mixed,,MF-001-005,RPMI + 10% FBS + 2mM Glutamine + 25mM HEPES + 25mM Sodium bicarbonate,None
MC-000934-sl2O,ACH-000934,,mixed,,MF-021-003,L-15 + 20% FBS,None
MC-000934-UDwU,ACH-000934,,mixed,,,,None
MC-000935-4xuf,ACH-000935,,adherent,,,,None
MC-000935-E55p,ACH-000935,,adherent,,MF-002-003,DMEM + 10% FBS + 2mM Glutamine,None
MC-000936-l70n,ACH-000936,,adherent,,,,None
MC-000936-ljVZ,ACH-000936,,adherent,,MF-001-047,RPMI + 20% FBS + 2 mM Glutamine + 1x MEM NEAA + 1 mM sodium pyruvate,None
MC-000937-QPMF,ACH-000937,,suspension,,MF-001-001,RPMI + 10% FBS,None
MC-000937-y4mA,ACH-000937,,suspension,,,,None
MC-000938-Ia8t,ACH-000938,,suspension,,,,None
MC-000938-Syvo,ACH-000938,,suspension,,MF-001-017,RPMI + 15% FBS,None
MC-000939-pxY0,ACH-000939,,adherent,,MF-006-001,MEM + 10% FBS,None
MC-000939-vZCX,ACH-000939,,adherent,,,,None
MC-000940-41v2,ACH-000940,,adherent,,MF-006-001,MEM + 10% FBS,None
MC-000940-SV1H,ACH-000940,,adherent,,,,None
MC-000941-TQc0,ACH-000941,,adherent,,MF-006-001,MEM + 10% FBS,None
MC-000942-b3sA,ACH-000942,,suspension,,MF-001-001,RPMI + 10% FBS,None
MC-000943-73mH,ACH-000943,,adherent,,,,None
MC-000943-VfLa,ACH-000943,,adherent,,MF-015-001,EMEM + 10% FBS,None
MC-000944-cm2a,ACH-000944,,suspension,,MF-001-001,RPMI + 10% FBS,None
MC-000944-LNJm,ACH-000944,,suspension,,,,None
MC-000945-1zci,ACH-000945,,mixed,,,,None
MC-000945-JzaO,ACH-000945,,mixed,,MF-001-014,RPMI + 5% FBS,None
MC-000946-Imv7,ACH-000946,,adherent,,MF-015-007,EMEM + 15% FBS,None
MC-000947-2Nyc,ACH-000947,,adherent,,MF-006-001,MEM + 10% FBS,None
MC-000947-uz0w,ACH-000947,,adherent,,,,None
MC-000948-rUs0,ACH-000948,,mixed,,,,None
MC-000948-TWxM,ACH-000948,,mixed,,MF-001-001,RPMI + 10% FBS,None
MC-000949-9FXZ,ACH-000949,,suspension,,MF-002-008,DMEM + 5% FBS,None
MC-000949-NFXl,ACH-000949,,suspension,,,,None
MC-000950-hnD2,ACH-000950,,adherent,,,,None
MC-000950-Pk7o,ACH-000950,,adherent,,MF-004-001,F12 + 10% FBS,None
MC-000951-mW9M,ACH-000951,,mixed,,,,None
MC-000951-Um4n,ACH-000951,,mixed,,MF-007-010,DMEM:F12 + 5% FBS + 2mM Glutamine + 5ug/ml Insulin + 10ug/ml Transferrin + 30nM Selenium + 10nM Hydrocortisone + 10nM Beta estradiol,None
MC-000952-7GXZ,ACH-000952,,adherent,,MF-004-007,F12 + 20% FBS,None
MC-000953-FhWV,ACH-000953,,suspension,,MF-001-001,RPMI + 10% FBS,None
MC-000953-n5cw,ACH-000953,,suspension,,,,None
MC-000954-kX2i,ACH-000954,,adherent,,MF-023-001,McCoy's 5A + 10% FBS,None
MC-000955-q7cl,ACH-000955,,monolayer,,MF-001-003,RPMI + 10% FBS + 2mM Glutamine,None
MC-000955-y2v6,ACH-000955,,monolayer,,,,None
MC-000956-tuzo,ACH-000956,,adherent,,,,None
MC-000956-WA5g,ACH-000956,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-000957-Ccbl,ACH-000957,,adherent,,,,None
MC-000957-Yckn,ACH-000957,,adherent,,MF-006-001,MEM + 10% FBS,None
MC-000958-a8u0,ACH-000958,,mixed,,MF-001-001,RPMI + 10% FBS,None
MC-000958-mNiZ,ACH-000958,,mixed,,,,None
MC-000959-FEPL,ACH-000959,,monolayer,,MF-001-005,RPMI + 10% FBS + 2mM Glutamine + 25mM HEPES + 25mM Sodium bicarbonate,None
MC-000960-jmuJ,ACH-000960,,suspension,,,,None
MC-000960-RI7G,ACH-000960,,suspension,,MF-001-001,RPMI + 10% FBS,None
MC-000961-IqS8,ACH-000961,,,,MF-006-001,MEM + 10% FBS,None
MC-000962-QQUt,ACH-000962,,monolayer,,,,None
MC-000962-Uy5q,ACH-000962,,monolayer,,,,None
MC-000963-1AeG,ACH-000963,,adherent,,MF-006-001,MEM + 10% FBS,None
MC-000963-DeC4,ACH-000963,,adherent,,,,None
MC-000964-tTts,ACH-000964,,suspension,,MF-001-001,RPMI + 10% FBS,None
MC-000965-naxM,ACH-000965,,adherent,,MF-007-010,DMEM:F12 + 5% FBS + 2mM Glutamine + 5ug/ml Insulin + 10ug/ml Transferrin + 30nM Selenium + 10nM Hydrocortisone + 10nM Beta estradiol,None
MC-000965-QT4C,ACH-000965,,adherent,,,,None
MC-000966-gj8L,ACH-000966,,adherent,,,,None
MC-000966-POkc,ACH-000966,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-000967-ncE2,ACH-000967,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-000968-jPeQ,ACH-000968,,adherent,,,,None
MC-000968-vZgr,ACH-000968,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-000969-8Uk9,ACH-000969,,mixed,,,,None
MC-000969-drm8,ACH-000969,,mixed,,MF-001-001,RPMI + 10% FBS,None
MC-000970-Bx3a,ACH-000970,,monolayer,,MF-001-005,RPMI + 10% FBS + 2mM Glutamine + 25mM HEPES + 25mM Sodium bicarbonate,None
MC-000970-JX4C,ACH-000970,,monolayer,,,,None
MC-000971-cQQl,ACH-000971,,adherent,,MF-023-001,McCoy's 5A + 10% FBS,None
MC-000971-zKHf,ACH-000971,,,,,,None
MC-000972-WC01,ACH-000972,,adherent,,MF-015-007,EMEM + 15% FBS,None
MC-000973-akaA,ACH-000973,,monolayer,,,,None
MC-000973-F02J,ACH-000973,,monolayer,,MF-002-001,DMEM + 10% FBS,None
MC-000974-3BP0,ACH-000974,,adherent,,,,None
MC-000974-UjmW,ACH-000974,,adherent,,MF-004-007,F12 + 20% FBS,None
MC-000975-PUD5,ACH-000975,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-000976-g0hr,ACH-000976,,adherent,,,,None
MC-000976-uaCl,ACH-000976,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-000977-eAUW,ACH-000977,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-000977-eNOh,ACH-000977,,adherent,,,,None
MC-000978-9oZY,ACH-000978,,monolayer,,,,None
MC-000978-Wsx1,ACH-000978,,monolayer,,MF-001-001,RPMI + 10% FBS,None
MC-000979-bkVz,ACH-000979,,adherent,,MF-006-001,MEM + 10% FBS,None
MC-000979-IP8W,ACH-000979,,adherent,,,,None
MC-000980-6nyV,ACH-000980,,,,,,None
MC-000980-7KD6,ACH-000980,,adherent,,MF-001-014,RPMI + 5% FBS,None
MC-000981-9U4c,ACH-000981,,suspension,,,,None
MC-000981-VgEW,ACH-000981,,suspension,,MF-001-020,RPMI + 20% FBS,None
MC-000982-lmOa,ACH-000982,,adherent,,MF-015-003,EMEM + 10% FBS + 2mM Glutamine,None
MC-000983-OK27,ACH-000983,,suspension,,MF-001-001,RPMI + 10% FBS,None
MC-000983-un6i,ACH-000983,,suspension,,,,None
MC-000984-epFQ,ACH-000984,,adherent,,MF-015-007,EMEM + 15% FBS,None
MC-000985-gi0a,ACH-000985,,adherent,,,,None
MC-000985-wCMb,ACH-000985,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-000986-qvRg,ACH-000986,,adherent,,,,None
MC-000986-UTzf,ACH-000986,,adherent,,MF-015-014,EMEM + 5% FBS + 2mM Glutamine,None
MC-000987-BQbp,ACH-000987,,adherent,,,,None
MC-000987-YYzL,ACH-000987,,adherent,,,,None
MC-000988-A9UM,ACH-000988,,adherent,,,,None
MC-000988-YnfA,ACH-000988,,adherent,,MF-041-001,RPMI:EMEM (1:1) + 10% FBS,None
MC-000989-Dydx,ACH-000989,,mixed,,MF-001-001,RPMI + 10% FBS,None
MC-000989-VMWp,ACH-000989,,mixed,,,,None
MC-000990-B253,ACH-000990,,adherent,,MF-006-012,MEM + 15% FBS,None
MC-000991-hFyc,ACH-000991,,monolayer,,MF-001-005,RPMI + 10% FBS + 2mM Glutamine + 25mM HEPES + 25mM Sodium bicarbonate,None
MC-000991-vB9l,ACH-000991,,monolayer,,,,None
MC-000992-m2yi,ACH-000992,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-000993-g8KR,ACH-000993,,adherent,,MF-007-018,DMEM:F12 + 10% FBS + 100uM NEAA,None
MC-000994-NzaG,ACH-000994,,adherent,,MF-015-007,EMEM + 15% FBS,None
MC-000995-4KxL,ACH-000995,,suspension,,,,None
MC-000995-sJXn,ACH-000995,,suspension,,MF-001-001,RPMI + 10% FBS,None
MC-000996-nXxW,ACH-000996,,adherent,,MF-015-007,EMEM + 15% FBS,None
MC-000997-5jTp,ACH-000997,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-000997-xmbN,ACH-000997,,,,,,None
MC-000998-6hVb,ACH-000998,,adherent,,,,None
MC-000998-U8AM,ACH-000998,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-000999-JOmJ,ACH-000999,,monolayer,,MF-001-001,RPMI + 10% FBS,None
MC-000999-M5nP,ACH-000999,,monolayer,,,,None
MC-001001-SLVN,ACH-001001,,adherent,,MF-015-012,EMEM + 10% FBS + 0.015 mg/ml 5-bromo-2'-deoxyuridine,None
MC-001002-6CvH,ACH-001002,,,,,,None
MC-001016-G5tE,ACH-001016,,adherent,,,,None
MC-001016-oZJO,ACH-001016,,adherent,,MF-015-006,EMEM + 5% FBS,None
MC-001020-7mCY,ACH-001020,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-001021-yAAG,ACH-001021,,,,,,None
MC-001022-4eAr,ACH-001022,,,,MF-005-005,IMDM + 20% FBS + 4mM Glutamine + 1x Insulin-Transferrin-Selenium,None
MC-001023-0rGl,ACH-001023,,monolayer,,,,None
MC-001024-ud25,ACH-001024,,adherent,,,,None
MC-001028-iOnL,ACH-001028,,mixed,,MF-005-005,IMDM + 20% FBS + 4mM Glutamine + 1x Insulin-Transferrin-Selenium,None
MC-001029-lvBN,ACH-001029,,adherent,,MF-005-005,IMDM + 20% FBS + 4mM Glutamine + 1x Insulin-Transferrin-Selenium,None
MC-001030-DXsJ,ACH-001030,,mixed,,MF-005-005,IMDM + 20% FBS + 4mM Glutamine + 1x Insulin-Transferrin-Selenium,None
MC-001031-oRDI,ACH-001031,,adherent,,MF-005-005,IMDM + 20% FBS + 4mM Glutamine + 1x Insulin-Transferrin-Selenium,None
MC-001032-G8OH,ACH-001032,,adherent,,MF-005-005,IMDM + 20% FBS + 4mM Glutamine + 1x Insulin-Transferrin-Selenium,None
MC-001033-pfDG,ACH-001033,,suspension,,MF-005-005,IMDM + 20% FBS + 4mM Glutamine + 1x Insulin-Transferrin-Selenium,None
MC-001034-dKi9,ACH-001034,,adherent,,MF-005-005,IMDM + 20% FBS + 4mM Glutamine + 1x Insulin-Transferrin-Selenium,None
MC-001035-Wfke,ACH-001035,,suspension,,MF-005-005,IMDM + 20% FBS + 4mM Glutamine + 1x Insulin-Transferrin-Selenium,None
MC-001036-cOfn,ACH-001036,,suspension,,MF-001-001,RPMI + 10% FBS,None
MC-001038-0vXG,ACH-001038,,mixed,,MF-005-005,IMDM + 20% FBS + 4mM Glutamine + 1x Insulin-Transferrin-Selenium,None
MC-001039-DJqh,ACH-001039,,,,,,None
MC-001041-CkXW,ACH-001041,,monolayer,,MF-001-001,RPMI + 10% FBS,None
MC-001048-JZjh,ACH-001048,,adherent,,MF-002-003,DMEM + 10% FBS + 2mM Glutamine,None
MC-001049-c4rX,ACH-001049,,suspension,,,,None
MC-001050-A4lg,ACH-001050,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-001053-eiEy,ACH-001053,,mixed,,MF-002-006,DMEM + 10% FBS + 2mM glutamine + 500uM pyruvate,None
MC-001054-Azxo,ACH-001054,,mixed,,,,None
MC-001057-AskH,ACH-001057,,suspension,,MF-001-053,RPMI + 20% FBS + 20ng/ml IL-2,None
MC-001059-r5m0,ACH-001059,,,,MF-001-001,RPMI + 10% FBS,None
MC-001060-vvTr,ACH-001060,,suspension,,MF-001-020,RPMI + 20% FBS,None
MC-001061-78yQ,ACH-001061,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-001063-t3Zw,ACH-001063,,suspension,,,,None
MC-001063-vr23,ACH-001063,,suspension,,,,None
MC-001064-bBvG,ACH-001064,,suspension,,,,None
MC-001064-rtq2,ACH-001064,,suspension,,MF-001-001,RPMI + 10% FBS,None
MC-001065-NuPp,ACH-001065,,,,,,None
MC-001066-sBYG,ACH-001066,,,,,,None
MC-001067-UmWZ,ACH-001067,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-001068-pORj,ACH-001068,,,,MF-001-001,RPMI + 10% FBS,None
MC-001075-NQke,ACH-001075,,adherent,,,,None
MC-001075-R1R4,ACH-001075,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-001081-EiKC,ACH-001081,,,,,,None
MC-001086-cgN4,ACH-001086,,adherent,,,,None
MC-001086-D9pA,ACH-001086,,adherent,,MF-006-001,MEM + 10% FBS,None
MC-001089-bl64,ACH-001089,,,,,,None
MC-001093-wzFb,ACH-001093,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-001096-5RIV,ACH-001096,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-001097-kxuV,ACH-001097,,suspension,,MF-001-003,RPMI + 10% FBS + 2mM Glutamine,None
MC-001098-vhLt,ACH-001098,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-001099-jclT,ACH-001099,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-001100-Ekc7,ACH-001100,,,,,,None
MC-001106-76g5,ACH-001106,,suspension,,,,None
MC-001106-BKoT,ACH-001106,,suspension,,MF-001-001,RPMI + 10% FBS,None
MC-001107-VhHM,ACH-001107,,,,,,None
MC-001109-JbTP,ACH-001109,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-001111-jbYD,ACH-001111,,suspension,,MF-001-001,RPMI + 10% FBS,None
MC-001113-k2lR,ACH-001113,,adherent,,,,None
MC-001118-xm6i,ACH-001118,,,,,,None
MC-001119-mWDg,ACH-001119,,suspension,,MF-001-017,RPMI + 15% FBS,None
MC-001125-HZPm,ACH-001125,,,,,,None
MC-001126-24g1,ACH-001126,,,,,,None
MC-001127-qrKq,ACH-001127,,suspension,,,,None
MC-001127-UPy1,ACH-001127,,suspension,,,,None
MC-001128-V4hU,ACH-001128,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-001129-nxTf,ACH-001129,,suspension,,MF-001-052,RPMI + 10% FBS + 2 mM Glutamine + 1x NEAA + 1 mM sodium pyruvate,None
MC-001130-CgUH,ACH-001130,,suspension,,MF-001-051,RPMI + 10% FBS + 5ng/ml IL-2,None
MC-001131-kkJv,ACH-001131,,suspension,,MF-001-020,RPMI + 20% FBS,None
MC-001132-Zu52,ACH-001132,,suspension,,MF-001-001,RPMI + 10% FBS,None
MC-001134-RK32,ACH-001134,,suspension,,,,None
MC-001136-38en,ACH-001136,,suspension,,,,None
MC-001137-IyNm,ACH-001137,,,,,,None
MC-001138-CxqR,ACH-001138,,suspension,,,,None
MC-001142-o8Gg,ACH-001142,,,,,,None
MC-001143-FiMN,ACH-001143,,,,,,None
MC-001145-0FqA,ACH-001145,,monolayer,,MF-001-014,RPMI + 5% FBS,None
MC-001147-WkLI,ACH-001147,,suspension,,MF-001-001,RPMI + 10% FBS,None
MC-001148-pMM7,ACH-001148,,suspension,,MF-001-001,RPMI + 10% FBS,None
MC-001151-bcLI,ACH-001151,,adherent,,,,None
MC-001151-dENl,ACH-001151,,adherent,,MF-001-014,RPMI + 5% FBS,None
MC-001162-8YdS,ACH-001162,,suspension,,MF-023-004,McCoy's 5A + 20% FBS + 30U/ml human IL-6,None
MC-001163-vV3z,ACH-001163,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-001164-VOSE,ACH-001164,,adherent,,,,None
MC-001172-cKtB,ACH-001172,,adherent,,MF-015-011,EMEM + 10% FBS + 2mM Glutamine + 100uM NEAA + 1mM Sodium Pyruvate,None
MC-001182-QeJa,ACH-001182,,,,,,None
MC-001183-ZbQP,ACH-001183,,adherent,,MF-006-002,MEM + 10% FBS + 2mM Glutamine + 100uM NEAA,None
MC-001184-12NX,ACH-001184,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-001188-3VzX,ACH-001188,,mixed,,MF-027-001,EMEM:F12 + 10% FBS,None
MC-001190-C7Mc,ACH-001190,,adherent,,MF-006-001,MEM + 10% FBS,None
MC-001190-N9fR,ACH-001190,,adherent,,,,None
MC-001192-OhhV,ACH-001192,,suspension,,,,None
MC-001192-V0nP,ACH-001192,,suspension,,,,None
MC-001193-ObM2,ACH-001193,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-001193-PsdQ,ACH-001193,,adherent,,,,None
MC-001194-PJUS,ACH-001194,,adherent,,,,None
MC-001196-NGMx,ACH-001196,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-001197-u3xl,ACH-001197,,suspension,,MF-001-001,RPMI + 10% FBS,None
MC-001199-CY0M,ACH-001199,,,,,,None
MC-001200-sM9G,ACH-001200,,adherent,,MF-001-003,RPMI + 10% FBS + 2mM Glutamine,None
MC-001201-sBT2,ACH-001201,,adherent,,,,None
MC-001203-LahK,ACH-001203,,,,,,None
MC-001203-vJIJ,ACH-001203,,suspension,,MF-023-003,McCoy's 5A + 20% FBS,None
MC-001205-qL1Z,ACH-001205,,adherent,,MF-001-003,RPMI + 10% FBS + 2mM Glutamine,None
MC-001206-stHL,ACH-001206,,,,,,None
MC-001207-Qnxo,ACH-001207,,,,,,None
MC-001208-AXGm,ACH-001208,,adherent,,,,None
MC-001210-DeSa,ACH-001210,,,,,,None
MC-001211-d2zD,ACH-001211,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-001212-ItHM,ACH-001212,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-001227-21hV,ACH-001227,,adherent,,,,None
MC-001228-LeaL,ACH-001228,,adherent,,MF-015-002,EMEM + 10% FBS + 2mM Glutamine + 100uM NEAA,None
MC-001229-AMZp,ACH-001229,,adherent,,MF-006-002,MEM + 10% FBS + 2mM Glutamine + 100uM NEAA,None
MC-001232-n1C7,ACH-001232,,adherent,,,,None
MC-001233-1DvM,ACH-001233,,mixed,,,,None
MC-001239-Fbs2,ACH-001239,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-001270-lSvh,ACH-001270,,adherent,,,,None
MC-001274-gpFs,ACH-001274,,adherent,,MF-021-001,L-15 + 10% FBS,None
MC-001274-Kbp3,ACH-001274,,adherent,,,,None
MC-001275-Q3Qk,ACH-001275,,adherent,,,,None
MC-001277-fbAy,ACH-001277,,adherent,,,,None
MC-001278-XOlL,ACH-001278,,adherent,,MF-007-019,DMEM:F12 + 20% FBS,None
MC-001279-kkMm,ACH-001279,,adherent,,MF-001-003,RPMI + 10% FBS + 2mM Glutamine,None
MC-001280-Z0D3,ACH-001280,,adherent,,MF-002-009,DMEM + 20% FBS,None
MC-001282-YJUQ,ACH-001282,,adherent,,MF-005-005,IMDM + 20% FBS + 4mM Glutamine + 1x Insulin-Transferrin-Selenium,None
MC-001283-7e8M,ACH-001283,,adherent,,,,None
MC-001289-BpdI,ACH-001289,,suspension,,MF-005-005,IMDM + 20% FBS + 4mM Glutamine + 1x Insulin-Transferrin-Selenium,None
MC-001295-8ebG,ACH-001295,,suspension,,MF-001-020,RPMI + 20% FBS,None
MC-001300-8ioY,ACH-001300,,mixed,,MF-005-005,IMDM + 20% FBS + 4mM Glutamine + 1x Insulin-Transferrin-Selenium,None
MC-001301-S2FT,ACH-001301,,adherent,,MF-005-005,IMDM + 20% FBS + 4mM Glutamine + 1x Insulin-Transferrin-Selenium,None
MC-001302-Hq6B,ACH-001302,,mixed,,MF-005-005,IMDM + 20% FBS + 4mM Glutamine + 1x Insulin-Transferrin-Selenium,None
MC-001303-7eBW,ACH-001303,,adherent,,MF-005-005,IMDM + 20% FBS + 4mM Glutamine + 1x Insulin-Transferrin-Selenium,None
MC-001306-5hIp,ACH-001306,,monolayer,,,,None
MC-001306-fIUy,ACH-001306,,monolayer,,MF-001-017,RPMI + 15% FBS,None
MC-001307-Y3bV,ACH-001307,,adherent,,,,None
MC-001307-ZUMW,ACH-001307,,adherent,,MF-015-002,EMEM + 10% FBS + 2mM Glutamine + 100uM NEAA,None
MC-001310-xz7e,ACH-001310,,adherent,,MF-006-001,MEM + 10% FBS,None
MC-001318-etC9,ACH-001318,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-001321-4zQP,ACH-001321,,,,,,None
MC-001321-SIx7,ACH-001321,,adherent,,MF-004-001,F12 + 10% FBS,None
MC-001322-MG03,ACH-001322,,adherent,,,,None
MC-001328-3LPD,ACH-001328,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-001328-hRbK,ACH-001328,,adherent,,,,None
MC-001329-4qu1,ACH-001329,,adherent,,MF-007-002,DMEM:F12 + 10% FBS + 2mM Glutamine,None
MC-001331-esqr,ACH-001331,,adherent,,,,None
MC-001332-2TbF,ACH-001332,,adherent,,MF-002-004,DMEM + 10% FBS + 2mM Glutamine + 0.4ug/ml Hydrocortisone,None
MC-001332-LhC5,ACH-001332,,adherent,,,,None
MC-001333-aE8O,ACH-001333,,adherent,,MF-015-001,EMEM + 10% FBS,None
MC-001333-iALT,ACH-001333,,adherent,,,,None
