,preds,preds_raw,gene_name,cell
155,0.0,0.0019016586,ENSG00000065243,JHH_DIPG_1
158,0.0,0.0006013228,ENSG00000065883,JHH_DIPG_1
160,0.0,0.0003578852,ENSG00000067900,JHH_DIPG_1
162,0.0,0.001027173,ENSG00000069956,JHH_DIPG_1
168,0.0,0.00055671495,ENSG00000072062,JHH_DIPG_1
171,0.0,0.0020600979,ENSG00000072518,JHH_DIPG_1
176,0.0,0.00067435246,ENSG00000076984,JHH_DIPG_1
184,0.0,0.0012091318,ENSG00000086015,JHH_DIPG_1
187,0.0,0.2016964,ENSG00000087586,JHH_DIPG_1
188,0.0,0.0007041113,ENSG00000089022,JHH_DIPG_1
192,0.0,0.0004257914,ENSG00000096063,JHH_DIPG_1
193,0.0,0.11066766,ENSG00000097046,JHH_DIPG_1
196,0.0,0.0013008113,ENSG00000100030,JHH_DIPG_1
198,0.0,0.021370543,ENSG00000100749,JHH_DIPG_1
202,0.0,0.00045139474,ENSG00000101266,JHH_DIPG_1
209,0.0,0.002316931,ENSG00000104375,JHH_DIPG_1
214,0.0,0.00036561355,ENSG00000105221,JHH_DIPG_1
216,0.0,0.00038872205,ENSG00000105613,JHH_DIPG_1
217,0.0,0.012217481,ENSG00000105810,JHH_DIPG_1
222,0.0,0.0017986157,ENSG00000107779,JHH_DIPG_1
223,0.0,0.00127768,ENSG00000108443,JHH_DIPG_1
224,0.0,0.0028653597,ENSG00000108946,JHH_DIPG_1
228,0.0,0.0003676041,ENSG00000110931,JHH_DIPG_1
229,0.0,0.0008679462,ENSG00000112062,JHH_DIPG_1
231,0.0,0.018868571,ENSG00000112739,JHH_DIPG_1
232,0.0,0.038031183,ENSG00000112742,JHH_DIPG_1
234,0.0,0.011066705,ENSG00000113712,JHH_DIPG_1
235,0.0,0.00066032313,ENSG00000114302,JHH_DIPG_1
250,0.0,0.00053042383,ENSG00000117676,JHH_DIPG_1
251,0.0,0.0016765025,ENSG00000118046,JHH_DIPG_1
252,0.0,0.0004185171,ENSG00000118515,JHH_DIPG_1
255,0.0,0.093749076,ENSG00000120539,JHH_DIPG_1
256,0.0,0.0003810185,ENSG00000121989,JHH_DIPG_1
257,0.0,0.008384318,ENSG00000122966,JHH_DIPG_1
259,0.0,0.018277176,ENSG00000123374,JHH_DIPG_1
261,0.0,0.06124694,ENSG00000124784,JHH_DIPG_1
262,0.0,0.014306645,ENSG00000125651,JHH_DIPG_1
263,0.0,0.00041686627,ENSG00000125834,JHH_DIPG_1
264,0.0,0.00039763594,ENSG00000126562,JHH_DIPG_1
266,0.0,0.0004671706,ENSG00000126934,JHH_DIPG_1
268,0.0,0.021292336,ENSG00000127564,JHH_DIPG_1
269,0.0,0.0010410704,ENSG00000128829,JHH_DIPG_1
270,0.0,0.00096850184,ENSG00000130175,JHH_DIPG_1
272,0.0,0.00038537398,ENSG00000130669,JHH_DIPG_1
276,0.0,0.0004870939,ENSG00000132356,JHH_DIPG_1
280,0.0,0.1682096,ENSG00000134058,JHH_DIPG_1
283,0.0,0.00041002728,ENSG00000134318,JHH_DIPG_1
286,0.0,0.00039427276,ENSG00000135250,JHH_DIPG_1
287,0.0,0.0016832094,ENSG00000135341,JHH_DIPG_1
288,0.0,0.025898613,ENSG00000135446,JHH_DIPG_1
289,0.0,0.00090690225,ENSG00000135503,JHH_DIPG_1
292,0.0,0.10911101,ENSG00000136807,JHH_DIPG_1
293,0.0,0.00053073815,ENSG00000137193,JHH_DIPG_1
295,0.0,0.0007365394,ENSG00000137601,JHH_DIPG_1
300,0.0,0.0011023707,ENSG00000139908,JHH_DIPG_1
302,0.0,0.03228965,ENSG00000140992,JHH_DIPG_1
304,0.0,0.00042846912,ENSG00000141551,JHH_DIPG_1
307,0.0,0.0005182593,ENSG00000142208,JHH_DIPG_1
308,0.0,0.02128624,ENSG00000142731,JHH_DIPG_1
316,0.0,0.019091992,ENSG00000146872,JHH_DIPG_1
318,0.0,0.014178404,ENSG00000147133,JHH_DIPG_1
319,0.0,0.00048043506,ENSG00000148660,JHH_DIPG_1
320,0.0,0.00038443226,ENSG00000149269,JHH_DIPG_1
321,0.0,0.00030042755,ENSG00000149311,JHH_DIPG_1
322,0.0,0.2669079,ENSG00000149554,JHH_DIPG_1
336,0.0,0.047983397,ENSG00000156970,JHH_DIPG_1
337,0.0,0.040790465,ENSG00000157106,JHH_DIPG_1
338,0.0,0.00079991703,ENSG00000157540,JHH_DIPG_1
345,0.0,0.0005216144,ENSG00000160584,JHH_DIPG_1
347,0.0,0.00038135427,ENSG00000162302,JHH_DIPG_1
350,0.0,0.00094378827,ENSG00000163349,JHH_DIPG_1
353,0.0,0.0005769864,ENSG00000163558,JHH_DIPG_1
360,0.0,0.0005302813,ENSG00000165304,JHH_DIPG_1
362,0.0,0.003742651,ENSG00000166333,JHH_DIPG_1
363,0.0,0.11414824,ENSG00000166483,JHH_DIPG_1
366,0.0,0.27506533,ENSG00000166851,JHH_DIPG_1
367,0.0,0.007883137,ENSG00000167258,JHH_DIPG_1
370,0.0,0.0004016671,ENSG00000168067,JHH_DIPG_1
372,0.0,0.00050502026,ENSG00000169032,JHH_DIPG_1
375,0.0,0.02464711,ENSG00000169679,JHH_DIPG_1
377,0.0,0.0003782719,ENSG00000170145,JHH_DIPG_1
378,0.0,0.25951716,ENSG00000170312,JHH_DIPG_1
381,0.0,0.00038122814,ENSG00000172071,JHH_DIPG_1
382,0.0,0.024219923,ENSG00000172315,JHH_DIPG_1
383,0.0,0.00037500024,ENSG00000172939,JHH_DIPG_1
384,0.0,0.0015979665,ENSG00000173327,JHH_DIPG_1
387,0.0,0.10058022,ENSG00000175054,JHH_DIPG_1
389,0.0,0.0035524871,ENSG00000176444,JHH_DIPG_1
392,0.0,0.00037104145,ENSG00000178093,JHH_DIPG_1
394,0.0,0.00864428,ENSG00000178950,JHH_DIPG_1
395,0.0,0.24831662,ENSG00000178999,JHH_DIPG_1
397,0.0,0.001232395,ENSG00000180370,JHH_DIPG_1
399,0.0,0.0003690156,ENSG00000181085,JHH_DIPG_1
400,0.0,0.00078859425,ENSG00000181409,JHH_DIPG_1
408,0.0,0.0005016381,ENSG00000185324,JHH_DIPG_1
411,0.0,0.00053312746,ENSG00000186716,JHH_DIPG_1
414,0.0,0.000379215,ENSG00000188322,JHH_DIPG_1
416,0.0,0.008553982,ENSG00000196455,JHH_DIPG_1
419,0.0,0.00088263955,ENSG00000197168,JHH_DIPG_1
423,0.0,0.0004080062,ENSG00000198586,JHH_DIPG_1
424,0.0,0.0004915637,ENSG00000198648,JHH_DIPG_1
427,0.0,0.000369652,ENSG00000204217,JHH_DIPG_1
429,0.0,0.032435838,ENSG00000204435,JHH_DIPG_1
438,0.0,0.0013398348,ENSG00000141736 and ENSG00000146648,JHH_DIPG_1
439,0.0,0.0005703383,ENSG00000126934 and ENSG00000169032,JHH_DIPG_1
444,0.0,0.0007602514,ENSG00000065361,JHH_DIPG_1
445,0.0,0.000718614,ENSG00000066468,JHH_DIPG_1
447,0.0,0.0021475009,ENSG00000077782,JHH_DIPG_1
448,0.0,0.0014198377,ENSG00000092445,JHH_DIPG_1
449,0.0,0.00060864474,ENSG00000096968,JHH_DIPG_1
450,0.0,0.0006583717,ENSG00000097007,JHH_DIPG_1
451,0.0,0.00071071094,ENSG00000103653,JHH_DIPG_1
456,0.0,0.00092519977,ENSG00000113721,JHH_DIPG_1
459,0.0,0.0016061348,ENSG00000134853,JHH_DIPG_1
461,0.0,0.001017947,ENSG00000140443,JHH_DIPG_1
472,0.0,0.00055632426,ENSG00000162434,JHH_DIPG_1
477,0.0,0.0004969879,ENSG00000167601,JHH_DIPG_1
479,0.0,0.016841464,ENSG00000169398,JHH_DIPG_1
485,0.0,0.0005128246,ENSG00000197122,JHH_DIPG_1
489,0.0,0.007642962,ENSG00000121897,JHH_DIPG_1
490,0.0,0.001494458,ENSG00000055609 and ENSG00000272333,JHH_DIPG_1
491,0.0,0.14025691,ENSG00000114902 and ENSG00000118363 and ENSG00000129128 and ENSG00000140612 and ENSG00000166562,JHH_DIPG_1
492,0.0,0.0018554494,ENSG00000055609 and ENSG00000167548,JHH_DIPG_1
493,0.0,0.00054357044,ENSG00000005483,JHH_DIPG_1
494,0.0,0.108407,ENSG00000099381,JHH_DIPG_1
496,0.0,0.0015181684,ENSG00000104885,JHH_DIPG_1
497,0.0,0.0005407038,ENSG00000109685,JHH_DIPG_1
498,0.0,0.00185313,ENSG00000110066,JHH_DIPG_1
499,0.0,0.0005418843,ENSG00000116539,JHH_DIPG_1
500,0.0,0.0018343305,ENSG00000118058,JHH_DIPG_1
502,0.0,0.0005433459,ENSG00000136169,JHH_DIPG_1
503,0.0,0.0011146861,ENSG00000139718,JHH_DIPG_1
504,0.0,0.007344113,ENSG00000143379,JHH_DIPG_1
507,0.0,0.0005408961,ENSG00000165671,JHH_DIPG_1
509,0.0,0.00057567435,ENSG00000181090,JHH_DIPG_1
510,0.0,0.0018456295,ENSG00000181555,JHH_DIPG_1
511,0.0,0.06086192,ENSG00000183955,JHH_DIPG_1
513,0.0,0.011784205,ENSG00000204371,JHH_DIPG_1
514,0.0,0.0020813677,ENSG00000106462,JHH_DIPG_1
516,0.0,0.0009373651,ENSG00000060656,JHH_DIPG_1
521,0.0,0.05119748,ENSG00000076201,JHH_DIPG_1
525,0.0,0.0006153578,ENSG00000081721,JHH_DIPG_1
526,0.0,0.0005390638,ENSG00000084112,JHH_DIPG_1
530,0.0,0.010259598,ENSG00000101224,JHH_DIPG_1
534,0.0,0.0005453697,ENSG00000108861,JHH_DIPG_1
535,0.0,0.027820006,ENSG00000110536,JHH_DIPG_1
538,0.0,0.0012461216,ENSG00000112245,JHH_DIPG_1
541,0.0,0.001020987,ENSG00000112679,JHH_DIPG_1
543,0.0,0.0004414315,ENSG00000120129,JHH_DIPG_1
552,0.0,0.00054577243,ENSG00000141298,JHH_DIPG_1
571,0.0,0.003134797,ENSG00000164045,JHH_DIPG_1
577,0.0,0.052510154,ENSG00000179295,JHH_DIPG_1
578,0.0,0.0021110375,ENSG00000184007,JHH_DIPG_1
580,0.0,0.0005747331,ENSG00000184545,JHH_DIPG_1
583,0.0,0.0016359254,ENSG00000196396,JHH_DIPG_1
586,0.0,0.002682053,ENSG00000005882,JHH_DIPG_1
591,0.0,0.0006592423,ENSG00000111684,JHH_DIPG_1
597,0.0,0.0034512726,ENSG00000134255,JHH_DIPG_1
604,0.0,0.00029108018,ENSG00000138018,JHH_DIPG_1
607,0.0,0.0003902516,ENSG00000168000,JHH_DIPG_1
613,0.0,0.0007671699,ENSG00000077044,JHH_DIPG_1
626,0.0,0.015014571,ENSG00000102144,JHH_DIPG_1
630,0.0,0.010839324,ENSG00000226784,JHH_DIPG_1
635,0.0,0.0004389953,ENSG00000084754,JHH_DIPG_1
637,0.0,0.000405731,ENSG00000127884,JHH_DIPG_1
638,0.0,0.0006064458,ENSG00000133835,JHH_DIPG_1
641,0.0,0.0003402507,ENSG00000167107,JHH_DIPG_1
644,0.0,0.0010608268,ENSG00000100714,JHH_DIPG_1
645,0.0,0.0020391946,ENSG00000138363,JHH_DIPG_1
646,0.0,0.0022160576,ENSG00000136877,JHH_DIPG_1
647,0.0,0.0027778917,ENSG00000159131,JHH_DIPG_1
649,0.0,0.0005625981,ENSG00000065911,JHH_DIPG_1
651,0.0,0.00056285446,ENSG00000163738,JHH_DIPG_1
653,0.0,0.001907783,ENSG00000116745,JHH_DIPG_1
661,0.0,9.580349e-05,ENSG00000117592,JHH_DIPG_1
662,0.0,0.026871312,ENSG00000167468,JHH_DIPG_1
669,0.0,0.00054520805,ENSG00000052802,JHH_DIPG_1
671,0.0,0.0004533127,ENSG00000099377,JHH_DIPG_1
673,0.0,0.00016072043,ENSG00000121039,JHH_DIPG_1
676,0.0,0.00063974236,ENSG00000159692,JHH_DIPG_1
678,0.0,0.0006313674,ENSG00000167733,JHH_DIPG_1
679,0.0,0.00016373223,ENSG00000176387,JHH_DIPG_1
681,0.0,0.0007845841,ENSG00000197894,JHH_DIPG_1
684,0.0,0.00055534916,ENSG00000132196,JHH_DIPG_1
697,0.0,0.00091849285,ENSG00000100997,JHH_DIPG_1
699,0.0,0.00072604313,ENSG00000011009,JHH_DIPG_1
703,0.0,0.00043972197,ENSG00000120992,JHH_DIPG_1
705,0.0,0.00035897523,ENSG00000135241,JHH_DIPG_1
706,0.0,0.0010074682,ENSG00000151151,JHH_DIPG_1
707,0.0,0.0032485256,ENSG00000127080,JHH_DIPG_1
708,0.0,0.0012306003,ENSG00000100605,JHH_DIPG_1
710,0.0,0.00033740894,ENSG00000068383,JHH_DIPG_1
711,0.0,0.0006561445,ENSG00000132376,JHH_DIPG_1
717,0.0,0.00027948152,ENSG00000040933,JHH_DIPG_1
719,0.0,0.0017644538,ENSG00000105655,JHH_DIPG_1
722,0.0,0.00052325474,ENSG00000145725,JHH_DIPG_1
725,0.0,0.08972206,ENSG00000007168,JHH_DIPG_1
726,0.0,0.028184878,ENSG00000143398,JHH_DIPG_1
729,0.0,0.00032772426,ENSG00000171862,JHH_DIPG_1
734,0.0,0.012633196,ENSG00000078142,JHH_DIPG_1
749,0.0,0.00071667344,ENSG00000111077,JHH_DIPG_1
751,0.0,0.00070961425,ENSG00000112367,JHH_DIPG_1
753,0.0,0.00047158482,ENSG00000125458,JHH_DIPG_1
754,0.0,0.0013638558,ENSG00000126821,JHH_DIPG_1
755,0.0,0.0007242489,ENSG00000137770,JHH_DIPG_1
756,0.0,0.0007175424,ENSG00000139505,JHH_DIPG_1
759,0.0,0.028184786,ENSG00000165688,JHH_DIPG_1
763,0.0,0.028184772,ENSG00000211456,JHH_DIPG_1
770,0.0,0.00034732363,ENSG00000143811,JHH_DIPG_1
774,0.0,0.000327216,ENSG00000123739,JHH_DIPG_1
783,0.0,0.0002898183,ENSG00000143149,JHH_DIPG_1
785,0.0,0.00053055654,ENSG00000119723,JHH_DIPG_1
788,0.0,0.00033409984,ENSG00000001630,JHH_DIPG_1
789,0.0,0.00052789866,ENSG00000083807,JHH_DIPG_1
795,0.0,0.00071466726,ENSG00000023330,JHH_DIPG_1
796,0.0,0.0010560192,ENSG00000178773,JHH_DIPG_1
799,0.0,4.067836e-05,ENSG00000023697,JHH_DIPG_1
801,0.0,0.00029582257,ENSG00000111716,JHH_DIPG_1
802,0.0,0.00026531023,ENSG00000151116,JHH_DIPG_1
803,0.0,0.00049267826,ENSG00000093010,JHH_DIPG_1
805,0.0,0.0017415581,ENSG00000110871,JHH_DIPG_1
807,0.0,0.00043662792,ENSG00000083123 and ENSG00000142046 and ENSG00000248098,JHH_DIPG_1
815,0.0,0.010198262,ENSG00000074800,JHH_DIPG_1
818,0.0,0.0008766835,ENSG00000070614,JHH_DIPG_1
821,0.0,0.0002984489,ENSG00000124302,JHH_DIPG_1
823,0.0,0.009793027,ENSG00000136720,JHH_DIPG_1
825,0.0,0.0007059099,ENSG00000153936,JHH_DIPG_1
833,0.0,0.00074316724,ENSG00000132423,JHH_DIPG_1
836,0.0,0.00067351427,ENSG00000196502,JHH_DIPG_1
838,0.0,0.0005279009,ENSG00000117528,JHH_DIPG_1
842,0.0,0.010018238,ENSG00000012232,JHH_DIPG_1
843,0.0,0.009001489,ENSG00000162694,JHH_DIPG_1
844,0.0,0.0042828284,ENSG00000105953,JHH_DIPG_1
846,0.0,0.00039437352,ENSG00000197444,JHH_DIPG_1
847,0.0,0.0036614116,ENSG00000173085,JHH_DIPG_1
848,0.0,0.0010906705,ENSG00000119537,JHH_DIPG_1
849,0.0,0.0010536375,ENSG00000167186,JHH_DIPG_1
855,0.0,0.0005707322,ENSG00000182199,JHH_DIPG_1
860,0.0,0.00021399239,ENSG00000092621,JHH_DIPG_1
862,0.0,0.0008455418,ENSG00000135069,JHH_DIPG_1
863,0.0,0.0058125067,ENSG00000111237,JHH_DIPG_1
870,0.0,0.00019179926,ENSG00000139631,JHH_DIPG_1
871,0.0,0.0019038318,ENSG00000125166,JHH_DIPG_1
873,0.0,0.0007111253,ENSG00000146701,JHH_DIPG_1
874,0.0,0.0018739053,ENSG00000149809,JHH_DIPG_1
875,0.0,0.00049791543,ENSG00000132570,JHH_DIPG_1
876,0.0,0.00023837597,ENSG00000166228,JHH_DIPG_1
878,0.0,0.0019244757,ENSG00000172508,JHH_DIPG_1
885,0.0,0.0034185606,ENSG00000176890,JHH_DIPG_1
887,0.0,0.0004749448,ENSG00000176974,JHH_DIPG_1
889,0.0,0.0004943167,ENSG00000109929,JHH_DIPG_1
890,0.0,0.0010886634,ENSG00000128039,JHH_DIPG_1
892,0.0,0.00051476964,ENSG00000173638,JHH_DIPG_1
893,0.0,0.0005169767,ENSG00000116984,JHH_DIPG_1
894,0.0,0.00030435898,ENSG00000150540,JHH_DIPG_1
895,0.0,0.004558465,ENSG00000102172,JHH_DIPG_1
897,0.0,0.0005455155,ENSG00000116649,JHH_DIPG_1
898,0.0,0.00477143,ENSG00000128059,JHH_DIPG_1
899,0.0,0.0014557802,ENSG00000178921,JHH_DIPG_1
905,0.0,0.00039299767,ENSG00000277161,JHH_DIPG_1
908,0.0,9.966975e-05,ENSG00000116096,JHH_DIPG_1
910,0.0,0.009638025,ENSG00000142657,JHH_DIPG_1
916,0.0,0.0006093636,ENSG00000087085,JHH_DIPG_1
917,0.0,0.0004130904,ENSG00000162066,JHH_DIPG_1
918,0.0,0.00039838452,ENSG00000068903,JHH_DIPG_1
925,0.0,0.00041063945,ENSG00000117305,JHH_DIPG_1
926,0.0,0.10479822,ENSG00000112972,JHH_DIPG_1
931,0.0,0.00074458605,ENSG00000169359,JHH_DIPG_1
933,0.0,0.0006923328,ENSG00000100522,JHH_DIPG_1
935,0.0,0.0002698504,ENSG00000141504,JHH_DIPG_1
937,0.0,0.005801759,ENSG00000278540,JHH_DIPG_1
938,0.0,0.0063616415,ENSG00000131473,JHH_DIPG_1
941,0.0,0.008702087,ENSG00000062485,JHH_DIPG_1
943,0.0,0.0018430048,ENSG00000091140 and ENSG00000131828 and ENSG00000150768 and ENSG00000168291,JHH_DIPG_1
947,0.0,0.0019298741,ENSG00000072310,JHH_DIPG_1
949,0.0,0.027956797,ENSG00000108468,JHH_DIPG_1
960,0.0,0.019994382,ENSG00000198431,JHH_DIPG_1
963,0.0,0.0010422098,ENSG00000143418,JHH_DIPG_1
966,0.0,0.00044033394,ENSG00000198931,JHH_DIPG_1
967,0.0,0.0005361282,ENSG00000174669,JHH_DIPG_1
970,0.0,0.012447373,ENSG00000101444,JHH_DIPG_1
973,0.0,0.00032575804,ENSG00000164638,JHH_DIPG_1
975,0.0,0.00012493349,ENSG00000156110,JHH_DIPG_1
979,0.0,0.020615146,ENSG00000143774,JHH_DIPG_1
981,0.0,0.0013672091,ENSG00000121851 and ENSG00000090060,JHH_DIPG_1
983,0.0,0.014639801,ENSG00000004455,JHH_DIPG_1
984,0.0,0.022263987,ENSG00000085231,JHH_DIPG_1
985,0.0,0.00029762657,ENSG00000106992,JHH_DIPG_1
990,0.0,0.006234593,ENSG00000162433,JHH_DIPG_1
991,0.0,0.00026107032,ENSG00000103024,JHH_DIPG_1
994,0.0,0.001032806,ENSG00000172113,JHH_DIPG_1
995,0.0,0.00026534588,ENSG00000239672,JHH_DIPG_1
996,0.0,0.009669212,ENSG00000243678,JHH_DIPG_1
997,0.0,0.015581643,ENSG00000162368,JHH_DIPG_1
998,0.0,0.0004910862,ENSG00000273841,JHH_DIPG_1
999,0.0,0.013406648,ENSG00000168393,JHH_DIPG_1
1001,0.0,0.013336174,ENSG00000067225,JHH_DIPG_1
1004,0.0,0.08084157,ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848,JHH_DIPG_1
1005,0.0,0.08471069,ENSG00000048392 and ENSG00000136810 and ENSG00000167325 and ENSG00000171848,JHH_DIPG_1
1006,0.0,0.015133578,ENSG00000005022,JHH_DIPG_1
1009,0.0,0.00043216467,ENSG00000159322,JHH_DIPG_1
1011,0.0,0.00035562334,ENSG00000171302,JHH_DIPG_1
1017,0.0,0.00045885387,ENSG00000067057,JHH_DIPG_1
1018,0.0,0.0006329426,ENSG00000125454,JHH_DIPG_1
1021,0.0,0.0008404295,ENSG00000033627,JHH_DIPG_1
1024,0.0,0.0029651073,ENSG00000121879 and ENSG00000145675,JHH_DIPG_1
1025,0.0,0.00031801107,ENSG00000159921,JHH_DIPG_1
1027,0.0,0.0036359662,ENSG00000128050,JHH_DIPG_1
1030,0.0,0.0004409716,ENSG00000167900,JHH_DIPG_1
1036,0.0,0.0003990702,ENSG00000001084 and ENSG00000023909,JHH_DIPG_1
1041,0.0,0.0002133828,ENSG00000160209,JHH_DIPG_1
1042,0.0,0.0012644081,ENSG00000135002,JHH_DIPG_1
1048,0.0,0.004343337,ENSG00000068120,JHH_DIPG_1
1049,0.0,0.0027907155,ENSG00000084774,JHH_DIPG_1
1051,0.0,0.00045164718,ENSG00000114268,JHH_DIPG_1
1052,0.0,0.00081986067,ENSG00000067177 and ENSG00000102893 and ENSG00000164776,JHH_DIPG_1
1053,0.0,0.00061823067,ENSG00000196511,JHH_DIPG_1
1055,0.0,0.00053539075,ENSG00000059573,JHH_DIPG_1
1056,0.0,0.0006277332,ENSG00000163541 and ENSG00000172340,JHH_DIPG_1
1057,0.0,0.0011270285,ENSG00000136143 and ENSG00000163541,JHH_DIPG_1
1061,0.0,0.008712332,ENSG00000173599,JHH_DIPG_1
1072,0.0,0.00049705664,ENSG00000167123,JHH_DIPG_1
1074,0.0,0.0037685328,ENSG00000183048,JHH_DIPG_1
1079,0.0,0.000656092,ENSG00000100075,JHH_DIPG_1
1084,0.0,0.0045119706,ENSG00000091140 and ENSG00000105953 and ENSG00000119689,JHH_DIPG_1
1086,0.0,0.00013049613,ENSG00000103064,JHH_DIPG_1
1087,0.0,0.0010787079,ENSG00000103257,JHH_DIPG_1
1088,0.0,0.0014357187,ENSG00000105281,JHH_DIPG_1
1091,0.0,0.00041521204,ENSG00000131067,JHH_DIPG_1
1093,0.0,0.00089510635,ENSG00000130876,JHH_DIPG_1
1094,0.0,0.0047680642,ENSG00000168003,JHH_DIPG_1
1095,0.0,9.4832656e-05,ENSG00000196517,JHH_DIPG_1
1099,0.0,0.0004037711,ENSG00000111371,JHH_DIPG_1
1100,0.0,0.00092793116,ENSG00000134294,JHH_DIPG_1
1101,0.0,0.0022724085,ENSG00000139514,JHH_DIPG_1
1109,0.0,0.082405016,ENSG00000119523,JHH_DIPG_1
1112,0.0,0.0007715616,ENSG00000117480,JHH_DIPG_1
1114,0.0,0.0008188199,ENSG00000131238,JHH_DIPG_1
1115,0.0,0.0008573135,ENSG00000221988,JHH_DIPG_1
1118,0.0,0.029474797,ENSG00000241258,JHH_DIPG_1
1123,0.0,0.0024897063,ENSG00000070669,JHH_DIPG_1
1124,0.0,0.0050844224,ENSG00000130707,JHH_DIPG_1
1125,0.0,0.0018380808,ENSG00000091483,JHH_DIPG_1
1128,0.0,0.00037420137,ENSG00000131389,JHH_DIPG_1
1129,0.0,0.0069457125,ENSG00000105220,JHH_DIPG_1
1130,0.0,0.07375553,ENSG00000033011,JHH_DIPG_1
1134,0.0,0.0010855073,ENSG00000116353,JHH_DIPG_1
1135,0.0,0.00041097525,ENSG00000123684,JHH_DIPG_1
1138,0.0,0.0006964868,ENSG00000146648,JHH_DIPG_1
1139,0.0,0.0018860796,ENSG00000171320,JHH_DIPG_1
1142,0.0,8.063262e-05,ENSG00000065989,JHH_DIPG_1
1145,0.0,0.0004937294,ENSG00000113231,JHH_DIPG_1
1146,0.0,7.604024e-05,ENSG00000113448,JHH_DIPG_1
1150,0.0,8.400116e-05,ENSG00000137496,JHH_DIPG_1
1159,0.0,9.438896e-05,ENSG00000205268,JHH_DIPG_1
1161,0.0,0.0125847645,ENSG00000101290,JHH_DIPG_1
1162,0.0,0.012603295,ENSG00000088766,JHH_DIPG_1
1163,0.0,0.026427679,ENSG00000087157,JHH_DIPG_1
1164,0.0,0.000556096,ENSG00000185813,JHH_DIPG_1
1168,0.0,0.00076738675,ENSG00000101558,JHH_DIPG_1
1171,0.0,0.00076711696,ENSG00000148154,JHH_DIPG_1
1185,0.0,8.437511e-05,ENSG00000113504,JHH_DIPG_1
1193,0.0,0.00010056314,ENSG00000008300,JHH_DIPG_1
1195,0.0,0.00010065706,ENSG00000164889,JHH_DIPG_1
1196,0.0,0.0067427186,ENSG00000084090,JHH_DIPG_1
1206,0.0,3.498947e-05,ENSG00000073060,JHH_DIPG_1
1207,0.0,0.00070688233,ENSG00000110721,JHH_DIPG_1
1209,0.0,0.00030844862,ENSG00000129353,JHH_DIPG_1
1211,0.0,0.0019199144,ENSG00000156471,JHH_DIPG_1
1222,0.0,6.3767875e-05,ENSG00000113273,JHH_DIPG_1
1229,0.0,0.00015448882,ENSG00000064601 and ENSG00000141012 and ENSG00000170266 and ENSG00000204386,JHH_DIPG_1
1230,0.0,0.00018401182,ENSG00000141012,JHH_DIPG_1
1232,0.0,0.001987656,ENSG00000130164,JHH_DIPG_1
1233,0.0,0.0069260886,ENSG00000100412,JHH_DIPG_1
1235,0.0,0.0020801043,ENSG00000136381,JHH_DIPG_1
1236,0.0,0.00068852335,ENSG00000111726,JHH_DIPG_1
1239,0.0,0.0007012438,ENSG00000008513,JHH_DIPG_1
1247,0.0,0.00070262427,ENSG00000164414,JHH_DIPG_1
1251,0.0,0.0060444106,ENSG00000126088,JHH_DIPG_1
1252,0.0,0.0018087719,ENSG00000080819,JHH_DIPG_1
1254,0.0,0.00034467867,ENSG00000117411,JHH_DIPG_1
1255,0.0,0.000375049,ENSG00000158470,JHH_DIPG_1
1256,0.0,0.000702224,ENSG00000158850,JHH_DIPG_1
1262,0.0,0.008619536,ENSG00000141279,JHH_DIPG_1
1264,0.0,0.0047770767,ENSG00000130876 and ENSG00000168003,JHH_DIPG_1
1265,0.0,0.0042783874,ENSG00000103257 and ENSG00000168003,JHH_DIPG_1
1269,0.0,0.003828966,ENSG00000151012 and ENSG00000168003,JHH_DIPG_1
1270,0.0,0.00016763675,ENSG00000184470,JHH_DIPG_1
1272,0.0,0.00039092352,ENSG00000143179,JHH_DIPG_1
1276,0.0,0.07750065,ENSG00000162408,JHH_DIPG_1
1280,0.0,0.00031295666,ENSG00000122643,JHH_DIPG_1
1282,0.0,0.0008960988,ENSG00000141698,JHH_DIPG_1
1284,0.0,0.011767524,ENSG00000115350 and ENSG00000148229,JHH_DIPG_1
1285,0.0,0.24395065,ENSG00000062822 and ENSG00000077514 and ENSG00000106628 and ENSG00000175482,JHH_DIPG_1
1286,0.0,0.24311961,ENSG00000014138 and ENSG00000101868,JHH_DIPG_1
1287,0.0,0.24511667,ENSG00000014138 and ENSG00000062822 and ENSG00000077514 and ENSG00000100479 and ENSG00000101868 and ENSG00000106628 and ENSG00000115350 and ENSG00000148229 and ENSG00000175482 and ENSG00000177084,JHH_DIPG_1
1288,0.0,0.040664017,ENSG00000009413,JHH_DIPG_1
1289,0.0,0.0012906416,ENSG00000051341,JHH_DIPG_1
1292,0.0,0.21973208,ENSG00000111445,JHH_DIPG_1
1296,0.0,0.018979147,ENSG00000132382,JHH_DIPG_1
1297,0.0,0.004689103,ENSG00000140521,JHH_DIPG_1
1300,0.0,0.0022699188,ENSG00000256525,JHH_DIPG_1
1301,0.0,0.00031804777,ENSG00000156515,JHH_DIPG_1
1302,0.0,0.0009042326,ENSG00000159399,JHH_DIPG_1
1305,0.0,0.018982068,ENSG00000113456 and ENSG00000172613,JHH_DIPG_1
1307,0.0,0.0003571681,ENSG00000172890,JHH_DIPG_1
1309,0.0,0.0025487645,ENSG00000173614,JHH_DIPG_1
1318,0.0,0.0013226931,ENSG00000027847,JHH_DIPG_1
