,preds,preds_raw,gene_name,cell
1487,0.0,0.001488274,ENSG00000163655,DUB_D003_2D
1488,0.0,3.7359347e-05,ENSG00000115419,DUB_D003_2D
1490,0.0,0.0015496883,ENSG00000171793,DUB_D003_2D
1491,0.0,0.00019908535,ENSG00000198814,DUB_D003_2D
1493,0.0,0.0018024113,ENSG00000144659,DUB_D003_2D
1504,0.0,3.65054e-06,ENSG00000143387,DUB_D003_2D
1508,0.0,6.6256985e-06,ENSG00000174080,DUB_D003_2D
1510,0.0,0.00070404523,ENSG00000006695,DUB_D003_2D
1511,0.0,0.00013565978,ENSG00000054267,DUB_D003_2D
1512,0.0,0.0976515,ENSG00000117682,DUB_D003_2D
1513,0.0,0.001955826,ENSG00000120942,DUB_D003_2D
1514,0.0,7.697761e-05,ENSG00000183665,DUB_D003_2D
1515,0.0,6.4953056e-05,ENSG00000117450,DUB_D003_2D
1516,0.0,5.129526e-07,ENSG00000126432,DUB_D003_2D
1517,0.0,7.7446055e-07,ENSG00000165672,DUB_D003_2D
1518,0.0,0.0008865425,ENSG00000167815,DUB_D003_2D
1522,0.0,0.00011571283,ENSG00000181045,DUB_D003_2D
1523,0.0,0.00011786075,ENSG00000033867,DUB_D003_2D
1526,0.0,9.402504e-05,ENSG00000004961,DUB_D003_2D
1530,0.0,0.0017153607,ENSG00000108784,DUB_D003_2D
1531,0.0,0.0033137845,ENSG00000151348 and ENSG00000182197,DUB_D003_2D
1535,0.0,0.00015723718,ENSG00000153976,DUB_D003_2D
1536,0.0,0.00023263914,ENSG00000064763,DUB_D003_2D
1541,0.0,0.00019952965,ENSG00000256269,DUB_D003_2D
1542,0.0,0.0003253598,ENSG00000188690,DUB_D003_2D
1543,0.0,0.00010361503,ENSG00000106348,DUB_D003_2D
1544,0.0,0.0012455638,ENSG00000178035,DUB_D003_2D
1547,0.0,2.4821846e-05,ENSG00000151229,DUB_D003_2D
1548,0.0,0.0036016912,ENSG00000103502,DUB_D003_2D
1549,0.0,2.637806e-05,ENSG00000198743,DUB_D003_2D
1552,0.0,0.00045537512,ENSG00000166411,DUB_D003_2D
1555,0.0,0.0027960727,ENSG00000105409 and ENSG00000137731 and ENSG00000143153,DUB_D003_2D
1556,0.0,0.0010408057,ENSG00000105409 and ENSG00000129244 and ENSG00000137731,DUB_D003_2D
1557,0.0,0.0718305,ENSG00000069849 and ENSG00000105409 and ENSG00000137731,DUB_D003_2D
1558,0.0,0.059407037,ENSG00000137731 and ENSG00000143153 and ENSG00000163399,DUB_D003_2D
1559,0.0,0.07388934,ENSG00000129244 and ENSG00000137731 and ENSG00000163399,DUB_D003_2D
1560,0.0,0.12243173,ENSG00000069849 and ENSG00000137731 and ENSG00000163399,DUB_D003_2D
1562,0.0,2.7782342e-05,ENSG00000174684,DUB_D003_2D
1564,0.0,4.3869873e-05,ENSG00000160285,DUB_D003_2D
1567,0.0,0.007368172,ENSG00000159593,DUB_D003_2D
1569,0.0,0.00020020294,ENSG00000166747,DUB_D003_2D
1575,0.0,1.5515712e-05,ENSG00000176393,DUB_D003_2D
1577,0.0,0.01610066,ENSG00000172531,DUB_D003_2D
1578,0.0,0.00018981785,ENSG00000186298,DUB_D003_2D
1579,0.0,0.016467448,ENSG00000213639,DUB_D003_2D
1580,0.0,9.062368e-05,ENSG00000131828 and ENSG00000168291,DUB_D003_2D
1581,0.0,0.00017909626,ENSG00000144182,DUB_D003_2D
1582,0.0,0.042156275,ENSG00000116120 and ENSG00000179115,DUB_D003_2D
1583,0.0,8.035169e-05,ENSG00000165282,DUB_D003_2D
1585,0.0,3.384579e-05,ENSG00000082212,DUB_D003_2D
1588,0.0,0.046909552,ENSG00000100413,DUB_D003_2D
1589,0.0,0.00065185997,ENSG00000164068,DUB_D003_2D
1590,0.0,0.0022692496,ENSG00000173540,DUB_D003_2D
1592,0.0,1.6042935e-05,ENSG00000095380,DUB_D003_2D
1596,0.0,0.06382729,ENSG00000168906,DUB_D003_2D
1599,0.0,0.067936055,ENSG00000101901,DUB_D003_2D
1602,0.0,0.00010043262,ENSG00000168282,DUB_D003_2D
1604,0.0,0.00039212813,ENSG00000144136,DUB_D003_2D
1610,0.0,0.10776146,ENSG00000172339,DUB_D003_2D
1611,0.0,0.0047188373,ENSG00000007541 and ENSG00000100564 and ENSG00000135845 and ENSG00000165195,DUB_D003_2D
1613,0.0,0.0001305326,ENSG00000111261,DUB_D003_2D
1614,0.0,0.00059266563,ENSG00000013375,DUB_D003_2D
1615,0.0,9.33217e-05,ENSG00000117143,DUB_D003_2D
1616,0.0,6.242528e-07,ENSG00000197355,DUB_D003_2D
1618,0.0,1.9838511e-05,ENSG00000096717,DUB_D003_2D
1619,0.0,1.9591504e-05,ENSG00000124523,DUB_D003_2D
1620,0.0,3.6900074e-05,ENSG00000124596,DUB_D003_2D
1621,0.0,1.9653482e-05,ENSG00000133315,DUB_D003_2D
1624,0.0,1.9592231e-05,ENSG00000157045,DUB_D003_2D
1625,0.0,8.860835e-05,ENSG00000187531,DUB_D003_2D
1627,0.0,0.00010842484,ENSG00000105835,DUB_D003_2D
1632,0.0,3.882496e-05,ENSG00000147813,DUB_D003_2D
1638,0.0,1.536691e-05,ENSG00000197601,DUB_D003_2D
1639,0.0,7.091248e-05,ENSG00000162813,DUB_D003_2D
1640,0.0,0.0010052234,ENSG00000157593,DUB_D003_2D
1645,0.0,0.023034131,ENSG00000241878,DUB_D003_2D
1646,0.0,5.0109164e-05,ENSG00000110958,DUB_D003_2D
1647,0.0,1.3981266e-05,ENSG00000148334,DUB_D003_2D
1654,0.0,0.0003282311,ENSG00000051382,DUB_D003_2D
1657,0.0,8.878665e-05,ENSG00000171608,DUB_D003_2D
1658,0.0,0.0024258222,ENSG00000161217,DUB_D003_2D
1659,0.0,0.10253952,ENSG00000105568 and ENSG00000113575,DUB_D003_2D
1660,0.0,0.057940256,ENSG00000104695 and ENSG00000105568 and ENSG00000221914,DUB_D003_2D
1661,0.0,3.542858e-05,ENSG00000011485,DUB_D003_2D
1663,0.0,0.4757953,ENSG00000060069,DUB_D003_2D
1670,0.0,0.0005162012,ENSG00000115241,DUB_D003_2D
1671,0.0,0.0025371534,ENSG00000119414,DUB_D003_2D
1674,0.0,0.466533,ENSG00000122484,DUB_D003_2D
1678,0.0,3.301452e-05,ENSG00000144579,DUB_D003_2D
1680,0.0,0.1238359,ENSG00000149923,DUB_D003_2D
1681,0.0,0.46791646,ENSG00000160075,DUB_D003_2D
1686,0.0,0.00063150615,ENSG00000170836,DUB_D003_2D
1687,0.0,0.00010686504,ENSG00000175215,DUB_D003_2D
1688,0.0,0.046824295,ENSG00000184203,DUB_D003_2D
1690,0.0,0.0005608163,ENSG00000143393,DUB_D003_2D
1691,0.0,9.496824e-06,ENSG00000155252,DUB_D003_2D
1692,0.0,0.0051667676,ENSG00000241973,DUB_D003_2D
1700,0.0,0.04081985,ENSG00000163684,DUB_D003_2D
1701,0.0,0.00041788004,ENSG00000244486,DUB_D003_2D
1705,0.0,5.5004024e-05,ENSG00000143224,DUB_D003_2D
1706,0.0,0.0003650636,ENSG00000114491,DUB_D003_2D
1709,0.0,7.5325283e-06,ENSG00000100092,DUB_D003_2D
1713,0.0,0.00039821726,ENSG00000134333,DUB_D003_2D
1716,0.0,1.2830915e-07,ENSG00000162496,DUB_D003_2D
1718,0.0,3.8246762e-05,ENSG00000147224,DUB_D003_2D
1719,0.0,0.00020571022,ENSG00000153574,DUB_D003_2D
1720,0.0,0.0013636182,ENSG00000123505,DUB_D003_2D
1721,0.0,0.0013471871,ENSG00000144741,DUB_D003_2D
1723,0.0,0.001522447,ENSG00000168710,DUB_D003_2D
1725,0.0,0.0001879427,ENSG00000136699,DUB_D003_2D
1729,0.0,4.3869873e-05,ENSG00000104549,DUB_D003_2D
1732,0.0,1.1836725e-05,ENSG00000139531,DUB_D003_2D
1735,0.0,7.772948e-05,ENSG00000117479,DUB_D003_2D
1740,0.0,9.979439e-06,ENSG00000100626,DUB_D003_2D
1745,0.0,0.00018699515,ENSG00000102967,DUB_D003_2D
1748,0.0,0.010496424,ENSG00000143252,DUB_D003_2D
1750,0.0,0.00059916195,ENSG00000015532,DUB_D003_2D
1751,0.0,7.4817326e-05,ENSG00000102100,DUB_D003_2D
1752,0.0,2.3688353e-06,ENSG00000117308,DUB_D003_2D
1754,0.0,0.0003696122,ENSG00000130958,DUB_D003_2D
1756,0.0,0.0003696122,ENSG00000285269,DUB_D003_2D
1759,0.0,5.447365e-07,ENSG00000109814,DUB_D003_2D
1760,0.0,1.3394519e-05,ENSG00000116704,DUB_D003_2D
1776,0.0,0.4641851,ENSG00000030066 and ENSG00000069248 and ENSG00000075188 and ENSG00000110713 and ENSG00000111581 and ENSG00000120253 and ENSG00000125450,DUB_D003_2D
1777,0.0,0.016682232,ENSG00000093000,DUB_D003_2D
1778,0.0,0.00036464323,ENSG00000095319,DUB_D003_2D
1779,0.0,0.46140406,ENSG00000102900,DUB_D003_2D
1780,0.0,0.46269813,ENSG00000108559,DUB_D003_2D
1781,0.0,0.45444995,ENSG00000113569,DUB_D003_2D
1782,0.0,0.061219968,ENSG00000124789,DUB_D003_2D
1783,0.0,0.46102738,ENSG00000126883,DUB_D003_2D
1784,0.0,0.025341958,ENSG00000138750,DUB_D003_2D
1785,0.0,0.013350059,ENSG00000139496,DUB_D003_2D
1786,0.0,0.05817256,ENSG00000153201,DUB_D003_2D
1787,0.0,0.19590342,ENSG00000155561,DUB_D003_2D
1788,0.0,0.015536849,ENSG00000163002,DUB_D003_2D
1789,0.0,0.07492117,ENSG00000213024,DUB_D003_2D
1792,0.0,5.462196e-07,ENSG00000170385,DUB_D003_2D
1799,0.0,0.001695427,ENSG00000196950,DUB_D003_2D
1804,0.0,0.0042067617,ENSG00000047249,DUB_D003_2D
1808,0.0,9.506472e-05,ENSG00000179163,DUB_D003_2D
1814,0.0,0.009833472,ENSG00000071553,DUB_D003_2D
1815,0.0,9.052953e-05,ENSG00000124006,DUB_D003_2D
1816,0.0,2.1149845e-05,ENSG00000143933,DUB_D003_2D
1818,0.0,0.002501736,ENSG00000115884,DUB_D003_2D
1821,0.0,0.025841352,ENSG00000105254,DUB_D003_2D
1829,0.0,7.289555e-05,ENSG00000099904,DUB_D003_2D
1830,0.0,0.012685084,ENSG00000117410,DUB_D003_2D
1832,0.0,2.7409446e-06,ENSG00000129467,DUB_D003_2D
1833,0.0,0.17934847,ENSG00000102030,DUB_D003_2D
1834,0.0,0.010339877,ENSG00000159720,DUB_D003_2D
1835,0.0,1.680901e-06,ENSG00000138031,DUB_D003_2D
1836,0.0,5.4235843e-06,ENSG00000102312,DUB_D003_2D
1837,0.0,0.00017723776,ENSG00000185344,DUB_D003_2D
1838,0.0,0.012431779,ENSG00000185883,DUB_D003_2D
1841,0.0,1.7053179e-06,ENSG00000159899,DUB_D003_2D
1842,0.0,0.39720285,ENSG00000106636,DUB_D003_2D
1846,0.0,7.698032e-05,ENSG00000110583,DUB_D003_2D
1847,0.0,0.32392874,ENSG00000121579,DUB_D003_2D
1850,0.0,0.20935243,ENSG00000135372,DUB_D003_2D
1853,0.0,1.1013192e-05,ENSG00000156599,DUB_D003_2D
1857,0.0,1.7307215e-05,ENSG00000163958,DUB_D003_2D
1859,0.0,0.014461928,ENSG00000173418,DUB_D003_2D
1860,0.0,5.066747e-05,ENSG00000174165,DUB_D003_2D
1864,0.0,9.885664e-06,ENSG00000180776,DUB_D003_2D
1868,0.0,0.00011141506,ENSG00000188818,DUB_D003_2D
1869,0.0,0.0003409279,ENSG00000204160,DUB_D003_2D
1,1.0,0.9610153,ENSG00000123983,G401
4,1.0,0.76662374,ENSG00000130304,G401
5,1.0,0.7340352,ENSG00000143554,G401
8,1.0,0.99038357,ENSG00000099194,G401
13,1.0,0.6787125,ENSG00000110090,G401
17,1.0,0.8967998,ENSG00000099797,G401
19,1.0,0.92845553,ENSG00000066322,G401
20,1.0,0.6675949,ENSG00000118402,G401
25,1.0,0.6853117,ENSG00000084754 and ENSG00000138029 and ENSG00000167315,G401
28,1.0,0.9004169,ENSG00000177646,G401
29,1.0,0.65781564,ENSG00000157184,G401
31,1.0,0.88938844,ENSG00000161533,G401
32,1.0,0.60516095,ENSG00000178537,G401
33,1.0,0.6057741,ENSG00000197119,G401
34,1.0,0.6122986,ENSG00000197375,G401
36,1.0,0.80654913,ENSG00000067840,G401
37,1.0,0.7540396,ENSG00000101986,G401
38,1.0,0.7586622,ENSG00000130821,G401
41,1.0,0.8877713,ENSG00000185825,G401
44,1.0,0.8762191,ENSG00000084754 and ENSG00000113790 and ENSG00000127884,G401
45,1.0,0.78491545,ENSG00000084754 and ENSG00000113790 and ENSG00000167969 and ENSG00000198721,G401
47,1.0,0.72401375,ENSG00000084207,G401
50,1.0,0.79077643,ENSG00000168765,G401
53,1.0,0.7890978,ENSG00000213366,G401
55,1.0,0.78764164,ENSG00000060971 and ENSG00000113790 and ENSG00000133835,G401
56,1.0,0.99993455,ENSG00000072506 and ENSG00000084754 and ENSG00000138796,G401
58,1.0,0.9345859,ENSG00000169710,G401
59,1.0,0.7360988,ENSG00000167969,G401
67,1.0,0.99588037,ENSG00000149084,G401
68,1.0,0.995141,ENSG00000146066,G401
70,0.0,0.49672675,ENSG00000206527,G401
74,1.0,0.715338,ENSG00000134824,G401
77,1.0,0.8564623,ENSG00000089597,G401
80,1.0,0.8564623,ENSG00000198162,G401
81,1.0,0.8564623,ENSG00000115275,G401
82,1.0,0.99999905,ENSG00000118705 and ENSG00000129562 and ENSG00000134910 and ENSG00000163902 and ENSG00000244038,G401
87,1.0,0.9464211,ENSG00000131446,G401
88,1.0,0.7252071,ENSG00000139133,G401
89,1.0,0.99999917,ENSG00000104723 and ENSG00000118705 and ENSG00000129562 and ENSG00000163527 and ENSG00000163902 and ENSG00000244038,G401
90,1.0,0.6695073,ENSG00000108932,G401
91,1.0,0.666413,ENSG00000141526,G401
92,1.0,0.877307,ENSG00000155380,G401
93,1.0,0.77584136,ENSG00000170190,G401
94,1.0,0.5693779,ENSG00000164039,G401
95,1.0,0.9927209,ENSG00000127125,G401
96,1.0,0.98532516,ENSG00000138621,G401
101,1.0,0.9996014,ENSG00000163344,G401
102,1.0,0.9993863,ENSG00000167508,G401
103,1.0,0.99996936,ENSG00000110921,G401
105,1.0,0.7390362,ENSG00000124370,G401
106,1.0,0.99996936,ENSG00000113161,G401
107,1.0,0.72743136,ENSG00000124767,G401
111,1.0,0.9994423,ENSG00000072506,G401
113,1.0,0.9290072,ENSG00000100294,G401
115,1.0,0.9304137,ENSG00000151093,G401
116,1.0,0.99485177,ENSG00000149313,G401
118,1.0,0.8438212,ENSG00000116237,G401
119,1.0,0.81735647,ENSG00000104365 and ENSG00000213341,G401
120,1.0,0.7474732,ENSG00000070770 and ENSG00000101266,G401
121,1.0,0.73498213,ENSG00000132964 and ENSG00000155111,G401
122,1.0,0.9476653,ENSG00000132155 and ENSG00000157764,G401
135,1.0,0.7580768,ENSG00000034152,G401
137,1.0,0.83751804,ENSG00000038382,G401
140,1.0,0.9999486,ENSG00000058729,G401
142,1.0,0.9960186,ENSG00000060237,G401
144,1.0,0.8761047,ENSG00000065243,G401
148,1.0,0.80057216,ENSG00000065883,G401
150,1.0,0.7000023,ENSG00000067900,G401
151,1.0,0.83950925,ENSG00000069956,G401
157,1.0,0.7611641,ENSG00000072062,G401
159,1.0,0.8750274,ENSG00000072518,G401
164,1.0,0.82721263,ENSG00000076984,G401
170,1.0,0.84498966,ENSG00000086015,G401
173,1.0,0.9999615,ENSG00000087586,G401
174,1.0,0.75993407,ENSG00000089022,G401
177,1.0,0.751616,ENSG00000096063,G401
178,1.0,0.9999614,ENSG00000097046,G401
181,1.0,0.85810524,ENSG00000100030,G401
182,1.0,0.9894671,ENSG00000100749,G401
185,1.0,0.74163276,ENSG00000101266,G401
193,1.0,0.9138722,ENSG00000104375,G401
197,1.0,0.70254165,ENSG00000105221,G401
199,1.0,0.72359043,ENSG00000105613,G401
200,1.0,0.99709177,ENSG00000105810,G401
205,1.0,0.88976866,ENSG00000107779,G401
206,1.0,0.8487677,ENSG00000108443,G401
207,1.0,0.96326274,ENSG00000108946,G401
211,1.0,0.68929553,ENSG00000110931,G401
212,1.0,0.7828372,ENSG00000112062,G401
214,1.0,0.9975011,ENSG00000112739,G401
215,1.0,0.99732757,ENSG00000112742,G401
217,1.0,0.9953052,ENSG00000113712,G401
218,1.0,0.75363773,ENSG00000114302,G401
232,1.0,0.77650255,ENSG00000117676,G401
233,1.0,0.9318235,ENSG00000118046,G401
236,1.0,0.9999244,ENSG00000120539,G401
237,1.0,0.69730425,ENSG00000121989,G401
238,1.0,0.97690535,ENSG00000122966,G401
240,1.0,0.9926843,ENSG00000123374,G401
241,1.0,0.99985015,ENSG00000124784,G401
242,1.0,0.9965268,ENSG00000125651,G401
243,1.0,0.7291113,ENSG00000125834,G401
244,1.0,0.70799124,ENSG00000126562,G401
246,1.0,0.75837463,ENSG00000126934,G401
248,1.0,0.99859196,ENSG00000127564,G401
249,1.0,0.83146,ENSG00000128829,G401
250,1.0,0.7733895,ENSG00000130175,G401
252,1.0,0.71193236,ENSG00000130669,G401
256,1.0,0.77023023,ENSG00000132356,G401
259,1.0,0.9999713,ENSG00000134058,G401
261,1.0,0.72043407,ENSG00000134318,G401
264,1.0,0.734176,ENSG00000135250,G401
265,1.0,0.8744395,ENSG00000135341,G401
266,1.0,0.9330752,ENSG00000135446,G401
267,1.0,0.7745875,ENSG00000135503,G401
270,1.0,0.9999722,ENSG00000136807,G401
271,1.0,0.7973092,ENSG00000137193,G401
273,1.0,0.75454915,ENSG00000137601,G401
279,1.0,0.8410371,ENSG00000139908,G401
281,1.0,0.99913234,ENSG00000140992,G401
283,1.0,0.73945004,ENSG00000141551,G401
284,1.0,0.75887585,ENSG00000142208,G401
285,1.0,0.9985298,ENSG00000142731,G401
292,1.0,0.99589854,ENSG00000146872,G401
294,1.0,0.9983125,ENSG00000147133,G401
295,1.0,0.73712647,ENSG00000148660,G401
296,1.0,0.70281893,ENSG00000149269,G401
297,1.0,0.6500753,ENSG00000149311,G401
298,1.0,0.9999858,ENSG00000149554,G401
307,1.0,0.9994618,ENSG00000156970,G401
308,1.0,0.9998292,ENSG00000157106,G401
309,1.0,0.8343103,ENSG00000157540,G401
315,1.0,0.78186756,ENSG00000160584,G401
317,1.0,0.70112824,ENSG00000162302,G401
319,1.0,0.795863,ENSG00000163349,G401
322,1.0,0.7966799,ENSG00000163558,G401
329,1.0,0.68373173,ENSG00000165304,G401
331,1.0,0.91741824,ENSG00000166333,G401
332,1.0,0.9999646,ENSG00000166483,G401
334,1.0,0.9999865,ENSG00000166851,G401
335,1.0,0.97986996,ENSG00000167258,G401
338,1.0,0.71242356,ENSG00000168067,G401
340,1.0,0.7471619,ENSG00000169032,G401
342,1.0,0.9965114,ENSG00000169679,G401
344,1.0,0.7087721,ENSG00000170145,G401
345,1.0,0.9999846,ENSG00000170312,G401
347,1.0,0.7244179,ENSG00000171219,G401
348,1.0,0.7074303,ENSG00000172071,G401
349,1.0,0.9988888,ENSG00000172315,G401
350,1.0,0.71791583,ENSG00000172939,G401
351,1.0,0.857979,ENSG00000173327,G401
354,1.0,0.99992764,ENSG00000175054,G401
356,1.0,0.96462715,ENSG00000176444,G401
359,1.0,0.7100215,ENSG00000178093,G401
361,1.0,0.99250495,ENSG00000178950,G401
362,1.0,0.9999851,ENSG00000178999,G401
364,1.0,0.8493053,ENSG00000180370,G401
366,1.0,0.69156164,ENSG00000181085,G401
367,1.0,0.7725758,ENSG00000181409,G401
373,1.0,0.72938657,ENSG00000185324,G401
376,1.0,0.8198231,ENSG00000186716,G401
379,1.0,0.72477907,ENSG00000188322,G401
380,1.0,0.9879418,ENSG00000196455,G401
384,1.0,0.7449181,ENSG00000198586,G401
385,1.0,0.73901737,ENSG00000198648,G401
388,1.0,0.6932678,ENSG00000204217,G401
390,1.0,0.9997559,ENSG00000204435,G401
401,1.0,0.91949177,ENSG00000141736 and ENSG00000146648,G401
402,1.0,0.8267843,ENSG00000126934 and ENSG00000169032,G401
406,1.0,0.8321167,ENSG00000065361,G401
407,1.0,0.82875097,ENSG00000066468,G401
409,1.0,0.9357187,ENSG00000077782,G401
410,1.0,0.91403186,ENSG00000092445,G401
411,1.0,0.82746893,ENSG00000096968,G401
412,1.0,0.82803386,ENSG00000097007,G401
413,1.0,0.8256041,ENSG00000103653,G401
416,1.0,0.9107371,ENSG00000105976,G401
418,1.0,0.8961238,ENSG00000113721,G401
420,1.0,0.90151405,ENSG00000140443,G401
428,1.0,0.82669497,ENSG00000162434,G401
432,1.0,0.82575977,ENSG00000167601,G401
434,1.0,0.9665781,ENSG00000169398,G401
442,1.0,0.77030265,ENSG00000197122,G401
446,1.0,0.9974909,ENSG00000121897,G401
447,1.0,0.97665566,ENSG00000055609 and ENSG00000272333,G401
448,1.0,0.9999931,ENSG00000114902 and ENSG00000118363 and ENSG00000129128 and ENSG00000140612 and ENSG00000166562,G401
449,1.0,0.9851157,ENSG00000055609 and ENSG00000167548,G401
450,1.0,0.77614856,ENSG00000005483,G401
451,1.0,0.9999702,ENSG00000099381,G401
453,1.0,0.97906643,ENSG00000104885,G401
454,1.0,0.7961643,ENSG00000109685,G401
455,1.0,0.98511606,ENSG00000110066,G401
456,1.0,0.7804253,ENSG00000116539,G401
457,1.0,0.981323,ENSG00000118058,G401
459,1.0,0.7767831,ENSG00000136169,G401
460,1.0,0.84157676,ENSG00000139718,G401
461,1.0,0.9989366,ENSG00000143379,G401
464,1.0,0.78630084,ENSG00000165671,G401
466,1.0,0.8036323,ENSG00000181090,G401
467,1.0,0.98502386,ENSG00000181555,G401
468,1.0,0.99993587,ENSG00000183955,G401
470,1.0,0.99947053,ENSG00000204371,G401
471,1.0,0.9804345,ENSG00000106462,G401
473,1.0,0.80954385,ENSG00000060656,G401
476,1.0,0.99724615,ENSG00000076201,G401
481,1.0,0.7722049,ENSG00000081721,G401
482,1.0,0.73943245,ENSG00000084112,G401
487,1.0,0.74120814,ENSG00000108861,G401
488,1.0,0.9979772,ENSG00000110536,G401
491,1.0,0.886418,ENSG00000112245,G401
493,1.0,0.83291477,ENSG00000112679,G401
495,1.0,0.7847162,ENSG00000120129,G401
501,1.0,0.74583346,ENSG00000141298,G401
515,1.0,0.89438176,ENSG00000164045,G401
521,1.0,0.997124,ENSG00000179295,G401
522,1.0,0.8964791,ENSG00000184007,G401
524,1.0,0.77221024,ENSG00000184545,G401
526,1.0,0.8861044,ENSG00000196396,G401
530,1.0,0.9177388,ENSG00000005882,G401
534,1.0,0.84795254,ENSG00000111684,G401
540,1.0,0.98601276,ENSG00000134255,G401
547,1.0,0.861533,ENSG00000138018,G401
550,1.0,0.889669,ENSG00000167676,G401
551,1.0,0.80040133,ENSG00000168000,G401
556,1.0,0.8063239,ENSG00000077044,G401
567,1.0,0.99976104,ENSG00000102144,G401
571,1.0,0.99900085,ENSG00000226784,G401
573,1.0,0.76082844,ENSG00000157326,G401
577,1.0,0.87794745,ENSG00000186115,G401
580,1.0,0.7514679,ENSG00000084754,G401
582,1.0,0.7491516,ENSG00000127884,G401
583,1.0,0.80271226,ENSG00000133835,G401
586,1.0,0.7381136,ENSG00000167107,G401
589,1.0,0.9913669,ENSG00000100714,G401
590,1.0,0.9914051,ENSG00000138363,G401
591,1.0,0.9747775,ENSG00000136877,G401
592,1.0,0.979459,ENSG00000159131,G401
594,1.0,0.75754666,ENSG00000065911,G401
596,1.0,0.7572909,ENSG00000163738,G401
597,1.0,0.9566124,ENSG00000116745,G401
598,1.0,0.7386398,ENSG00000186204,G401
600,1.0,0.58808494,ENSG00000117592,G401
601,1.0,0.8862942,ENSG00000164294,G401
602,1.0,0.9999548,ENSG00000167468,G401
608,1.0,0.82824636,ENSG00000052802,G401
611,1.0,0.51032543,ENSG00000099377,G401
613,1.0,0.73546165,ENSG00000121039,G401
616,1.0,0.5103971,ENSG00000159692,G401
618,1.0,0.9557824,ENSG00000167733,G401
620,1.0,0.98975265,ENSG00000197894,G401
624,1.0,0.8221788,ENSG00000132196,G401
636,1.0,0.88838893,ENSG00000100997,G401
638,1.0,0.9304671,ENSG00000011009,G401
641,1.0,0.7809065,ENSG00000120992,G401
643,1.0,0.7804917,ENSG00000135241,G401
646,1.0,0.87131214,ENSG00000151151,G401
647,1.0,0.98600096,ENSG00000127080,G401
648,1.0,0.884917,ENSG00000100605,G401
650,1.0,0.7352043,ENSG00000068383,G401
651,1.0,0.8267273,ENSG00000132376,G401
657,1.0,0.7375579,ENSG00000040933,G401
659,1.0,0.96320033,ENSG00000105655,G401
662,1.0,0.79602826,ENSG00000145725,G401
666,1.0,0.9999893,ENSG00000007168,G401
667,1.0,0.9999125,ENSG00000143398,G401
670,1.0,0.6999619,ENSG00000171862,G401
675,1.0,0.99748284,ENSG00000078142,G401
690,1.0,0.7920834,ENSG00000111077,G401
692,1.0,0.7948393,ENSG00000112367,G401
694,1.0,0.82555014,ENSG00000125458,G401
695,1.0,0.963503,ENSG00000126821,G401
696,1.0,0.93558204,ENSG00000137770,G401
697,1.0,0.78925693,ENSG00000139505,G401
702,1.0,0.9999125,ENSG00000165688,G401
706,1.0,0.9999125,ENSG00000211456,G401
713,1.0,0.7460111,ENSG00000143811,G401
716,1.0,0.72243243,ENSG00000123739,G401
721,1.0,0.757753,ENSG00000131979,G401
725,1.0,0.7838725,ENSG00000143149,G401
727,1.0,0.7783704,ENSG00000119723,G401
729,1.0,0.8025792,ENSG00000001630,G401
731,1.0,0.75629294,ENSG00000083807,G401
736,1.0,0.8921553,ENSG00000023330,G401
737,1.0,0.9796251,ENSG00000178773,G401
739,0.0,0.49667522,ENSG00000023697,G401
741,1.0,0.70319355,ENSG00000111716,G401
742,1.0,0.70261323,ENSG00000151116,G401
743,1.0,0.8358326,ENSG00000093010,G401
745,1.0,0.99315226,ENSG00000110871,G401
754,1.0,0.99880314,ENSG00000074800,G401
757,1.0,0.80466545,ENSG00000070614,G401
760,1.0,0.99462116,ENSG00000136720,G401
762,1.0,0.782932,ENSG00000153936,G401
766,1.0,0.9292601,ENSG00000132423,G401
768,1.0,0.81617886,ENSG00000196502,G401
770,1.0,0.75677717,ENSG00000117528,G401
772,1.0,0.9109906,ENSG00000012232,G401
773,1.0,0.9190556,ENSG00000162694,G401
774,1.0,0.9998055,ENSG00000105953,G401
776,1.0,0.7682563,ENSG00000197444,G401
777,1.0,0.999268,ENSG00000173085,G401
778,1.0,0.9606095,ENSG00000119537,G401
779,1.0,0.9556265,ENSG00000167186,G401
784,1.0,0.79369324,ENSG00000182199,G401
789,1.0,0.7518952,ENSG00000092621,G401
791,1.0,0.7279839,ENSG00000135069,G401
792,1.0,0.9981659,ENSG00000111237,G401
797,1.0,0.62928003,ENSG00000139631,G401
798,1.0,0.9973834,ENSG00000125166,G401
800,1.0,0.93579096,ENSG00000146701,G401
801,1.0,0.9641349,ENSG00000149809,G401
802,1.0,0.80098295,ENSG00000132570,G401
803,1.0,0.69053453,ENSG00000166228,G401
808,1.0,0.8657831,ENSG00000095596,G401
812,1.0,0.99587905,ENSG00000176890,G401
814,1.0,0.7665249,ENSG00000176974,G401
816,1.0,0.79841393,ENSG00000109929,G401
817,1.0,0.96439457,ENSG00000128039,G401
819,1.0,0.81052196,ENSG00000173638,G401
820,1.0,0.7843045,ENSG00000116984,G401
821,1.0,0.989609,ENSG00000102172,G401
823,1.0,0.8055616,ENSG00000116649,G401
825,1.0,0.99776447,ENSG00000128059,G401
826,1.0,0.9781106,ENSG00000178921,G401
830,1.0,0.72567046,ENSG00000277161,G401
834,1.0,0.7110454,ENSG00000116096,G401
836,1.0,0.9999492,ENSG00000142657,G401
