id,gene_PC1,gene_PC2,gene_PC3,gene_PC4,gene_PC5,gene_PC6,gene_PC7,gene_PC8,gene_PC9,gene_PC10,gene_PC11,gene_PC12,gene_PC13,gene_PC14,gene_PC15,gene_PC16,gene_PC17,gene_PC18,gene_PC19,gene_PC20,gene_PC21,gene_PC22,gene_PC23,gene_PC24,gene_PC25,gene_PC26,gene_PC27,gene_PC28,gene_PC29,gene_PC30,gene_PC31,gene_PC32,gene_PC33,gene_PC34,gene_PC35,gene_PC36,gene_PC37,gene_PC38,gene_PC39,gene_PC40,gene_PC41,gene_PC42,gene_PC43,gene_PC44,gene_PC45,gene_PC46,gene_PC47,gene_PC48,gene_PC49,gene_PC50,gene_PC51,gene_PC52,gene_PC53,gene_PC54,gene_PC55,gene_PC56,gene_PC57,gene_PC58,gene_PC59,gene_PC60,gene_PC61,gene_PC62,gene_PC63,gene_PC64,gene_PC65,gene_PC66,gene_PC67,gene_PC68,gene_PC69,gene_PC70,gene_PC71,gene_PC72,gene_PC73,gene_PC74,gene_PC75,gene_PC76,gene_PC77,gene_PC78,gene_PC79,gene_PC80,gene_PC81,gene_PC82,gene_PC83,gene_PC84,gene_PC85,gene_PC86,gene_PC87,gene_PC88,gene_PC89,gene_PC90,gene_PC91,gene_PC92,gene_PC93,gene_PC94,gene_PC95,gene_PC96,gene_PC97,gene_PC98,gene_PC99,gene_PC100
ENSG00000169710,2.80226865521088,1.32297193657875,-1.28751405764417,1.51003230484167,-1.45291680040422,2.33090317105756,-1.44859692324067,0.486471490172773,-0.142548064526758,6.68194102444775,-9.36251234212772,0.504319201345526,-0.422328576822185,3.24108178677327,-3.56840349467574,7.29042190793557,-0.35460595589153,3.76744489753591,-4.97145196297682,4.77517696461166,-0.617345732548004,1.56345582495707,-1.84368817339657,-2.37870120093768,2.88770341832511,-0.977688232258223,1.26231644672569,-5.56521813805153,2.86828623720369,-5.34264811553105,2.33722363890648,-4.27702261089827,0.71001453036007,-2.45919840334493,0.0224665556338057,-1.83954555863029,8.70839011291878,-7.74232715311017,3.59615052468201,-1.53994459791148,1.28252377055955,-1.68082835828293,-0.695291961201839,0.234025672662205,1.90752227634732,-3.27694262933322,8.14760728275791,1.47580852786866,-4.12848707051198,-2.91323870906272,0.86323124005647,4.53140757249031,-4.1709679530083,0.795656610402504,10.5151926352611,-5.6155473109633,-4.49433599264375,2.12813293300332,3.50764156316697,4.47336644740152,0.321932105626916,-1.73094663088548,-6.54171924373261,2.96121203232894,-11.4650671015454,4.97175376162234,-5.67315601605214,3.36970601135463,-6.84916628839212,4.15243464092075,-4.38480673907371,0.0620390863097251,-5.31577603486502,7.02350888347436,-1.18140982681112,4.79138344817375,-12.8946712267828,8.31315678918544,-21.6145655327552,0.35258730910818,-12.4207119721732,2.06924125791405,-6.14446780176628,13.8486359528095,-14.5551972980268,1.64327229707729,-8.55689083499299,6.45479070171057,-0.919591141082463,1.95157964194181,-0.783433140496338,1.22252092998684,-0.117843975778486,-1.18091643284181,0.489428572406501,6.41110067865538,-1.2913330878537,4.33806593769124,2.15469005933848,-3.94798472504003
ENSG00000110090,1.51443659738851,-0.798915727611791,0.107809092224053,0.387596156950262,-2.18466399292564,-0.665705112438109,1.4051649310624,1.01595216482139,0.109028384752953,2.55697866903093,-0.623253016736826,1.62525960754932,-3.51242638403351,0.801261482413054,-0.947179433572395,-1.62379029083867,-2.81815715995351,2.078332884164,0.262216243022566,1.61597910576461,1.58771475429487,1.39197440884834,-1.13533547425243,-0.641392268145573,-2.03831610775281,-2.68215032676954,1.06024434336263,-0.511070907697693,-2.66438677040101,-2.57805956448001,0.664862096856799,0.965230849157848,-2.81417550659503,-2.31823575897841,-0.565071171132819,-2.47739365402002,0.76470383835865,1.71753247030742,-2.64283854213033,-2.82299129832785,2.02557256872781,1.51484091978151,0.454280771966479,-0.158479646399823,-0.0604823256591523,0.882449321463347,-0.184395015298258,-2.40838212042589,-0.0617381059600374,1.06552736816364,1.44063684155389,1.38822638955007,0.484288157069,-0.184370289370411,-0.501342342665649,-0.183967486322578,2.55055196268368,-1.14818278802673,-0.329197852984161,3.70237033623504,-0.0315834921478882,-1.69087215001031,-0.789163445542108,2.06996926491993,2.58724124171659,-1.23858872340025,-0.755464707974272,-2.92272587447797,-1.78181453790415,-1.54331743985652,-3.18150576639056,-2.21987157171311,-1.2160433058347,-1.64259761815391,-0.994874482280173,-3.56777019354286,-0.423737984631388,-0.215825166210949,2.02185919124979,4.9774266411317,0.0431862159180804,1.90486967089179,4.50771190172735,-0.845747032952507,0.894951660259269,-2.37186244044725,-0.921937168836248,-0.331321153904055,3.304226024156,1.17969664563651,1.76068825322483,-0.05052892377176,0.594583337086387,2.25303263796744,-2.89531167145823,0.495416022894677,0.155392402506127,0.0528142151421306,-0.629862112993973,-3.22367722183164
ENSG00000178700,-3.35271140939665,-1.49569684153787,-0.438307699999212,-1.92078856567569,1.37529051487221,0.30925989440267,-0.135740547718483,-0.125791674589633,0.170589559513073,0.309436735579509,1.25146795549944,0.220844765869207,0.226142581523007,-0.298473797485322,-0.416723635589588,0.393951962411897,0.0374926482795738,0.187907162626065,-0.484000548442179,-0.585376532147039,0.501051130710216,-0.316834486322685,-0.322430858855219,0.136699883486685,-0.0366535339489309,0.275750965384882,-0.419511400168528,0.140849114793392,0.350430454125319,0.780152287973306,-0.146862373348692,0.508641033674329,-0.226665391391484,-0.468965240905538,0.383596278047602,0.253056467253173,0.108730365180662,0.220969918034863,-0.557414790941871,-0.0383713186754199,0.016564766003057,-0.110160053939404,0.131656112810091,0.403381058508889,-0.105075611989684,-0.249705893963333,-0.452073628264458,0.319338271000906,0.140363049687752,-0.296258073735106,-0.0285415819165324,0.0197670818072135,0.002469486176957,-0.0330396230572425,-0.4454308595448,-0.00346445617087983,0.0562965982837263,-0.0680726964191583,-0.112587975164694,0.0592627949310112,0.00951963401131296,-0.310945357779588,0.419565710336305,-0.0330635852063274,-0.181008246178963,-0.284405581826311,-0.222179339773571,0.0548361376881325,0.290442052381835,-0.411893173097016,-0.732806644339485,-0.0902220487990038,-0.00390272120367779,0.380831115421459,-0.634197441264808,-0.0558669124935909,-0.368782263947277,0.0653930932868741,0.250298100280269,-0.140948992916549,0.530376553556385,0.161181587999066,-0.404262122245587,-0.28771453978746,0.00327697774790133,-0.168458105314945,0.654948325159269,-0.0912187954766393,-0.47111916196013,0.0401342667892887,0.0892131120100483,-0.41868469328987,-0.178663240667857,-0.314785737542724,0.00674659819495524,0.339003030022895,0.0812920951601072,0.849139001293913,-0.344750609022166,-0.226163274010914
ENSG00000091140 and ENSG00000140905 and ENSG00000145020 and ENSG00000178445,6.1605636802205,4.99002714077686,-2.94020941020328,0.573318099321133,-4.38007238430123,1.6885385975097,-0.759980826836129,-1.94870835315067,1.20816977356893,7.34424920339307,-4.44982380504387,0.720166009385601,-3.22753754789181,3.56314312257283,1.52126557626242,-4.63147718698676,-3.4469740400209,-0.347592827502872,3.94241988468807,7.66902616492691,-1.91706351250454,1.00615563801862,2.77461020905035,0.390333623809043,-2.7794905676737,-1.20164839211005,-1.58051217813785,5.01131896734975,1.98301631419853,-8.48836247994748,0.459314889970935,-0.121021310556377,-2.68092957575937,-7.75461146623577,-5.20427666737581,-3.64207520514542,4.34574789896771,-12.1656751212004,11.6192627671889,-9.36990080081396,4.58601416790794,3.20128895644094,-4.93135641276308,-13.9635588423856,-0.277214716637282,-8.14378481200185,7.32400826634233,-14.942470910199,4.2409624147894,12.2437073764787,-13.2350727821118,16.6014034604364,10.2045621287462,1.47877460769873,4.79599348742737,-9.75481865465464,9.72861009239212,6.08967134562272,7.42516068031861,0.455586819659471,3.47699490186128,3.09360192477417,5.59119491244775,-9.48488432118127,4.56841877759142,1.52212592499992,-6.68060091425021,0.497417128868987,-2.5714923239858,8.00927400591025,4.31805008691158,-7.31212955637326,4.00047351468319,-11.0875867674473,4.26113214572084,7.75926415914563,3.54549664598302,-5.70282719924207,-2.57756151784324,9.30004960223863,-3.46274391195438,19.1731370435763,0.212406880354882,-4.46360148534565,-1.08091147321854,0.950581064945462,5.14145580844828,7.09038187867644,-2.36472180214852,2.63076247741946,6.6576872766011,2.17530429150354,-2.71505735363734,14.8024275696258,13.4351823733789,11.9405482783309,-2.44525342499607,4.74726279885978,8.62005916362918,-5.03883754326619
ENSG00000084754 and ENSG00000138029 and ENSG00000167315,5.02446424793424,5.71040257374451,-1.50829347623645,4.61315500551788,-14.3495982312698,3.99543951585443,2.47417639810259,-2.02384843064817,3.03918945073792,17.5219762019578,-11.5671079738915,7.70329841609,-23.4066933433819,10.5470011690632,11.0486866897302,-11.6330921777632,-2.96988441458588,-1.51661498989272,-0.287892065454057,-4.55729439907899,-1.21187747337561,3.02541302924409,-1.84640197753057,2.01343854445122,-3.49797714432896,2.17758217679678,2.67851847532041,3.60372532537534,-1.7330023848114,3.68771169014745,-2.99839111798846,-3.42413229745869,-4.59442617319794,-1.30347227020598,-2.72468858625045,2.75944246201026,-3.73475971598723,1.2650016946022,3.30093566587997,1.81700839315724,1.2287105278517,4.43621145536701,-4.48149022775222,6.31199607299903,0.548227034173873,-6.9777060546226,-6.37432420627317,-8.94025787674761,1.6358286604246,0.632921498466931,0.915793429568333,-1.26362163408438,2.44472822329266,3.0815211578059,0.831400915092489,1.3873116193182,1.27088942616881,7.25316731719048,11.1281983335924,6.00076493138052,-2.37805842537626,-2.58634103751098,-5.7806891251569,4.53276251586974,4.48164949499937,2.00450416303687,-0.0904279984936981,3.57676287020854,2.79360149918165,-7.83555686428508,8.0294384691137,-2.01281081836946,-3.22402969971351,-2.54813943977345,8.16541349563972,3.56107505472071,7.27770160704227,0.33797111496043,0.389803271503478,-0.508236748095789,-8.39838381235274,9.83713153717781,-9.02842915199459,-8.34686222125743,5.57232743762739,-11.3450270149586,3.69515995223349,-4.31018651270408,-5.33280599793648,10.3130635103494,1.52227571856217,11.0368089882657,-3.35652036962904,3.48967018091535,-4.82065878927398,4.36552819861563,-2.83740492430707,9.4769232867917,-12.8997837238342,13.7149480928909
ENSG00000100714,4.96833202321237,-1.36955297188757,-0.949942426209936,-0.0692728120566324,0.295200249104709,3.32229170607456,-2.27200315205203,-0.0628386637471601,1.22522544648439,2.71243861357353,-0.995320645236586,-0.245995736517248,-3.90354755555813,0.61957238934893,1.48366888516717,-1.53953609012199,-1.02556009029958,-1.24710476125664,0.317298691365282,-0.626835905257291,-1.65408008142343,0.643296408576065,-4.84172942134504,3.81368988987612,0.148798903531482,0.0643866283808895,-0.220957545502151,-0.826267147170183,3.12537483156928,-2.40063647192197,0.270333069866237,1.41062069028712,0.618213108764748,-1.03783443433608,-0.415698081505147,0.319516987741382,1.17587054057865,-0.868408866781487,2.12460153580768,2.23997400941304,1.81496732702349,-0.570073518635256,1.86156890785599,0.28258337962219,0.712260077015392,-0.868558435817003,2.45728276815172,-1.08542775800344,-2.07281899562538,-1.55292805373384,-2.29235247165555,0.456212976804857,-0.993682922569538,-0.431929621125598,1.35142374579416,-0.814906075277018,0.212273248543432,0.27022178764061,2.00767797169247,-2.15670013657227,0.251399696318455,-3.18702668623489,-0.40180832126849,0.997292718092548,-1.09692831540014,-1.08394212933297,0.621072324783216,-0.830763585137036,0.36261067980572,1.30023700748099,1.18187374128849,-0.59140422993328,1.76785934077071,0.983522746831875,0.074005325514752,0.40136500390086,-0.00536581288190124,0.863443428766695,-0.125508153828688,-0.00387563795488675,-0.0824502784388345,2.6187695453228,-0.138806713905597,2.41456100084065,0.0781809464245532,-2.26854342672053,1.68369899886473,-0.376830658985439,0.277310803450799,-0.185009609647291,1.42450504499371,-0.112949672512016,-2.53464928038396,1.98711929844428,2.25121650749569,0.222539038423385,-0.986420710994989,-0.445501170772433,1.28221262122476,0.755744625167133
ENSG00000059573,-1.72051947951806,-1.06784615645356,-0.709982550740461,-0.0375487041366836,1.79958703688038,1.22716302602276,0.0502068508418813,-0.206484426810724,0.122027924469091,-0.578683285158168,-0.170246711993289,-0.0267624216790268,1.2592401099024,0.199252640713214,-0.881027672886098,0.880102772764547,-0.375565577200545,0.0918155176720041,-0.954914119520875,-1.43958459434124,0.445701509542599,0.102823688110399,-0.706818947872479,0.0896268577312211,0.163768270149366,-1.96001901092615,-1.11859094382399,-1.0802608961408,-0.741039319442983,-1.25126830824837,-0.265911936313376,1.28206993632937,-1.26625260102152,-0.706919032197541,1.14658054781543,-0.864774021672567,-0.350587244086909,0.63234953002515,0.0476874244653169,-0.576294679756007,1.54899974845683,0.278815867594519,-0.219905343318698,0.0159885682269952,-0.546851788357951,0.553214508592911,-0.711099310221783,-0.983026534026024,-0.60700392612519,1.66822847933276,2.50818707812189,0.569954554166096,-1.33416411084544,0.315715159096847,0.947742884031031,-0.254069528199534,1.1133966931786,-0.586197056016694,1.0316536299461,-0.636830132075815,0.95903893183246,1.43504643967534,-0.798240504381614,-0.51825210194183,0.887578910881864,-1.23199514953834,0.32026467315544,-0.625671917330184,-0.908603169343072,-0.012459237333368,0.363856528758716,0.649319592722523,-0.152483125359958,-0.676363298073255,1.49086755376709,0.173369011234848,-1.04352123810905,1.85842788894346,0.319942291758786,0.384328461597075,0.817638754139987,1.88732617129166,0.13587562606439,1.21761492408646,2.13193745707766,-0.400933598955626,1.25220362539506,-0.569567117242681,0.23102015135541,-0.956159228282003,1.26629230452764,-0.597989666741773,-0.261397121366973,0.0506788896140949,0.270266399274932,-1.13437278307402,-2.70208187630004,-0.788692900898282,-1.94660491027249,0.676731319458344
ENSG00000084754 and ENSG00000113790 and ENSG00000127884,2.40542354046542,5.39926678995844,-4.56150527146746,2.55603207968386,-11.0444337831194,3.6622034562451,3.71250923503519,-2.53527928477548,1.13619823226949,17.8305907400658,-14.9797752530007,8.23932442628672,-25.8832139539319,13.9461532553316,11.3195284329765,-13.7683736306895,-5.29685290397364,-3.47952446678536,0.783170135251852,-8.89419835953692,-1.91028727617702,-0.40472017673696,-0.150014436701138,-2.82916643963406,0.123956622327344,4.34294590706405,-0.105322645707761,0.0503430788138684,-2.6971599929255,0.303413575883288,2.45766492086497,2.26576462040929,3.75751572141912,8.62577841471481,7.56125348066911,-9.7268759544271,5.64374054031452,2.85622426687133,-1.03837927125461,-3.7747226012754,-0.79873192279509,3.76914168237268,3.78669915976487,-1.73941128885845,-4.31216840654137,1.69294832633301,-3.85334385015102,0.467309872526744,-5.53238539491242,-4.79246246474612,4.17224336319517,-3.4209104883787,2.98023994767686,5.18348523690228,-2.20055402494961,3.61637940292321,-1.1345528305959,-0.0492303577159978,-4.19717914132468,-0.0315577486758097,0.661009596789348,5.31057903133633,-2.3824154859603,5.36363407872406,3.57018495128137,-5.53983025494449,-2.04284111513979,2.24507106478446,2.82450834172299,-1.66349407045855,-1.0715024259778,-2.66216974555629,1.30181092938539,-2.04269790797367,-2.13174050641394,-0.219914124490165,0.822541032261274,-2.61115554974836,3.8961573454084,-1.9724836999486,-0.885241352273512,5.04712917959262,2.38205091033174,-0.641633941778572,1.02473192670773,1.62921812041399,0.987751120013947,3.50866509257733,3.20598318040309,1.66139574540068,-0.618747510288554,-3.04992402134201,5.33993932331945,0.966460393170529,-1.94119924413269,-1.66957947383277,4.26751177592,-0.204156126400771,-0.554735702621132,0.406327069035386
ENSG00000113161,1.5620254774079,1.70245123984416,-1.19677517963373,2.46821827479996,-1.05007667612488,-0.917826242145927,-0.0965360960353765,1.85015423636529,-1.53972129120305,1.8107575086069,-8.36267497810521,2.06509208186818,-1.08355363534665,3.10394491346472,-2.4321384593365,3.97124286779425,2.48358079579926,4.83472578762546,-3.16340035189896,1.6097073185706,-2.57329380216659,-1.31300807060074,0.513379908729973,-2.42086666788258,4.04800899707648,-0.590929495782213,-0.0366555432690133,-3.97185654805968,-5.3538557219709,-15.0568646667935,5.6845932565297,-0.205385461337194,-7.84039815406493,1.61085527108884,-3.04296658711264,9.87673795230798,-0.127597940255975,0.388757465616423,-6.52929959150079,-0.157374545373679,0.488535271340827,0.871033683202429,-4.1375132926983,5.3517856032251,6.47104789144912,4.2472723047955,2.02659238858363,2.24613721276897,3.21207837805475,5.90983337443552,0.401001149972821,3.93242218335241,0.176763102235526,1.04834656367511,0.706442235438286,5.19640026390637,-0.0712879078872229,-6.59544692275799,-5.8988270046852,2.9249559570897,3.98971964226031,-2.87882057858057,4.41062962091174,1.73985193002938,-4.75192492375021,2.82803440546815,-8.00038716649793,-0.081492612484244,5.18315201369445,-1.35615829177349,-1.49744441251683,-2.64207034350076,2.09322731155539,-0.333784493287068,-1.32248195534626,-0.0650597834792293,1.10779803297844,0.34070133034467,-4.46336430183179,-1.3758081839845,-6.04896955660051,-1.10811422147388,8.74170441847748,6.13013706413701,11.4609877325072,7.94355847782927,7.81047832668235,4.96112140374907,6.63372759150242,0.342921745979532,-0.828339534654592,3.91991574521459,-5.70657743010669,-6.18191898299225,2.60866377594503,-2.47468414789434,2.51438041115279,-2.22887027088695,8.7153664597904,-1.57729219335863
ENSG00000153574,0.594548316284775,-1.29288904144032,-0.101650784293173,-0.00952688010789433,0.60692693531735,4.28155817072173,0.785854497255773,0.0763616887142599,0.365783592695322,-1.86704376736017,1.31781487932606,0.239601751515219,0.152254414422914,-0.930551216653641,0.0647948322996031,0.889975012391282,0.216832913566273,-0.148445485694703,-1.3265427939428,-1.13471923680996,0.200798494135445,-0.427526813081131,0.847930873564386,1.45403439735568,0.263360588110452,1.1390241907515,0.0603758635563959,-0.929865066575576,0.099713424946075,-2.12684857371201,-1.4200391011692,0.380271648371103,2.50879082802523,-1.7537728401255,-0.215293797441974,-0.0241306848592855,0.222321004555289,-0.159155407868664,0.348971875080345,0.256382605054309,-0.041378212032162,-1.12415588353882,-0.301574176163742,-0.83946346799198,-0.506350534605955,0.201291685844646,0.698239142899818,-0.840505230567873,0.378630825703772,-0.987532095221846,0.0431379952333332,2.30102357845805,-0.0715824491818229,0.482746834740939,-0.115148245579511,-1.80582257446169,-0.622340729064366,-0.352909436142951,-1.14420332505202,0.54218987205037,0.0862631137526832,-0.0720843568904547,0.265110330707028,-0.0328742513512081,-0.153014174403409,-0.45369013020802,-0.214914380219592,2.72005307600787,-0.361077501300133,0.865520520843054,0.492347930629259,-0.326523943432709,-0.204200748169482,-1.07151351002238,-1.0681362194449,0.685668260794739,0.653077758635719,1.68103013107733,0.441860404684904,-0.0594498172112749,0.433233890718088,-0.456548171936762,0.618099699568145,1.09093143892219,0.194069805392614,0.680201629767974,-0.616383757141017,0.407931748047573,1.23405712288698,-1.56442164469877,0.695782454116174,-0.543604720397717,1.42901202162897,-0.320102328223545,2.09215991627898,-0.142171535873317,-0.12943647930954,0.649773673714567,1.22042789687245,0.0486632922932622
