id,gene_PC1,gene_PC2,gene_PC3,gene_PC4,gene_PC5,gene_PC6,gene_PC7,gene_PC8,gene_PC9,gene_PC10,gene_PC11,gene_PC12,gene_PC13,gene_PC14,gene_PC15,gene_PC16,gene_PC17,gene_PC18,gene_PC19,gene_PC20,gene_PC21,gene_PC22,gene_PC23,gene_PC24,gene_PC25,gene_PC26,gene_PC27,gene_PC28,gene_PC29,gene_PC30,gene_PC31,gene_PC32,gene_PC33,gene_PC34,gene_PC35,gene_PC36,gene_PC37,gene_PC38,gene_PC39,gene_PC40,gene_PC41,gene_PC42,gene_PC43,gene_PC44,gene_PC45,gene_PC46,gene_PC47,gene_PC48,gene_PC49,gene_PC50
ENSG00000169710,2.80226865521088,1.32297193657875,-1.28751405764417,1.51003230484167,-1.45291680040422,2.33090317105756,-1.44859692324067,0.486471490172773,-0.142548064526758,6.68194102444775,-9.36251234212772,0.504319201345526,-0.422328576822185,3.24108178677327,-3.56840349467574,7.29042190793557,-0.35460595589153,3.76744489753591,-4.97145196297682,4.77517696461166,-0.617345732548004,1.56345582495707,-1.84368817339657,-2.37870120093768,2.88770341832511,-0.977688232258223,1.26231644672569,-5.56521813805153,2.86828623720369,-5.34264811553105,2.33722363890648,-4.27702261089827,0.71001453036007,-2.45919840334493,0.0224665556338057,-1.83954555863029,8.70839011291878,-7.74232715311017,3.59615052468201,-1.53994459791148,1.28252377055955,-1.68082835828293,-0.695291961201839,0.234025672662205,1.90752227634732,-3.27694262933322,8.14760728275791,1.47580852786866,-4.12848707051198,-2.91323870906272
ENSG00000110090,1.51443659738851,-0.798915727611791,0.107809092224053,0.387596156950262,-2.18466399292564,-0.665705112438109,1.4051649310624,1.01595216482139,0.109028384752953,2.55697866903093,-0.623253016736826,1.62525960754932,-3.51242638403351,0.801261482413054,-0.947179433572395,-1.62379029083867,-2.81815715995351,2.078332884164,0.262216243022566,1.61597910576461,1.58771475429487,1.39197440884834,-1.13533547425243,-0.641392268145573,-2.03831610775281,-2.68215032676954,1.06024434336263,-0.511070907697693,-2.66438677040101,-2.57805956448001,0.664862096856799,0.965230849157848,-2.81417550659503,-2.31823575897841,-0.565071171132819,-2.47739365402002,0.76470383835865,1.71753247030742,-2.64283854213033,-2.82299129832785,2.02557256872781,1.51484091978151,0.454280771966479,-0.158479646399823,-0.0604823256591523,0.882449321463347,-0.184395015298258,-2.40838212042589,-0.0617381059600374,1.06552736816364
ENSG00000178700,-3.35271140939665,-1.49569684153787,-0.438307699999212,-1.92078856567569,1.37529051487221,0.30925989440267,-0.135740547718483,-0.125791674589633,0.170589559513073,0.309436735579509,1.25146795549944,0.220844765869207,0.226142581523007,-0.298473797485322,-0.416723635589588,0.393951962411897,0.0374926482795738,0.187907162626065,-0.484000548442179,-0.585376532147039,0.501051130710216,-0.316834486322685,-0.322430858855219,0.136699883486685,-0.0366535339489309,0.275750965384882,-0.419511400168528,0.140849114793392,0.350430454125319,0.780152287973306,-0.146862373348692,0.508641033674329,-0.226665391391484,-0.468965240905538,0.383596278047602,0.253056467253173,0.108730365180662,0.220969918034863,-0.557414790941871,-0.0383713186754199,0.016564766003057,-0.110160053939404,0.131656112810091,0.403381058508889,-0.105075611989684,-0.249705893963333,-0.452073628264458,0.319338271000906,0.140363049687752,-0.296258073735106
ENSG00000091140 and ENSG00000140905 and ENSG00000145020 and ENSG00000178445,6.1605636802205,4.99002714077686,-2.94020941020328,0.573318099321133,-4.38007238430123,1.6885385975097,-0.759980826836129,-1.94870835315067,1.20816977356893,7.34424920339307,-4.44982380504387,0.720166009385601,-3.22753754789181,3.56314312257283,1.52126557626242,-4.63147718698676,-3.4469740400209,-0.347592827502872,3.94241988468807,7.66902616492691,-1.91706351250454,1.00615563801862,2.77461020905035,0.390333623809043,-2.7794905676737,-1.20164839211005,-1.58051217813785,5.01131896734975,1.98301631419853,-8.48836247994748,0.459314889970935,-0.121021310556377,-2.68092957575937,-7.75461146623577,-5.20427666737581,-3.64207520514542,4.34574789896771,-12.1656751212004,11.6192627671889,-9.36990080081396,4.58601416790794,3.20128895644094,-4.93135641276308,-13.9635588423856,-0.277214716637282,-8.14378481200185,7.32400826634233,-14.942470910199,4.2409624147894,12.2437073764787
ENSG00000084754 and ENSG00000138029 and ENSG00000167315,5.02446424793424,5.71040257374451,-1.50829347623645,4.61315500551788,-14.3495982312698,3.99543951585443,2.47417639810259,-2.02384843064817,3.03918945073792,17.5219762019578,-11.5671079738915,7.70329841609,-23.4066933433819,10.5470011690632,11.0486866897302,-11.6330921777632,-2.96988441458588,-1.51661498989272,-0.287892065454057,-4.55729439907899,-1.21187747337561,3.02541302924409,-1.84640197753057,2.01343854445122,-3.49797714432896,2.17758217679678,2.67851847532041,3.60372532537534,-1.7330023848114,3.68771169014745,-2.99839111798846,-3.42413229745869,-4.59442617319794,-1.30347227020598,-2.72468858625045,2.75944246201026,-3.73475971598723,1.2650016946022,3.30093566587997,1.81700839315724,1.2287105278517,4.43621145536701,-4.48149022775222,6.31199607299903,0.548227034173873,-6.9777060546226,-6.37432420627317,-8.94025787674761,1.6358286604246,0.632921498466931
ENSG00000100714,4.96833202321237,-1.36955297188757,-0.949942426209936,-0.0692728120566324,0.295200249104709,3.32229170607456,-2.27200315205203,-0.0628386637471601,1.22522544648439,2.71243861357353,-0.995320645236586,-0.245995736517248,-3.90354755555813,0.61957238934893,1.48366888516717,-1.53953609012199,-1.02556009029958,-1.24710476125664,0.317298691365282,-0.626835905257291,-1.65408008142343,0.643296408576065,-4.84172942134504,3.81368988987612,0.148798903531482,0.0643866283808895,-0.220957545502151,-0.826267147170183,3.12537483156928,-2.40063647192197,0.270333069866237,1.41062069028712,0.618213108764748,-1.03783443433608,-0.415698081505147,0.319516987741382,1.17587054057865,-0.868408866781487,2.12460153580768,2.23997400941304,1.81496732702349,-0.570073518635256,1.86156890785599,0.28258337962219,0.712260077015392,-0.868558435817003,2.45728276815172,-1.08542775800344,-2.07281899562538,-1.55292805373384
ENSG00000059573,-1.72051947951806,-1.06784615645356,-0.709982550740461,-0.0375487041366836,1.79958703688038,1.22716302602276,0.0502068508418813,-0.206484426810724,0.122027924469091,-0.578683285158168,-0.170246711993289,-0.0267624216790268,1.2592401099024,0.199252640713214,-0.881027672886098,0.880102772764547,-0.375565577200545,0.0918155176720041,-0.954914119520875,-1.43958459434124,0.445701509542599,0.102823688110399,-0.706818947872479,0.0896268577312211,0.163768270149366,-1.96001901092615,-1.11859094382399,-1.0802608961408,-0.741039319442983,-1.25126830824837,-0.265911936313376,1.28206993632937,-1.26625260102152,-0.706919032197541,1.14658054781543,-0.864774021672567,-0.350587244086909,0.63234953002515,0.0476874244653169,-0.576294679756007,1.54899974845683,0.278815867594519,-0.219905343318698,0.0159885682269952,-0.546851788357951,0.553214508592911,-0.711099310221783,-0.983026534026024,-0.60700392612519,1.66822847933276
ENSG00000084754 and ENSG00000113790 and ENSG00000127884,2.40542354046542,5.39926678995844,-4.56150527146746,2.55603207968386,-11.0444337831194,3.6622034562451,3.71250923503519,-2.53527928477548,1.13619823226949,17.8305907400658,-14.9797752530007,8.23932442628672,-25.8832139539319,13.9461532553316,11.3195284329765,-13.7683736306895,-5.29685290397364,-3.47952446678536,0.783170135251852,-8.89419835953692,-1.91028727617702,-0.40472017673696,-0.150014436701138,-2.82916643963406,0.123956622327344,4.34294590706405,-0.105322645707761,0.0503430788138684,-2.6971599929255,0.303413575883288,2.45766492086497,2.26576462040929,3.75751572141912,8.62577841471481,7.56125348066911,-9.7268759544271,5.64374054031452,2.85622426687133,-1.03837927125461,-3.7747226012754,-0.79873192279509,3.76914168237268,3.78669915976487,-1.73941128885845,-4.31216840654137,1.69294832633301,-3.85334385015102,0.467309872526744,-5.53238539491242,-4.79246246474612
ENSG00000113161,1.5620254774079,1.70245123984416,-1.19677517963373,2.46821827479996,-1.05007667612488,-0.917826242145927,-0.0965360960353765,1.85015423636529,-1.53972129120305,1.8107575086069,-8.36267497810521,2.06509208186818,-1.08355363534665,3.10394491346472,-2.4321384593365,3.97124286779425,2.48358079579926,4.83472578762546,-3.16340035189896,1.6097073185706,-2.57329380216659,-1.31300807060074,0.513379908729973,-2.42086666788258,4.04800899707648,-0.590929495782213,-0.0366555432690133,-3.97185654805968,-5.3538557219709,-15.0568646667935,5.6845932565297,-0.205385461337194,-7.84039815406493,1.61085527108884,-3.04296658711264,9.87673795230798,-0.127597940255975,0.388757465616423,-6.52929959150079,-0.157374545373679,0.488535271340827,0.871033683202429,-4.1375132926983,5.3517856032251,6.47104789144912,4.2472723047955,2.02659238858363,2.24613721276897,3.21207837805475,5.90983337443552
ENSG00000153574,0.594548316284775,-1.29288904144032,-0.101650784293173,-0.00952688010789433,0.60692693531735,4.28155817072173,0.785854497255773,0.0763616887142599,0.365783592695322,-1.86704376736017,1.31781487932606,0.239601751515219,0.152254414422914,-0.930551216653641,0.0647948322996031,0.889975012391282,0.216832913566273,-0.148445485694703,-1.3265427939428,-1.13471923680996,0.200798494135445,-0.427526813081131,0.847930873564386,1.45403439735568,0.263360588110452,1.1390241907515,0.0603758635563959,-0.929865066575576,0.099713424946075,-2.12684857371201,-1.4200391011692,0.380271648371103,2.50879082802523,-1.7537728401255,-0.215293797441974,-0.0241306848592855,0.222321004555289,-0.159155407868664,0.348971875080345,0.256382605054309,-0.041378212032162,-1.12415588353882,-0.301574176163742,-0.83946346799198,-0.506350534605955,0.201291685844646,0.698239142899818,-0.840505230567873,0.378630825703772,-0.987532095221846
