id,gene_PC1,gene_PC2,gene_PC3,gene_PC4,gene_PC5,gene_PC6,gene_PC7,gene_PC8,gene_PC9,gene_PC10,gene_PC11,gene_PC12,gene_PC13,gene_PC14,gene_PC15,gene_PC16,gene_PC17,gene_PC18,gene_PC19,gene_PC20,gene_PC21,gene_PC22,gene_PC23,gene_PC24,gene_PC25,gene_PC26,gene_PC27,gene_PC28,gene_PC29,gene_PC30,gene_PC31,gene_PC32,gene_PC33,gene_PC34,gene_PC35,gene_PC36,gene_PC37,gene_PC38,gene_PC39,gene_PC40,gene_PC41,gene_PC42,gene_PC43,gene_PC44,gene_PC45,gene_PC46,gene_PC47,gene_PC48,gene_PC49,gene_PC50
ENSG00000162066,-2.8459505523111,-1.07439303829842,-0.318974809030921,-1.54330643903644,0.635095879008442,0.461486993895695,0.940081405400941,0.205121345130225,0.107500304799244,-0.404609666434709,1.28383773820263,0.719953011439473,0.0298007403273888,-0.138148872333165,-0.660827480092738,0.839211269921047,0.343693237031218,0.503740595905849,-0.815700773499285,0.010764362187963,1.24303943846782,-0.0778359551770388,-0.657830600154906,0.321872105254927,-0.232541091070017,0.0544344173020158,0.20048987527219,-0.471333125811012,0.54891587642779,1.14189981276386,0.199502110956496,0.877225250778148,-0.109936694512379,-0.93793676915024,-0.197750758587699,-0.242943862412222,0.781259729199016,0.951494611660624,-0.303675841889671,0.956400581298618,-0.119531582551974,0.0782503030475569,-0.268323502208308,0.334998688473576,-0.193461113134346,-0.754728678952084,0.266413018636022,0.0703637838703728,0.220512162188139,-0.0680636210776328
ENSG00000117308,-0.30168054381107,0.172416078460054,2.15180598218912,0.0937817213585683,0.382380548623696,1.42630529521694,-2.6427926319114,-0.347058322528174,-0.61074748822933,2.48768800114199,1.3075631753441,0.174378552728216,1.02323646604383,0.444105408770961,0.369402663232712,-0.435089699810584,2.00538513215079,0.0445153981458873,0.239043731103922,0.731664979095161,1.12475206437117,-1.05162408035874,0.223935646485315,-2.12021669919561,-0.192140108133579,0.887391120058026,0.0446261176262885,-0.329292147336037,0.567345080739743,1.02066988904784,1.00257326253911,0.152548081589569,-1.28819584352158,1.4904911112003,-0.00349237914973816,-1.00529979721745,0.227357901399061,-0.84064106545084,-0.969665199593285,-0.0982786250877167,0.290959591753008,1.27580112595893,0.117248625884825,1.42710410334381,-1.05938289797347,-1.39454700660566,1.42334384759942,-1.37212473069255,-0.499888512553687,-0.945718813549836
ENSG00000104522,-1.39771678766019,1.05217755805814,-0.204394178695007,1.08762526511512,0.214545179161771,-0.272696315035984,-1.4264154996788,-0.756871701161691,0.186302647124216,1.50491216819615,1.00659832181105,-0.496319683286725,1.6501509689981,1.22228625371628,-0.207711126135719,0.522293014959852,1.49522310660291,-1.67546871104247,-0.858670542896807,0.127440681366808,0.557930842726386,0.946961123369029,0.719433026842685,-0.454470676774694,0.793401773903066,-0.108157682944469,1.57456109292336,0.614059526045589,0.568507060442379,-1.31969307916773,1.59090578270792,-0.00972858667746147,-0.483374000081587,-0.686402942550253,-0.332457001785431,-0.895980766515998,0.961779906902035,-2.38716468217156,-0.581312250881961,-2.09534367765055,-0.52065893966274,-0.332179669363446,0.11272366968636,0.618900160149583,-0.357576355658129,-2.28957156887231,1.51822560907082,2.09263232670769,-1.46083173017127,-1.00268751298597
ENSG00000176974,2.45025785753563,-0.902275727965005,-0.124449868408774,-0.870239608412689,0.291892070717424,1.78870737645263,-0.510179709121041,0.178974739485979,-0.924280316233028,1.06499699300525,-0.965813110935787,0.755580560074419,-1.59416787257551,1.21788616100573,0.876971094907711,-0.480565207384641,0.273125646257666,-1.11415003294122,-1.16633414788283,-0.418701035462165,-2.29914820515059,-1.23017431978971,-1.15815835800182,1.38557194188804,0.159419414088742,1.12889596172379,-1.96443960374608,-0.15120309706828,1.25794340906468,-1.99480699934745,1.57760089789837,-0.278621688981647,0.49964242297738,-0.502638788854562,-0.336799368131881,0.360601175390749,0.76978896470577,-0.0997250111936993,1.04057296039739,0.79804433050523,1.2214230373414,0.471503056007164,1.56250576544806,0.122611989166017,1.74443340044055,-0.232942044379523,0.841039117744638,-0.898641496240854,-0.988740577875163,0.325321360444887
ENSG00000072506 and ENSG00000084754 and ENSG00000138796,7.56467289012543,9.66869922573706,-2.83238045648849,7.60798109179535,-13.9427905381849,9.2336745876707,7.46590330758596,-6.98283756927144,6.45953366919924,22.9370557059479,-21.9618600927587,13.2590173428444,-38.9502151932887,15.7806538848766,21.5070243491914,-16.9001808683009,-1.28830041112764,3.00277715674209,2.82269947827536,-19.2156796118266,1.93955080693948,3.01500660603569,-9.08831902722566,7.48705122836556,1.46129979802875,-4.99181550233867,3.32136155971472,1.99016410399881,-9.75373399250104,-0.0319956857643763,-19.3928662537555,2.05296150349234,-11.9107383702092,-24.4343350696757,-15.4439290562511,30.9479446615472,-22.1476221813914,-3.4088090472163,-16.263970718512,4.65287735118411,-3.80500774795456,-7.34635577717053,-9.80005938331382,15.9178973391312,8.79851261094236,0.95927207242913,0.454345133067956,7.98650272893515,16.206018018796,1.32385273705686
ENSG00000060971 and ENSG00000113790 and ENSG00000133835,1.95472329610987,6.33561913920652,-4.24427647078851,2.51582719182995,-13.2826159863081,-0.0585970117931164,1.9616287350023,-4.67208992400543,2.82954871475924,19.9375313213961,-13.758794300387,9.053301478423,-28.4546208879797,15.3263725782933,12.0112735600278,-13.1926491375606,-3.62242876523118,-1.42970982823796,0.103848953553223,0.806679749856567,-3.77278136576461,-2.40922585810738,2.13581333453173,-8.44427014326666,1.17932962595394,5.56924474739902,1.83008636286203,-3.91661541467082,0.0758092255624276,1.3641046009719,13.1447398116175,0.649576903126993,11.6146335189143,14.4801597795847,16.6614379778733,-20.754358706383,14.7270178730789,6.75046793349208,1.92882769939944,3.23976918095743,4.98934460564635,-0.692290032603366,5.06112223194592,-8.35373820840768,-7.35150489319431,4.84914391781168,2.90948074258306,-2.41316384407945,-10.7666252430202,-3.70056983761841
ENSG00000156110,-0.351940381628828,0.908246443788321,-0.762688999856932,-0.42551120860657,-1.9744896825072,0.145354757814284,-2.02458845802779,-1.28458108771728,0.954116887908625,1.63736821773802,0.742867406603568,-0.0206609406792618,0.5140240587729,-1.07914502345319,1.31059379248313,-0.216058089345641,0.387764947838837,1.69302782982902,0.498965418033011,1.30333038594966,0.32243102541004,0.897116117438426,0.822758488740028,-0.0677900213818074,-0.64905294286413,-0.538539138962687,-1.72469837704305,0.96116651695185,-0.609667681652282,-1.38248209438666,0.253363922290426,-0.0983384857173041,0.391704494755153,1.53205144120433,-0.00975022172110672,-0.768921003423656,2.28338171255453,-2.74079115683108,2.91503733054761,-1.04425890015162,-0.548801424664525,0.913994857523734,0.91149328029806,0.939675585166356,-0.187172603840202,1.33762195944904,1.49636665640068,1.10677700881284,1.04351705723974,0.665821827648183
ENSG00000130876 and ENSG00000168003,3.84958057030997,4.12838903440418,-2.09824558879332,32.012106126014,20.1145882389896,-4.80390051185476,1.93249071186125,-5.96457349368508,4.5428676832762,2.18864097715961,6.30466822699531,0.707623231259144,-1.47938912540555,-0.750347786891185,0.413932123518442,2.41085413307841,4.10540739066029,1.41090558195594,9.66418422205606,-8.09145795520587,3.00736684998726,-2.67098602429222,-4.18913038517962,-8.03732269032073,-4.0250304814613,14.9012355072415,4.75954530353218,2.20573724380361,2.06591184949002,4.46943515523483,5.96699632761765,0.0102257738393304,0.912319911255836,-2.02167482575262,0.105289101429525,-2.35697476409637,3.26506592370716,-2.14946875742352,-0.640675999433737,1.64628170734461,0.132039310589297,3.12099808125901,2.04423400914244,0.0554338113568953,3.23751307175798,-2.13733869392265,0.50766243503062,-0.623607008481719,-1.55900350357865,3.15860097603413
ENSG00000084754 and ENSG00000113790 and ENSG00000167969 and ENSG00000198721,3.62184934845781,6.78119810501625,-5.3071147511409,3.75209764509243,-13.3977027921522,5.22572872391168,4.63228343587887,-2.11874836918877,3.21274788459236,21.9286687471574,-18.771442703273,11.5686700257328,-31.8938821178758,16.8510305355899,15.4371752888785,-15.7660795310629,-6.01865014227505,-2.39462978755488,0.429671811006956,-9.15046123634135,-2.62129400777738,0.593855147290086,-1.4832723691224,-6.53167687135844,0.256720760799642,5.3520076239844,1.33052035935288,0.139038368184725,-4.6606356423334,-0.114084714699387,3.79784958618419,1.0368254274381,5.77123935925115,12.3663068331983,12.2557242977216,-15.5203553458641,7.9186292371154,2.62481775570575,0.99831456322824,-8.7344200021996,-0.555831354558758,1.00072156837461,5.17248885003018,-2.45776489035986,-9.52953539823345,2.66699445073729,-3.21759654568425,-1.38865802373862,-5.8313293134604,-5.80503296904099
ENSG00000117143,-0.100027130555598,0.726410351659879,-0.686707383954706,3.92447929815614,1.05258753405523,-0.794055051598725,-1.69948988419215,0.0336449809795979,-0.590134200521615,1.89180771807147,-2.48365975631218,-0.368736735261426,1.11560509729273,-1.83517500275801,0.335502077902704,2.28167961481998,0.657837875700435,1.01281928630018,1.33662411473742,-1.37134986017766,-3.27776326854781,-1.88776070522627,-0.10831198261778,-2.24735064462107,-1.02375622704703,-0.812998328677211,0.587579135248801,0.488765966180346,-4.49276094937075,0.282597656128153,-0.226811487835735,-1.43338883832371,-1.01675225037744,3.21411201707768,-2.9166684767137,-3.01588286746322,-0.225544440180723,-2.00796212077125,2.03268693881681,0.963264146721028,0.665537723036127,-0.925683924804225,0.299545867528167,-2.27473849624655,0.393200113048489,-0.345843994261419,2.06067871303918,-3.31609108675468,1.3076177401296,0.080679952828408
ENSG00000113504,-2.8113870309551,0.314397467864828,0.34310762977554,-0.255502150451668,-0.125175079849849,-0.210987735962719,0.220607779179434,1.57252458448921,-1.10235060912188,-0.265963518862447,1.912192429483,0.271606367763827,-0.776129190801797,-0.410380719553071,-0.339403362478599,0.739548780353048,-1.3669929054673,0.252938646901008,0.396460383542501,0.933198371109032,-0.256390718648495,-1.13044313675159,-0.113094073925962,-0.862071644507352,0.0260117322488964,0.310834101306345,0.097838523464728,-0.232983843872652,-0.333449337675192,0.911725612875856,-1.04556469159881,0.48336351400364,-0.27245468081204,0.112002897451318,-0.873677722666034,0.802664137755516,-0.317422335990509,0.0955191265016257,0.083717616570007,-0.850242405627887,0.045579262775902,-0.0593420612682425,0.410947273344576,-1.20098584659282,1.07971264537959,-1.25872733781076,0.705905469610975,-0.102866090342199,-0.449175929705981,0.708325227336224
ENSG00000116984,-1.70542991488022,-0.748539848821002,-0.151914269103677,-1.38158102875436,0.196716011023668,0.609762158537766,0.371685950032283,-0.388184366682896,0.386948461311945,-0.45506561207903,0.379574248136009,0.675785688858445,-0.0586289713249438,0.0327540426466299,-0.629954681064318,0.394705655336115,0.0430634872644129,0.510421087807602,-0.494772699399988,-0.769216462120364,-0.20674201547368,1.07958108753224,-0.978793800028409,0.581322188995192,0.0584173900601418,0.942541386345955,-0.421959080513277,0.952349282398805,-0.149901476165093,-1.24156158706774,0.587686624153083,-0.351548714976323,-0.339704497209549,1.03326578705601,-0.0472028058354759,0.713751885636029,0.737166667990567,-0.109377195281309,0.338384423620067,-0.416021446749152,-0.0332465422755223,-1.24538865368777,-1.24158978851366,-0.694845235200557,0.681763939091487,0.0604114751840297,0.380608751724187,0.0739549001904822,-0.317901621171998,1.10832921240653
ENSG00000001630,2.09397924841458,0.998074941622074,-0.643582124794849,3.36270241129068,-1.6839380755553,-0.15032677078424,-0.537172108762304,3.34817353154412,0.975391804831894,-0.513117238760651,-7.20688936230507,0.326143726765561,1.68327788868203,1.70645790946103,-6.96135800062017,6.67673919006341,5.39966311693948,5.35827123012368,-2.20981307840241,-1.29337103817104,1.95541159715591,-4.14751220229832,-2.54756493868159,-4.68303370436674,0.955648260198197,-2.12288419525815,-1.26564900969366,-7.11586931055009,-4.28430242660859,-15.2390827985578,7.21334058094277,-1.68509317319066,-8.23533430102881,7.08031810484144,0.131564324762854,8.333968842114,5.01356246781215,-3.90152181737252,-5.66012069543583,2.58463737212297,4.91235073367206,3.54595909087814,-1.30496625024143,-0.972924446920684,0.674620152871471,2.5003015975425,-3.79639228947802,2.05707802898563,-1.43844745068477,-0.0483746780963694
ENSG00000083807,-3.57987675093735,0.103107473242477,1.67849315090374,-1.23277657418028,0.414862332679712,0.342381507370508,0.721551335529496,-0.267637043164783,0.009107739482389,2.33357706351969,-0.611568642680397,1.80955631625263,-3.8621731169512,1.4499349493645,0.908452401868195,-0.69466508291024,0.719210900298822,-1.38040144691145,-0.0470726440475225,0.476995234152963,0.551312370165454,-2.12007393764562,-0.832743790087702,0.143755399008303,-0.295151795011003,0.391474629756323,-0.332370962187719,-0.147077854683372,0.93810504745647,0.5696441397209,0.108858600285285,0.0847225231552917,-0.0151602732067814,0.0171909031813695,1.43066483201484,0.421956743790357,-0.431878536819117,0.0103761725134019,-0.179147084320029,-0.713836195958464,1.7427964820209,1.11986129304918,0.140854361321572,0.258375655107993,-0.0525231395443793,-0.119807575476907,-0.427243766381983,0.298397112195761,-0.136129374213243,-1.51990031325033
ENSG00000103064,-1.00260218583289,0.194396011345108,-0.751389688969286,-0.685149177154095,0.269760372507591,0.275165968943124,1.59083716767767,0.536849798724106,0.93022168405729,0.18721103748276,-0.287690967125052,-0.50028913856209,-0.881843857270695,-0.0168407642444169,0.148266012190568,2.83507604343304,-0.28017471112433,-0.282640300273875,-0.982002965701398,1.66617041648816,-0.699748480212011,-1.9951409532472,-1.22854943722855,2.64338886719366,1.20617420574291,0.602866852285359,-0.971071184320661,0.973043438370351,-0.68139120006235,-3.3631842004174,1.26781190118694,0.992488971858012,2.36969625878339,0.364820705610064,0.482629929855604,0.693273035430031,-0.737255828257174,-2.1516416577505,0.284241977627702,-0.669596099386599,0.346795581414266,-1.88583036157347,2.03120724199627,1.17903888637575,2.37853212949071,0.743366589907723,-2.46329463117837,-1.87198732797725,1.9334358815047,1.54825085615841
ENSG00000068366,0.830533633981023,-1.69597069088367,0.852676588358381,-0.170645068683163,-1.22588695916071,-4.88703442145035,2.52325273737882,3.14282457177013,3.08837113995651,1.17899194729242,-2.52703439745953,1.37922625822832,2.93203090645387,-2.17858168185758,0.00109903448703481,-0.268409346612276,-1.65798596016861,-1.50355918037274,2.55366314603524,3.46927478468331,2.91988421514708,-3.59638957489258,1.29813455911058,-3.39968199448574,0.814868123489237,0.691645269105948,5.23149334127954,5.68630719672702,-6.45535401500439,-3.33356373394575,-1.14754590088359,0.418025854675064,-8.24424175683349,-4.67866265024973,2.40872027651536,-4.87284418995163,-7.17597839138041,-3.00364751010626,5.33072384195142,0.314896959419193,-4.43327334356013,-1.5382228302569,-1.57064428468423,-5.34970947603208,4.36096835934286,-4.52772629415599,-0.110405522566061,-0.869385307300297,5.50785006057806,6.25393924511809
ENSG00000131473,1.84882782734016,0.433108702888863,-2.02436892598732,0.489415562639838,-1.63483683988374,0.393940649531732,1.16064221690869,-1.43464823129714,-1.13986793284921,-0.123189776616669,-4.21373097995572,-0.117227829934993,1.66622332466616,0.57671110072051,-1.50570173147299,2.23138907708491,1.25488117121916,1.59550851594993,-0.0605850427537004,-1.22953872760654,-0.0469600393719479,0.442084059139576,-1.22047452935508,0.875382624153732,-1.36646868824012,0.763005137100807,1.36539462345209,-1.85126981831991,-1.58690000143354,-3.57114667538959,2.04051396651038,-0.601503784919515,-0.707583647820899,2.3166406720255,0.338234097827327,1.27851310266014,2.33627793936243,-2.65269199292273,-0.524352258729896,-0.264382994519974,0.560643777733917,0.433793041966541,1.92644689886308,-3.90954394301253,0.355541247956472,-0.34770690104689,1.20917531484589,0.487369397728327,-3.20360685059513,-0.243116166769859
ENSG00000131979,4.94064219171243,7.25087518584402,4.71421233049104,3.53824610892026,-2.43590897522975,-2.0223695086062,-1.36792123644181,4.90787342983653,0.632417727142505,-4.90624722661285,-3.0100344928134,-3.41015069599155,-16.9290912253333,-6.53645191590284,5.75826653220594,8.29001219259337,-8.09722960786211,-5.31854177743587,15.6540017272815,37.4338121536227,-11.2346978332588,-57.0398104962686,-14.946288844395,6.45329917465315,5.77936118943335,-5.00815896683591,0.779027922923446,23.208168825799,23.6268990427141,-21.496022338121,-16.665512068455,9.19357693984311,-2.71304958677056,12.3043134000646,-5.80228487286967,-4.81881278959701,3.94700083698426,12.2385655706236,-8.34796066992277,-13.7604570977012,-7.49342511085268,2.07758221072357,-0.318652789171096,1.34280217346306,26.9046657675021,4.77739778027715,-11.8698279880805,1.15418575119177,-0.277857962428946,8.39235849351874
ENSG00000155380,8.6561083768778,4.75098467463027,-0.756423146754979,6.83338752620714,-0.0538877681465714,-1.51046967165286,-1.84235952843211,-0.167646067322715,-1.15290970133688,-0.892059555190556,-11.0193658964664,-1.60464085009299,-1.16246522479392,-2.71251484735053,-0.895948037604069,3.06381663237054,-3.90830173782387,-9.72541238028828,1.07637581061753,-0.747935531026707,-12.4287675345187,0.948872183791689,-5.78197546424789,9.65541803548247,-2.50764640378794,0.0179581557439258,-12.4160629671833,4.04271209989866,-4.01650875242583,-7.86937589590164,-0.844761736642193,-0.899292309833928,6.35843939814191,1.91048161057577,9.17496186576255,-1.64016804247067,6.92757935437702,-3.08872334488381,10.919929006225,5.21585522758007,3.8882347774451,-7.28357465554798,3.12536906880555,-11.5356015982507,-15.0498185794197,2.663723024523,2.53173606546776,-2.36145579820464,10.8019823266507,-11.0438004874752
ENSG00000068903,-3.47689895164317,-1.29424764624329,-0.103449972551073,-1.23855248488603,0.390210759807707,-0.591222234085019,0.337440482532529,0.295974942878477,-0.541857258957661,-0.446181100131579,0.918659222687208,1.00917666790413,0.234266842548558,0.567532901471315,-0.205975459056099,0.468541328498,-0.257953748371232,1.04451655597065,-0.443473370570443,-0.532252837196845,-0.411618704239807,0.708558681025249,0.230415935816488,-0.442086640211936,0.972389612803524,0.513225309179864,-0.442994331136139,-0.463408114829322,1.57189379796229,-1.31955024998476,0.832258874198617,-0.379171747013861,-0.0764781782267324,-1.23609491690404,-0.793001070837823,-0.729820150347457,0.563321082903339,-1.04380686026462,-0.748581647933096,-1.26836753188501,-0.139780679286713,0.318172356224718,-0.585020340346974,1.15916641548694,0.389604480084113,-0.321694881262888,1.5313840369153,0.900154070761938,-0.561727500049257,-1.66814873701871
