,preds,preds_raw,label,genes
0,0,0.3008232946878051,0,ENSG00000169710
1,1,0.6218884233136059,0,ENSG00000072506 and ENSG00000084754 and ENSG00000138796
2,0,0.016675135283741264,0,ENSG00000196517
3,0,0.03856088374565386,0,ENSG00000198743
4,1,1.0,1,ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848
5,0,0.021624444354684955,0,ENSG00000110090
6,0,0.047392934958660184,0,ENSG00000084754 and ENSG00000138029 and ENSG00000167315
7,1,0.797084786876492,1,ENSG00000178700
8,0,0.057850016987639565,0,ENSG00000084754 and ENSG00000113790 and ENSG00000127884
9,1,0.984976940620574,1,ENSG00000113161
10,0,0.3691320521663865,1,ENSG00000100714
11,0,0.052399592765647006,0,ENSG00000059573
12,0,0.0369634368774824,0,ENSG00000117308
13,0,0.027209984477900604,0,ENSG00000176974
14,0,0.021332593611946303,0,ENSG00000162066
15,0,0.49879579051046785,0,ENSG00000153574
16,0,0.01969770396467064,0,ENSG00000104522
17,0,0.1002716437433354,0,ENSG00000060971 and ENSG00000113790 and ENSG00000133835
18,0,0.01394827564964396,0,ENSG00000156110
19,0,0.05648138720763464,0,ENSG00000084754 and ENSG00000113790 and ENSG00000167969 and ENSG00000198721
20,0,0.2886119129382946,0,ENSG00000117143
21,0,0.015058048414495885,0,ENSG00000001630
22,0,0.07518096114237621,0,ENSG00000068366
23,0,0.15109100645936493,0,ENSG00000125454
24,0,0.021110377037888532,0,ENSG00000083807
25,0,0.023016366434334218,0,ENSG00000103064
26,1,0.683783138995711,0,ENSG00000131473
27,0,0.1453908139562997,0,ENSG00000155380
28,0,0.026229035278021996,0,ENSG00000068903
29,0,0.11638523790206402,0,ENSG00000130164
30,1,0.6014886421900284,1,ENSG00000074800
31,0,0.3581621374438357,0,ENSG00000103257
32,0,0.136728679629005,0,ENSG00000099797
33,1,0.9999661162420795,1,ENSG00000114902 and ENSG00000118363 and ENSG00000129128 and ENSG00000140612 and ENSG00000166562
34,0,0.379209490679978,0,ENSG00000125166
35,0,0.17416736023011495,0,ENSG00000055609 and ENSG00000272333
36,0,0.04109044171277253,0,ENSG00000083123
37,0,0.10310042042559112,0,ENSG00000135069
38,0,0.013704819850010826,0,ENSG00000065989
39,1,0.5004145650784178,1,ENSG00000136877
40,0,0.18673254156593733,0,ENSG00000110958
41,0,0.050485400554012634,0,ENSG00000157326
42,0,0.3825283109579244,0,ENSG00000171903
43,0,0.10991059326456136,0,ENSG00000100075
44,0,0.4921963625244739,0,ENSG00000173085
45,1,0.6057670097801172,1,ENSG00000000419 and ENSG00000136908 and ENSG00000179085
46,0,0.4574929914333128,1,ENSG00000121897
47,0,0.021547365571761,0,ENSG00000134824
48,0,0.013144248310087025,0,ENSG00000064601 and ENSG00000141012 and ENSG00000170266 and ENSG00000204386
49,0,0.028866945771680006,0,ENSG00000040933
50,1,0.6109451251378787,0,ENSG00000072506
51,0,0.21125654237345182,1,ENSG00000167130
52,0,0.16492611472246035,0,ENSG00000119723
53,0,0.020327850463206627,0,ENSG00000117592
54,0,0.06516559987253352,0,ENSG00000093010
55,0,0.061564162661985604,0,ENSG00000178802
56,1,0.963719428897531,1,ENSG00000162368
57,1,0.6284376391730077,1,ENSG00000176890
58,0,0.03726389695311771,0,ENSG00000125877
59,0,0.01836122241265002,0,ENSG00000167900
60,1,0.9657331432173156,1,ENSG00000168393
61,1,0.632072602670055,1,ENSG00000035687
62,0,0.11022916535748135,0,ENSG00000106348
63,0,0.03442533018835926,0,ENSG00000178922
64,0,0.02941100867378731,0,ENSG00000116096
65,0,0.022691983111995644,0,ENSG00000065911
66,1,0.88076923835137,1,ENSG00000142657
67,0,0.022507382728208427,0,ENSG00000139531
68,0,0.01783036561521168,0,ENSG00000082212
69,0,0.4890382321253008,1,ENSG00000084774
70,1,0.9805657847849438,1,ENSG00000143774
71,0,0.09060705386059616,0,ENSG00000146701
