,preds,preds_raw,label,genes
0,1,0.6238685641267369,1,ENSG00000072506 and ENSG00000084754 and ENSG00000138796
1,0,0.2826154903487779,0,ENSG00000169710
2,1,1.0,1,ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848
3,0,0.02076677806347599,0,ENSG00000110090
4,1,0.9821677666819635,1,ENSG00000113161
5,1,0.805754758567325,1,ENSG00000178700
6,0,0.3793719948653855,1,ENSG00000100714
7,0,0.04588186847879366,0,ENSG00000084754 and ENSG00000138029 and ENSG00000167315
8,0,0.05317442730127259,0,ENSG00000059573
9,0,0.023570436339677172,0,ENSG00000162066
10,0,0.025518702038016462,0,ENSG00000176974
11,0,0.01917415110562862,0,ENSG00000104522
12,1,0.5003095218051363,0,ENSG00000153574
13,0,0.03986573072045472,0,ENSG00000117308
14,0,0.015201324598638991,0,ENSG00000156110
15,0,0.288966813622584,0,ENSG00000117143
16,0,0.2334431007846095,0,ENSG00000132155 and ENSG00000157764
17,0,0.016361134944166886,0,ENSG00000001630
18,0,0.15510390689906647,0,ENSG00000125454
19,0,0.08239083546457053,0,ENSG00000068366
20,0,0.020472331249931145,0,ENSG00000083807
21,0,0.0256071507325302,0,ENSG00000103064
22,1,0.6841550369501007,1,ENSG00000131473
23,0,0.020137079772997155,0,ENSG00000131979
24,0,0.15047608137440496,0,ENSG00000155380
25,1,0.9995471842844077,1,ENSG00000110619
26,0,0.023540387103883606,0,ENSG00000068903
27,1,0.6104132231144356,0,ENSG00000074800
28,0,0.35091899182408254,0,ENSG00000103257
29,0,0.4444793463274768,0,ENSG00000149084
30,0,0.1368464241272572,0,ENSG00000099797
31,1,0.9999701875199484,1,ENSG00000114902 and ENSG00000118363 and ENSG00000129128 and ENSG00000140612 and ENSG00000166562
32,0,0.3819536012488429,0,ENSG00000125166
33,0,0.18568470445471089,0,ENSG00000055609 and ENSG00000272333
34,0,0.01598159787604112,0,ENSG00000196517
35,0,0.10457396217107087,0,ENSG00000135069
36,0,0.01584180905026782,0,ENSG00000150540
37,0,0.01650722083188403,0,ENSG00000065989
38,0,0.36471489191849055,0,ENSG00000171903
39,0,0.1812208237798663,0,ENSG00000110958
40,0,0.046694508593853656,0,ENSG00000157326
41,0,0.015307246446540957,0,ENSG00000012779
42,0,0.10061117387619435,0,ENSG00000128039
43,0,0.09485102750908178,0,ENSG00000100075
44,0,0.209469083890939,0,ENSG00000167130
45,0,0.0204559129586389,0,ENSG00000134824
46,0,0.4603886529374776,0,ENSG00000121897
47,1,0.5844242924963197,1,ENSG00000000419 and ENSG00000136908 and ENSG00000179085
48,0,0.031432979716454236,0,ENSG00000040933
49,1,0.5031609099492295,1,ENSG00000136877
50,0,0.4951610065252986,1,ENSG00000173085
51,0,0.012567154125217325,0,ENSG00000064601 and ENSG00000141012 and ENSG00000170266 and ENSG00000204386
52,0,0.060291509851914005,0,ENSG00000103174
53,0,0.012990723523344232,0,ENSG00000111716
54,0,0.07169568559052422,0,ENSG00000093010
55,0,0.04645661302340365,0,ENSG00000178802
56,1,0.9648693562301017,1,ENSG00000162368
57,1,0.6256261829208404,1,ENSG00000176890
58,0,0.03050464649659195,1,ENSG00000125877
59,0,0.017753861169937834,0,ENSG00000167900
60,1,0.9721218401406904,1,ENSG00000168393
61,1,0.631979162506358,1,ENSG00000035687
62,0,0.10379542052988631,0,ENSG00000106348
63,0,0.03107384137791119,0,ENSG00000178922
64,0,0.02192970755362382,0,ENSG00000065911
65,0,0.03217816591192556,0,ENSG00000116096
66,1,0.8751492403536917,1,ENSG00000142657
67,0,0.023978083072064154,0,ENSG00000139531
68,0,0.01875697193583723,0,ENSG00000082212
69,0,0.4975294038350464,1,ENSG00000084774
70,1,0.9811027844299671,1,ENSG00000143774
71,0,0.04607539438294438,0,ENSG00000160282
72,0,0.01837620896070712,0,ENSG00000100092
73,0,0.05223818016804055,0,ENSG00000116649
74,0,0.08710181663191817,0,ENSG00000146701
75,1,0.7423993880678535,0,ENSG00000173599
76,0,0.019157132091396224,0,ENSG00000088002
77,0,0.01725135060329975,0,ENSG00000068383
78,0,0.01241129706107332,0,ENSG00000083123 and ENSG00000142046 and ENSG00000248098
79,0,0.07451772406649128,0,ENSG00000177542
80,0,0.01103309278937578,0,ENSG00000184470
81,0,0.0795437949744238,1,ENSG00000101986
82,0,0.019151644187680335,0,ENSG00000164638
83,0,0.4123691001678125,0,ENSG00000108784
84,1,0.9883222693417965,1,ENSG00000120158
85,0,0.14679719295499608,0,ENSG00000100605
86,1,0.8479767785896195,1,ENSG00000005022
87,0,0.015944113069686055,0,ENSG00000197375
88,1,0.6147186653672069,1,ENSG00000072506
