,preds,preds_raw,label,genes
0,0,0.1989144596588436,1,ENSG00000132155 and ENSG00000157764
1,0,0.013220776318176275,0,ENSG00000001630
2,0,0.12620123671146635,0,ENSG00000125454
3,0,0.06511383564366928,0,ENSG00000068366
4,0,0.01657462011824072,0,ENSG00000083807
5,0,0.03128256295876243,0,ENSG00000117308
6,0,0.01225328419963649,0,ENSG00000012779
7,0,0.07853883450731919,0,ENSG00000203857
8,0,0.24228965299277486,1,ENSG00000169710
9,0,0.020668601639286573,0,ENSG00000103064
10,0,0.05464256424712805,0,ENSG00000093010
11,1,0.6418881556985476,1,ENSG00000131473
12,0,0.24490506378274826,0,ENSG00000117143
13,0,0.014429282872214937,0,ENSG00000131979
14,0,0.12773124777074682,0,ENSG00000155380
15,0,0.02121116493726632,0,ENSG00000068903
16,1,0.5619290008034284,1,ENSG00000072506 and ENSG00000084754 and ENSG00000138796
17,0,0.07902183309866914,0,ENSG00000060971 and ENSG00000113790 and ENSG00000133835
18,0,0.013148821898711334,0,ENSG00000196517
19,1,0.5503566246181358,0,ENSG00000074800
20,0,0.3139333487265376,1,ENSG00000103257
21,0,0.10674315887286934,0,ENSG00000099797
22,1,0.9999571504022969,1,ENSG00000114902 and ENSG00000118363 and ENSG00000129128 and ENSG00000140612 and ENSG00000166562
23,0,0.1637009000129407,0,ENSG00000055609 and ENSG00000272333
24,0,0.040176606590833046,0,ENSG00000084754 and ENSG00000138029 and ENSG00000167315
25,0,0.017058967021307717,0,ENSG00000110090
26,0,0.03267909278299297,0,ENSG00000083123
27,0,0.3127657156511168,1,ENSG00000125166
28,0,0.15597575855483126,0,ENSG00000064763
29,1,1.0,1,ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848
30,1,0.890266142177748,1,ENSG00000072274
31,0,0.05019758233507727,0,ENSG00000084754 and ENSG00000113790 and ENSG00000127884
32,0,0.0799823402737238,0,ENSG00000135069
33,0,0.013140669153009916,0,ENSG00000150540
34,0,0.02201669109680996,0,ENSG00000176974
35,0,0.010850648305751567,0,ENSG00000065989
36,0,0.4522797066403855,1,ENSG00000136877
37,0,0.04045530188712008,0,ENSG00000059573
38,0,0.2485237765444335,0,ENSG00000151348 and ENSG00000182197
39,1,0.9824979952214092,1,ENSG00000113161
40,0,0.018236005660392025,0,ENSG00000162066
41,0,0.4498568048151392,1,ENSG00000153574
42,0,0.32317772077980855,1,ENSG00000100714
43,0,0.13609065544305857,0,ENSG00000119723
44,0,0.08800902396689558,0,ENSG00000100075
45,0,0.039424838164303366,0,ENSG00000157326
46,0,0.32568118469053764,0,ENSG00000171903
47,0,0.15500997378122006,0,ENSG00000110958
48,0,0.40787131786214664,0,ENSG00000121897
49,0,0.1826595420389222,0,ENSG00000167130
50,1,0.5369163011231054,1,ENSG00000000419 and ENSG00000136908 and ENSG00000179085
51,0,0.024492045194438917,0,ENSG00000040933
52,0,0.4377570444140581,1,ENSG00000173085
53,0,0.01030650011458312,0,ENSG00000064601 and ENSG00000141012 and ENSG00000170266 and ENSG00000204386
54,0,0.0180148665832309,0,ENSG00000117592
55,1,0.9535109299390364,1,ENSG00000162368
56,1,0.5870141637589329,1,ENSG00000176890
57,0,0.02615104219161748,0,ENSG00000125877
58,0,0.016340955815176965,0,ENSG00000167900
59,1,0.9640392801872787,1,ENSG00000168393
60,1,0.5811569335754441,1,ENSG00000035687
61,1,0.767115194979882,1,ENSG00000178700
