"from"	"to"	"Metabolite"
"7417"	"ENSG00000121691"	"ENSG00000159692"	"m1087"
"7418"	"ENSG00000121691"	"ENSG00000160439"	"m1087"
"7419"	"ENSG00000121691"	"ENSG00000164039"	"m1087"
"7420"	"ENSG00000121691"	"ENSG00000167733"	"m1087"
"7421"	"ENSG00000121691"	"ENSG00000170426"	"m1087"
"7422"	"ENSG00000121691"	"ENSG00000170786"	"m1087"
"7423"	"ENSG00000121691"	"ENSG00000176387"	"m1087"
"7424"	"ENSG00000121691"	"ENSG00000183921"	"m1087"
"7425"	"ENSG00000121691"	"ENSG00000184860"	"m1087"
"7426"	"ENSG00000121691"	"ENSG00000186153"	"m1087"
"7427"	"ENSG00000121691"	"ENSG00000187134"	"m1087"
"7428"	"ENSG00000121691"	"ENSG00000197894"	"m1087"
"7429"	"ENSG00000121691"	"ENSG00000198074"	"m1087"
"7430"	"ENSG00000121691"	"ENSG00000198189"	"m1087"
"7431"	"ENSG00000121691"	"ENSG00000198610"	"m1087"
"7432"	"ENSG00000121691"	"ENSG00000204228"	"m1087"
"7433"	"ENSG00000121691"	"ENSG00000227471"	"m1087"
"7434"	"ENSG00000121691"	"ENSG00000240857"	"m1087"
"7442"	"ENSG00000060971 and ENSG00000113790 and ENSG00000133835"	"ENSG00000012660"	"m1087"
"7443"	"ENSG00000060971 and ENSG00000113790 and ENSG00000133835"	"ENSG00000066322"	"m1087"
"7444"	"ENSG00000060971 and ENSG00000113790 and ENSG00000133835"	"ENSG00000118402"	"m1087"
"7445"	"ENSG00000060971 and ENSG00000113790 and ENSG00000133835"	"ENSG00000119915"	"m1087"
"7446"	"ENSG00000060971 and ENSG00000113790 and ENSG00000133835"	"ENSG00000164181"	"m1087"
"7447"	"ENSG00000060971 and ENSG00000113790 and ENSG00000133835"	"ENSG00000170522"	"m1087"
"7448"	"ENSG00000060971 and ENSG00000113790 and ENSG00000133835"	"ENSG00000197977"	"m1087"
"7449"	"ENSG00000060971 and ENSG00000113790 and ENSG00000133835"	"ENSG00000134538"	"m1087"
"7450"	"ENSG00000060971 and ENSG00000113790 and ENSG00000133835"	"ENSG00000057252"	"m1087"
"7451"	"ENSG00000060971 and ENSG00000113790 and ENSG00000133835"	"ENSG00000167780"	"m1087"
"7452"	"ENSG00000060971 and ENSG00000113790 and ENSG00000133835"	"ENSG00000087076"	"m1087"
"7453"	"ENSG00000060971 and ENSG00000113790 and ENSG00000133835"	"ENSG00000099377"	"m1087"
"7454"	"ENSG00000060971 and ENSG00000113790 and ENSG00000133835"	"ENSG00000100867"	"m1087"
"7455"	"ENSG00000060971 and ENSG00000113790 and ENSG00000133835"	"ENSG00000109854"	"m1087"
"7456"	"ENSG00000060971 and ENSG00000113790 and ENSG00000133835"	"ENSG00000121039"	"m1087"
"7457"	"ENSG00000060971 and ENSG00000113790 and ENSG00000133835"	"ENSG00000138400"	"m1087"
"7458"	"ENSG00000060971 and ENSG00000113790 and ENSG00000133835"	"ENSG00000139988"	"m1087"
"7459"	"ENSG00000060971 and ENSG00000113790 and ENSG00000133835"	"ENSG00000145439"	"m1087"
"7460"	"ENSG00000060971 and ENSG00000113790 and ENSG00000133835"	"ENSG00000159692"	"m1087"
"7461"	"ENSG00000060971 and ENSG00000113790 and ENSG00000133835"	"ENSG00000160439"	"m1087"
"7462"	"ENSG00000060971 and ENSG00000113790 and ENSG00000133835"	"ENSG00000164039"	"m1087"
"7463"	"ENSG00000060971 and ENSG00000113790 and ENSG00000133835"	"ENSG00000167733"	"m1087"
"7464"	"ENSG00000060971 and ENSG00000113790 and ENSG00000133835"	"ENSG00000170426"	"m1087"
"7465"	"ENSG00000060971 and ENSG00000113790 and ENSG00000133835"	"ENSG00000170786"	"m1087"
"7466"	"ENSG00000060971 and ENSG00000113790 and ENSG00000133835"	"ENSG00000176387"	"m1087"
"7467"	"ENSG00000060971 and ENSG00000113790 and ENSG00000133835"	"ENSG00000183921"	"m1087"
"7468"	"ENSG00000060971 and ENSG00000113790 and ENSG00000133835"	"ENSG00000184860"	"m1087"
"7469"	"ENSG00000060971 and ENSG00000113790 and ENSG00000133835"	"ENSG00000186153"	"m1087"
"7470"	"ENSG00000060971 and ENSG00000113790 and ENSG00000133835"	"ENSG00000187134"	"m1087"
"7471"	"ENSG00000060971 and ENSG00000113790 and ENSG00000133835"	"ENSG00000197894"	"m1087"
"7472"	"ENSG00000060971 and ENSG00000113790 and ENSG00000133835"	"ENSG00000198074"	"m1087"
