"from"	"to"	"Metabolite"
"475"	"ENSG00000100116"	"ENSG00000087008"	"m1011"
"476"	"ENSG00000100116"	"ENSG00000161533"	"m1011"
"481"	"ENSG00000100116"	"ENSG00000169710"	"m1011"
"483"	"ENSG00000100116"	"ENSG00000100372"	"m1011"
"490"	"ENSG00000157353"	"ENSG00000087008"	"m1011"
"491"	"ENSG00000157353"	"ENSG00000161533"	"m1011"
"496"	"ENSG00000157353"	"ENSG00000169710"	"m1011"
"498"	"ENSG00000157353"	"ENSG00000100372"	"m1011"
"505"	"ENSG00000072506 and ENSG00000084754 and ENSG00000138796"	"ENSG00000087008"	"m1011"
"506"	"ENSG00000072506 and ENSG00000084754 and ENSG00000138796"	"ENSG00000161533"	"m1011"
"511"	"ENSG00000072506 and ENSG00000084754 and ENSG00000138796"	"ENSG00000169710"	"m1011"
"513"	"ENSG00000072506 and ENSG00000084754 and ENSG00000138796"	"ENSG00000100372"	"m1011"
"535"	"ENSG00000106633"	"ENSG00000087008"	"m1011"
"536"	"ENSG00000106633"	"ENSG00000161533"	"m1011"
"541"	"ENSG00000106633"	"ENSG00000169710"	"m1011"
"543"	"ENSG00000106633"	"ENSG00000100372"	"m1011"
"550"	"ENSG00000162066"	"ENSG00000087008"	"m1011"
"551"	"ENSG00000162066"	"ENSG00000161533"	"m1011"
"556"	"ENSG00000162066"	"ENSG00000169710"	"m1011"
"558"	"ENSG00000162066"	"ENSG00000100372"	"m1011"
"580"	"ENSG00000196177"	"ENSG00000087008"	"m1011"
"581"	"ENSG00000196177"	"ENSG00000161533"	"m1011"
"586"	"ENSG00000196177"	"ENSG00000169710"	"m1011"
"588"	"ENSG00000196177"	"ENSG00000100372"	"m1011"
"610"	"ENSG00000147119"	"ENSG00000087008"	"m1011"
"611"	"ENSG00000147119"	"ENSG00000161533"	"m1011"
"616"	"ENSG00000147119"	"ENSG00000169710"	"m1011"
"618"	"ENSG00000147119"	"ENSG00000100372"	"m1011"
"640"	"ENSG00000111058"	"ENSG00000087008"	"m1011"
"641"	"ENSG00000111058"	"ENSG00000161533"	"m1011"
"646"	"ENSG00000111058"	"ENSG00000169710"	"m1011"
"648"	"ENSG00000111058"	"ENSG00000100372"	"m1011"
"655"	"ENSG00000162551"	"ENSG00000087008"	"m1011"
"656"	"ENSG00000162551"	"ENSG00000161533"	"m1011"
"661"	"ENSG00000162551"	"ENSG00000169710"	"m1011"
"663"	"ENSG00000162551"	"ENSG00000100372"	"m1011"
"685"	"ENSG00000107798"	"ENSG00000087008"	"m1011"
"686"	"ENSG00000107798"	"ENSG00000161533"	"m1011"
"691"	"ENSG00000107798"	"ENSG00000169710"	"m1011"
"693"	"ENSG00000107798"	"ENSG00000100372"	"m1011"
"745"	"ENSG00000104522"	"ENSG00000087008"	"m1011"
"746"	"ENSG00000104522"	"ENSG00000161533"	"m1011"
"751"	"ENSG00000104522"	"ENSG00000169710"	"m1011"
"753"	"ENSG00000104522"	"ENSG00000100372"	"m1011"
"790"	"ENSG00000110195"	"ENSG00000087008"	"m1011"
"791"	"ENSG00000110195"	"ENSG00000161533"	"m1011"
"796"	"ENSG00000110195"	"ENSG00000169710"	"m1011"
"798"	"ENSG00000110195"	"ENSG00000100372"	"m1011"
"805"	"ENSG00000117308"	"ENSG00000087008"	"m1011"
"806"	"ENSG00000117308"	"ENSG00000161533"	"m1011"
"811"	"ENSG00000117308"	"ENSG00000169710"	"m1011"
"813"	"ENSG00000117308"	"ENSG00000100372"	"m1011"
"831"	"ENSG00000107798"	"ENSG00000107798"	"m1025"
"832"	"ENSG00000107798"	"ENSG00000170835"	"m1025"
"844"	"ENSG00000006534"	"ENSG00000054179"	"m1029"
"845"	"ENSG00000006534"	"ENSG00000138185"	"m1029"
"846"	"ENSG00000006534"	"ENSG00000168032"	"m1029"
"847"	"ENSG00000006534"	"ENSG00000171302"	"m1029"
"848"	"ENSG00000006534"	"ENSG00000187097"	"m1029"
"849"	"ENSG00000006534"	"ENSG00000188833"	"m1029"
"850"	"ENSG00000006534"	"ENSG00000197217"	"m1029"
"851"	"ENSG00000006534"	"ENSG00000197586"	"m1029"
"852"	"ENSG00000006534"	"ENSG00000131069"	"m1029"
"853"	"ENSG00000006534"	"ENSG00000068366"	"m1029"
"854"	"ENSG00000006534"	"ENSG00000103740"	"m1029"
"855"	"ENSG00000006534"	"ENSG00000123983"	"m1029"
"856"	"ENSG00000006534"	"ENSG00000130377"	"m1029"
"857"	"ENSG00000006534"	"ENSG00000140284"	"m1029"
"858"	"ENSG00000006534"	"ENSG00000151726"	"m1029"
"859"	"ENSG00000006534"	"ENSG00000164398"	"m1029"
"860"	"ENSG00000006534"	"ENSG00000197142"	"m1029"
"861"	"ENSG00000006534"	"ENSG00000239642"	"m1029"
"867"	"ENSG00000006534"	"ENSG00000146701"	"m1029"
"868"	"ENSG00000006534"	"ENSG00000086159"	"m1029"
"869"	"ENSG00000006534"	"ENSG00000100170"	"m1029"
"870"	"ENSG00000006534"	"ENSG00000103375"	"m1029"
"871"	"ENSG00000006534"	"ENSG00000143595"	"m1029"
"872"	"ENSG00000006534"	"ENSG00000161798"	"m1029"
"873"	"ENSG00000006534"	"ENSG00000165269"	"m1029"
"874"	"ENSG00000006534"	"ENSG00000165272"	"m1029"
"875"	"ENSG00000006534"	"ENSG00000167580"	"m1029"
"876"	"ENSG00000006534"	"ENSG00000171885"	"m1029"
"877"	"ENSG00000006534"	"ENSG00000240583"	"m1029"
"878"	"ENSG00000006534"	"ENSG00000259916"	"m1029"
"882"	"ENSG00000086159"	"ENSG00000054179"	"m1030"
"883"	"ENSG00000086159"	"ENSG00000138185"	"m1030"
"884"	"ENSG00000086159"	"ENSG00000168032"	"m1030"
"885"	"ENSG00000086159"	"ENSG00000171302"	"m1030"
"886"	"ENSG00000086159"	"ENSG00000187097"	"m1030"
"887"	"ENSG00000086159"	"ENSG00000188833"	"m1030"
"888"	"ENSG00000086159"	"ENSG00000197217"	"m1030"
"889"	"ENSG00000086159"	"ENSG00000197586"	"m1030"
"894"	"ENSG00000086159"	"ENSG00000101911"	"m1030"
"895"	"ENSG00000086159"	"ENSG00000147224"	"m1030"
"896"	"ENSG00000086159"	"ENSG00000229937"	"m1030"
"897"	"ENSG00000086159"	"ENSG00000068366"	"m1030"
"898"	"ENSG00000086159"	"ENSG00000103740"	"m1030"
"899"	"ENSG00000086159"	"ENSG00000123983"	"m1030"
"900"	"ENSG00000086159"	"ENSG00000130377"	"m1030"
"901"	"ENSG00000086159"	"ENSG00000140284"	"m1030"
"902"	"ENSG00000086159"	"ENSG00000151726"	"m1030"
