"from"	"to"	"Metabolite"
"357"	"ENSG00000162365"	"ENSG00000255974"	"m1094"
"360"	"ENSG00000152463"	"ENSG00000149742"	"m1098"
"361"	"ENSG00000152463"	"ENSG00000175003"	"m1098"
"362"	"ENSG00000152463"	"ENSG00000178537"	"m1098"
"363"	"ENSG00000152463"	"ENSG00000197119"	"m1098"
"364"	"ENSG00000152463"	"ENSG00000197208"	"m1098"
"365"	"ENSG00000169710"	"ENSG00000149742"	"m1098"
"366"	"ENSG00000169710"	"ENSG00000175003"	"m1098"
"367"	"ENSG00000169710"	"ENSG00000178537"	"m1098"
"368"	"ENSG00000169710"	"ENSG00000197119"	"m1098"
"369"	"ENSG00000169710"	"ENSG00000197208"	"m1098"
"372"	"ENSG00000116157"	"ENSG00000108839"	"m110"
"375"	"ENSG00000155380"	"ENSG00000111144"	"m1101"
"376"	"ENSG00000155380"	"ENSG00000176393"	"m1101"
"377"	"ENSG00000083807"	"ENSG00000115866"	"m1104"
"378"	"ENSG00000083807"	"ENSG00000110619"	"m1104"
"379"	"ENSG00000083807"	"ENSG00000165841"	"m1104"
"380"	"ENSG00000107798"	"ENSG00000108439"	"m1106"
"383"	"ENSG00000084453 and ENSG00000111700"	"ENSG00000083807"	"m1113"
"384"	"ENSG00000084453 and ENSG00000111700"	"ENSG00000140284"	"m1113"
"385"	"ENSG00000084453 and ENSG00000111700"	"ENSG00000068903"	"m1113"
"386"	"ENSG00000084453 and ENSG00000111700"	"ENSG00000077463"	"m1113"
"387"	"ENSG00000084453 and ENSG00000111700"	"ENSG00000078124"	"m1113"
"388"	"ENSG00000084453 and ENSG00000111700"	"ENSG00000096717"	"m1113"
"389"	"ENSG00000084453 and ENSG00000111700"	"ENSG00000124523"	"m1113"
"390"	"ENSG00000084453 and ENSG00000111700"	"ENSG00000124596"	"m1113"
"391"	"ENSG00000084453 and ENSG00000111700"	"ENSG00000132744"	"m1113"
"392"	"ENSG00000084453 and ENSG00000111700"	"ENSG00000133315"	"m1113"
"393"	"ENSG00000084453 and ENSG00000111700"	"ENSG00000138744"	"m1113"
"394"	"ENSG00000084453 and ENSG00000111700"	"ENSG00000142082"	"m1113"
"395"	"ENSG00000084453 and ENSG00000111700"	"ENSG00000156795"	"m1113"
"396"	"ENSG00000084453 and ENSG00000111700"	"ENSG00000157045"	"m1113"
"397"	"ENSG00000084453 and ENSG00000111700"	"ENSG00000172264"	"m1113"
"398"	"ENSG00000084453 and ENSG00000111700"	"ENSG00000187531"	"m1113"
"399"	"ENSG00000068903"	"ENSG00000072778"	"m1114"
"400"	"ENSG00000068903"	"ENSG00000115361"	"m1114"
"401"	"ENSG00000068903"	"ENSG00000117054"	"m1114"
"402"	"ENSG00000068903"	"ENSG00000177646"	"m1114"
"404"	"ENSG00000072778"	"ENSG00000180432"	"m1116"
"408"	"ENSG00000180432"	"ENSG00000196502"	"m1119"
"409"	"ENSG00000180432"	"ENSG00000197165"	"m1119"
"410"	"ENSG00000180432"	"ENSG00000213648"	"m1119"
"411"	"ENSG00000180432"	"ENSG00000261052"	"m1119"
"412"	"ENSG00000180432"	"ENSG00000072506 and ENSG00000084754 and ENSG00000138796"	"m1119"
"425"	"ENSG00000072506 and ENSG00000084754 and ENSG00000138796"	"ENSG00000156110"	"m1126"
"426"	"ENSG00000072506 and ENSG00000084754 and ENSG00000138796"	"ENSG00000156136"	"m1126"
"427"	"ENSG00000149742"	"ENSG00000152463"	"m1128"
"428"	"ENSG00000149742"	"ENSG00000169710"	"m1128"
"432"	"ENSG00000165841"	"ENSG00000196517"	"m1131"
"433"	"ENSG00000165841"	"ENSG00000268104"	"m1131"
"435"	"ENSG00000165841"	"ENSG00000103569"	"m1131"
"436"	"ENSG00000165841"	"ENSG00000183044"	"m1131"
"439"	"ENSG00000060971 and ENSG00000113790 and ENSG00000133835"	"ENSG00000196517"	"m1131"
"440"	"ENSG00000060971 and ENSG00000113790 and ENSG00000133835"	"ENSG00000268104"	"m1131"
"442"	"ENSG00000060971 and ENSG00000113790 and ENSG00000133835"	"ENSG00000103569"	"m1131"
"443"	"ENSG00000060971 and ENSG00000113790 and ENSG00000133835"	"ENSG00000183044"	"m1131"
"446"	"ENSG00000072778"	"ENSG00000160209"	"m1132"
"454"	"ENSG00000100156"	"ENSG00000099998"	"m114"
"455"	"ENSG00000100156"	"ENSG00000100031"	"m114"
"456"	"ENSG00000100156"	"ENSG00000100121"	"m114"
"457"	"ENSG00000100156"	"ENSG00000131067"	"m114"
"458"	"ENSG00000100156"	"ENSG00000133475"	"m114"
"459"	"ENSG00000100156"	"ENSG00000149435"	"m114"
"460"	"ENSG00000100156"	"ENSG00000167741"	"m114"
"465"	"ENSG00000196517"	"ENSG00000196517"	"m1142"
"466"	"ENSG00000196517"	"ENSG00000268104"	"m1142"
"473"	"ENSG00000074696"	"ENSG00000099797"	"m1149"
"474"	"ENSG00000074696"	"ENSG00000205678"	"m1149"
"475"	"ENSG00000169710"	"ENSG00000100156"	"m1151"
"476"	"ENSG00000169710"	"ENSG00000108932"	"m1151"
"477"	"ENSG00000169710"	"ENSG00000118596"	"m1151"
"478"	"ENSG00000169710"	"ENSG00000141526"	"m1151"
"479"	"ENSG00000169710"	"ENSG00000155380"	"m1151"
"480"	"ENSG00000169710"	"ENSG00000168679"	"m1151"
"481"	"ENSG00000169710"	"ENSG00000170190"	"m1151"
"482"	"ENSG00000100156"	"ENSG00000019186"	"m1153"
"486"	"ENSG00000074800"	"ENSG00000103257"	"m1160"
"487"	"ENSG00000057252"	"ENSG00000103257"	"m1160"
"488"	"ENSG00000103257"	"ENSG00000120437"	"m1165"
"500"	"ENSG00000099797"	"ENSG00000104823"	"m1172"
"501"	"ENSG00000099797"	"ENSG00000167969"	"m1172"
"502"	"ENSG00000099797"	"ENSG00000198721"	"m1172"
"503"	"ENSG00000104823"	"ENSG00000057252"	"m1173"
"504"	"ENSG00000104823"	"ENSG00000167780"	"m1173"
"650"	"ENSG00000162365"	"ENSG00000162365"	"m1180"
"651"	"ENSG00000162365"	"ENSG00000187048"	"m1180"
"652"	"ENSG00000114902 and ENSG00000118363 and ENSG00000129128 and ENSG00000140612 and ENSG00000166562"	"ENSG00000112499"	"m1181"
"653"	"ENSG00000014641"	"ENSG00000146701"	"m1185"
"654"	"ENSG00000112499"	"ENSG00000138109"	"m1187"
"655"	"ENSG00000112499"	"ENSG00000165841"	"m1187"
"656"	"ENSG00000120053"	"ENSG00000014641"	"m1189"
"657"	"ENSG00000120053"	"ENSG00000138400"	"m1189"
"664"	"ENSG00000179142"	"ENSG00000119723"	"m1191"
"665"	"ENSG00000179142"	"ENSG00000130649"	"m1191"
"666"	"ENSG00000179142"	"ENSG00000145476"	"m1191"
"673"	"ENSG00000156510"	"ENSG00000105220"	"m1198"
"675"	"ENSG00000006756"	"ENSG00000025423"	"m12"
"676"	"ENSG00000006756"	"ENSG00000086696"	"m12"
"677"	"ENSG00000006756"	"ENSG00000108786"	"m12"
"678"	"ENSG00000006756"	"ENSG00000132196"	"m12"
"679"	"ENSG00000006756"	"ENSG00000149084"	"m12"
"680"	"ENSG00000006756"	"ENSG00000198189"	"m12"
"681"	"ENSG00000006756"	"ENSG00000204228"	"m12"
"700"	"ENSG00000055609 and ENSG00000272333"	"ENSG00000114902 and ENSG00000118363 and ENSG00000129128 and ENSG00000140612 and ENSG00000166562"	"m1202"
"701"	"ENSG00000072506 and ENSG00000084754 and ENSG00000138796"	"ENSG00000007350"	"m1203"
"702"	"ENSG00000072506 and ENSG00000084754 and ENSG00000138796"	"ENSG00000151005"	"m1203"
"703"	"ENSG00000072506 and ENSG00000084754 and ENSG00000138796"	"ENSG00000163931"	"m1203"
"795"	"ENSG00000107798"	"ENSG00000084754 and ENSG00000138029 and ENSG00000167315"	"m1218"
"796"	"ENSG00000070731"	"ENSG00000012779"	"m122"
"799"	"ENSG00000110090"	"ENSG00000095321"	"m1225"
"803"	"ENSG00000103222"	"ENSG00000241635"	"m1230"
"804"	"ENSG00000103222"	"ENSG00000242366"	"m1230"
"805"	"ENSG00000103222"	"ENSG00000242515"	"m1230"
"821"	"ENSG00000125166"	"ENSG00000106633"	"m1234"
"822"	"ENSG00000125166"	"ENSG00000156510"	"m1234"
"823"	"ENSG00000125166"	"ENSG00000156515"	"m1234"
"824"	"ENSG00000125166"	"ENSG00000159399"	"m1234"
"825"	"ENSG00000125166"	"ENSG00000160883"	"m1234"
"831"	"ENSG00000083123"	"ENSG00000106633"	"m1234"
"832"	"ENSG00000083123"	"ENSG00000156510"	"m1234"
"833"	"ENSG00000083123"	"ENSG00000156515"	"m1234"
"834"	"ENSG00000083123"	"ENSG00000159399"	"m1234"
"835"	"ENSG00000083123"	"ENSG00000160883"	"m1234"
"841"	"ENSG00000072042"	"ENSG00000106633"	"m1234"
"842"	"ENSG00000072042"	"ENSG00000156510"	"m1234"
"843"	"ENSG00000072042"	"ENSG00000156515"	"m1234"
"844"	"ENSG00000072042"	"ENSG00000159399"	"m1234"
"845"	"ENSG00000072042"	"ENSG00000160883"	"m1234"
"846"	"ENSG00000241635"	"ENSG00000106633"	"m1234"
"847"	"ENSG00000241635"	"ENSG00000156510"	"m1234"
"848"	"ENSG00000241635"	"ENSG00000156515"	"m1234"
"849"	"ENSG00000241635"	"ENSG00000159399"	"m1234"
"850"	"ENSG00000241635"	"ENSG00000160883"	"m1234"
"856"	"ENSG00000060971"	"ENSG00000106633"	"m1234"
"857"	"ENSG00000060971"	"ENSG00000156510"	"m1234"
"858"	"ENSG00000060971"	"ENSG00000156515"	"m1234"
"859"	"ENSG00000060971"	"ENSG00000159399"	"m1234"
"860"	"ENSG00000060971"	"ENSG00000160883"	"m1234"
"877"	"ENSG00000068366"	"ENSG00000135929"	"m1240"
"878"	"ENSG00000068366"	"ENSG00000057252"	"m1240"
"879"	"ENSG00000068366"	"ENSG00000167780"	"m1240"
"881"	"ENSG00000068366"	"ENSG00000069535"	"m1240"
"882"	"ENSG00000068366"	"ENSG00000189221"	"m1240"
"886"	"ENSG00000068366"	"ENSG00000120563"	"m1240"
"887"	"ENSG00000068366"	"ENSG00000174876"	"m1240"
"888"	"ENSG00000068366"	"ENSG00000187733"	"m1240"
"889"	"ENSG00000068366"	"ENSG00000237763"	"m1240"
"890"	"ENSG00000068366"	"ENSG00000240038"	"m1240"
"891"	"ENSG00000068366"	"ENSG00000243480"	"m1240"
"892"	"ENSG00000145217"	"ENSG00000135929"	"m1240"
"893"	"ENSG00000145217"	"ENSG00000057252"	"m1240"
"894"	"ENSG00000145217"	"ENSG00000167780"	"m1240"
"896"	"ENSG00000145217"	"ENSG00000069535"	"m1240"
"897"	"ENSG00000145217"	"ENSG00000189221"	"m1240"
"901"	"ENSG00000145217"	"ENSG00000120563"	"m1240"
"902"	"ENSG00000145217"	"ENSG00000174876"	"m1240"
"903"	"ENSG00000145217"	"ENSG00000187733"	"m1240"
"904"	"ENSG00000145217"	"ENSG00000237763"	"m1240"
"905"	"ENSG00000145217"	"ENSG00000240038"	"m1240"
"906"	"ENSG00000145217"	"ENSG00000243480"	"m1240"
"907"	"ENSG00000064763"	"ENSG00000135929"	"m1240"
"908"	"ENSG00000064763"	"ENSG00000057252"	"m1240"
"909"	"ENSG00000064763"	"ENSG00000167780"	"m1240"
"911"	"ENSG00000064763"	"ENSG00000069535"	"m1240"
"912"	"ENSG00000064763"	"ENSG00000189221"	"m1240"
"916"	"ENSG00000064763"	"ENSG00000120563"	"m1240"
"917"	"ENSG00000064763"	"ENSG00000174876"	"m1240"
"918"	"ENSG00000064763"	"ENSG00000187733"	"m1240"
"919"	"ENSG00000064763"	"ENSG00000237763"	"m1240"
"920"	"ENSG00000064763"	"ENSG00000240038"	"m1240"
"921"	"ENSG00000064763"	"ENSG00000243480"	"m1240"
"926"	"ENSG00000147119"	"ENSG00000147576"	"m1242"
"927"	"ENSG00000147119"	"ENSG00000172955"	"m1242"
"928"	"ENSG00000147119"	"ENSG00000187758"	"m1242"
"929"	"ENSG00000147119"	"ENSG00000196344"	"m1242"
