"from"	"to"	"Metabolite"
"5866"	"ENSG00000161267"	"ENSG00000023839"	"m1038"
"5867"	"ENSG00000161267"	"ENSG00000103222"	"m1038"
"5868"	"ENSG00000161267"	"ENSG00000108846"	"m1038"
"5870"	"ENSG00000161267"	"ENSG00000134538"	"m1038"
"5871"	"ENSG00000161267"	"ENSG00000105398"	"m1038"
"5882"	"ENSG00000104522"	"ENSG00000169710"	"m1039"
"5886"	"ENSG00000104522"	"ENSG00000100372"	"m1039"
"5895"	"ENSG00000100116"	"ENSG00000169710"	"m1039"
"5899"	"ENSG00000100116"	"ENSG00000100372"	"m1039"
"5908"	"ENSG00000117308"	"ENSG00000169710"	"m1039"
"5912"	"ENSG00000117308"	"ENSG00000100372"	"m1039"
"5947"	"ENSG00000157353"	"ENSG00000169710"	"m1039"
"5951"	"ENSG00000157353"	"ENSG00000100372"	"m1039"
"5960"	"ENSG00000153574"	"ENSG00000169710"	"m1039"
"5964"	"ENSG00000153574"	"ENSG00000100372"	"m1039"
"5986"	"ENSG00000111058"	"ENSG00000169710"	"m1039"
"5990"	"ENSG00000111058"	"ENSG00000100372"	"m1039"
"6003"	"ENSG00000100714"	"ENSG00000100372"	"m1039"
"6025"	"ENSG00000106633"	"ENSG00000169710"	"m1039"
"6029"	"ENSG00000106633"	"ENSG00000100372"	"m1039"
"6064"	"ENSG00000147119"	"ENSG00000169710"	"m1039"
"6068"	"ENSG00000147119"	"ENSG00000100372"	"m1039"
"6077"	"ENSG00000072506 and ENSG00000084754 and ENSG00000138796"	"ENSG00000169710"	"m1039"
"6081"	"ENSG00000072506 and ENSG00000084754 and ENSG00000138796"	"ENSG00000100372"	"m1039"
"6103"	"ENSG00000162066"	"ENSG00000169710"	"m1039"
"6107"	"ENSG00000162066"	"ENSG00000100372"	"m1039"
"6116"	"ENSG00000117054"	"ENSG00000169710"	"m1039"
"6120"	"ENSG00000117054"	"ENSG00000100372"	"m1039"
"6142"	"ENSG00000110195"	"ENSG00000169710"	"m1039"
"6146"	"ENSG00000110195"	"ENSG00000100372"	"m1039"
"6155"	"ENSG00000107798"	"ENSG00000169710"	"m1039"
